RID,VERSION,IP,DURATION,AgeBracket,Postcode,Ethnicity,MeanExpectedCurrent,MeanExpectedFuture,Variance,MeanExpectedBest,MeanExpectedWorst,block,design_offset,WaterBills,BidLevelFrequency,bid,CV_WaterBills,CV_CouncilTax,Q16_ClimateCurrentEnvironment,Q16_ClimateCurrentSelf,Q16_MicroplasticsCurrentEnvironment,Q16_MicroplasticsCurrentSelf,Q16_MicroplasticsTen,Q16_MicroplasticsTwentyFive,Q16_MicroplasticsFifty,Q17_PandemicEnvironment,Q17_PandemicMicroplastics,Coronavirus,Charity,Consequentiality,Education,Income,Understanding,participant_id,Gender,CV,Bid,Order,Income_Annual,Variance_StatedConfidenceLevel,Variance_ConfidenceAsSD,Variance_ConfidenceAsVariance,Variance_IndividualLevel,Mean_Change,MeanExpectedCurrent_Scaled,MeanExpectedFuture_Scaled,Mean_MinusLowerBound,Mean_PlusUpperBound,MeanExpectedFuture_SampleMean,Q16_Comparison,LogBidIncome,VarianceLowerBound,VarianceUpperBound,Uncertainty,MEF,MEC,var.cameron,PaymentVehicle_Dummy,Education_HigherEd,Gender_Female,Gender_Dummy,EthnicityDummy,Task,Choice,av_A,av_B,av_C,ID,Respondent,Performance_A,Emission_A,Price_A,Performance_B,Emission_B,Price_B,Performance_C,Emission_C,Price_C
202,7,Anonymised,917.851,1,Anonymised,1,1,2,2,0,0,1,0,300,10,£80.00,1,0,10,9,8,7,7,8,8,4,3,1,1,1,4,1750,8,202,1,1,80,1,21000,2,0.5,0.25,4,3,6,7,0,4,2.49676025917927,2,-0.00381679852670085,3,1,1,0.6999600079984,0.5999800039992,0.25,1,0,Female,0,0,3,2,1,1,1,987,247,0,0,0,50,40,1,5,10,0.5
202,7,Anonymised,917.851,1,Anonymised,1,1,2,2,0,0,1,0,300,10,£80.00,1,0,10,9,8,7,7,8,8,4,3,1,1,1,4,1750,8,202,1,1,80,1,21000,2,0.5,0.25,4,3,6,7,0,4,2.49676025917927,2,-0.00381679852670085,3,1,1,0.6999600079984,0.5999800039992,0.25,1,0,Female,0,0,4,3,1,1,1,988,247,0,0,0,10,10,0.5,50,40,1
331,8,Anonymised,233.363,2,Anonymised,1,1,3,2,1,2,2,4,900,8,£60.00,2,0,9,7,7,6,9,8,9,3,3,1,0,1,5,1750,7,331,0,0,60,1,21000,2,0.5,0.25,2.5,4,6,8,1,5,2.49676025917927,1,-0.00286123228103224,4,2,1,0.799940011997601,0.5999800039992,0.25,1,1,Male,1,0,1,2,1,1,1,989,248,0,0,0,50,10,1,5,40,5
331,8,Anonymised,233.363,2,Anonymised,1,1,3,2,1,2,2,4,900,8,£60.00,2,0,9,7,7,6,9,8,9,3,3,1,0,1,5,1750,7,331,0,0,60,1,21000,2,0.5,0.25,2.5,4,6,8,1,5,2.49676025917927,1,-0.00286123228103224,4,2,1,0.799940011997601,0.5999800039992,0.25,1,1,Male,1,0,2,3,1,1,1,990,248,0,0,0,5,90,2.5,10,10,0.5
331,8,Anonymised,233.363,2,Anonymised,1,1,3,2,1,2,2,4,900,8,£60.00,2,0,9,7,7,6,9,8,9,3,3,1,0,1,5,1750,7,331,0,0,60,1,21000,2,0.5,0.25,2.5,4,6,8,1,5,2.49676025917927,1,-0.00286123228103224,4,2,1,0.799940011997601,0.5999800039992,0.25,1,1,Male,1,0,3,3,1,1,1,991,248,0,0,0,50,90,2.5,5,40,1
331,8,Anonymised,233.363,2,Anonymised,1,1,3,2,1,2,2,4,900,8,£60.00,2,0,9,7,7,6,9,8,9,3,3,1,0,1,5,1750,7,331,0,0,60,1,21000,2,0.5,0.25,2.5,4,6,8,1,5,2.49676025917927,1,-0.00286123228103224,4,2,1,0.799940011997601,0.5999800039992,0.25,1,1,Male,1,0,4,2,1,1,1,992,248,0,0,0,50,40,2.5,10,90,5
330,8,Anonymised,252.334,3,Anonymised,1,2,1,4,0,0,1,0,100,7,£50.00,2,0,1,1,1,1,1,1,1,3,3,0,0,0,1,1250,10,330,0,0,50,1,15000,4,2.5,6.25,1,3,7,6,-3,5,2.49676025917927,0,-0.0033389012655146,6,-4,5,0.5999800039992,0.6999600079984,6.25,1,0,Male,1,0,1,1,1,1,1,993,249,0,0,0,5,10,1,10,90,2.5
330,8,Anonymised,252.334,3,Anonymised,1,2,1,4,0,0,1,0,100,7,£50.00,2,0,1,1,1,1,1,1,1,3,3,0,0,0,1,1250,10,330,0,0,50,1,15000,4,2.5,6.25,1,3,7,6,-3,5,2.49676025917927,0,-0.0033389012655146,6,-4,5,0.5999800039992,0.6999600079984,6.25,1,0,Male,1,0,2,1,1,1,1,994,249,0,0,0,10,40,5,50,10,0.5
330,8,Anonymised,252.334,3,Anonymised,1,2,1,4,0,0,1,0,100,7,£50.00,2,0,1,1,1,1,1,1,1,3,3,0,0,0,1,1250,10,330,0,0,50,1,15000,4,2.5,6.25,1,3,7,6,-3,5,2.49676025917927,0,-0.0033389012655146,6,-4,5,0.5999800039992,0.6999600079984,6.25,1,0,Male,1,0,3,1,1,1,1,995,249,0,0,0,50,40,1,5,10,0.5
330,8,Anonymised,252.334,3,Anonymised,1,2,1,4,0,0,1,0,100,7,£50.00,2,0,1,1,1,1,1,1,1,3,3,0,0,0,1,1250,10,330,0,0,50,1,15000,4,2.5,6.25,1,3,7,6,-3,5,2.49676025917927,0,-0.0033389012655146,6,-4,5,0.5999800039992,0.6999600079984,6.25,1,0,Male,1,0,4,1,1,1,1,996,249,0,0,0,10,10,0.5,50,40,1
252,8,Anonymised,615.774,4,Anonymised,1,4,4,2,3,4,1,0,600,5,£30.00,2,0,1,2,2,2,2,2,2,5,4,0,0,1,3,250,8,252,1,0,30,1,3000,2,0.5,0.25,0.5,8,9,9,2,6,2.49676025917927,0,-0.0100503358535015,5,3,1,0.899920015996801,0.899920015996801,0.25,1,0,Female,0,0,1,3,1,1,1,997,250,0,0,0,5,10,1,10,90,2.5
252,8,Anonymised,615.774,4,Anonymised,1,4,4,2,3,4,1,0,600,5,£30.00,2,0,1,2,2,2,2,2,2,5,4,0,0,1,3,250,8,252,1,0,30,1,3000,2,0.5,0.25,0.5,8,9,9,2,6,2.49676025917927,0,-0.0100503358535015,5,3,1,0.899920015996801,0.899920015996801,0.25,1,0,Female,0,0,2,3,1,1,1,998,250,0,0,0,10,40,5,50,10,0.5
252,8,Anonymised,615.774,4,Anonymised,1,4,4,2,3,4,1,0,600,5,£30.00,2,0,1,2,2,2,2,2,2,5,4,0,0,1,3,250,8,252,1,0,30,1,3000,2,0.5,0.25,0.5,8,9,9,2,6,2.49676025917927,0,-0.0100503358535015,5,3,1,0.899920015996801,0.899920015996801,0.25,1,0,Female,0,0,3,3,1,1,1,999,250,0,0,0,50,40,1,5,10,0.5
252,8,Anonymised,615.774,4,Anonymised,1,4,4,2,3,4,1,0,600,5,£30.00,2,0,1,2,2,2,2,2,2,5,4,0,0,1,3,250,8,252,1,0,30,1,3000,2,0.5,0.25,0.5,8,9,9,2,6,2.49676025917927,0,-0.0100503358535015,5,3,1,0.899920015996801,0.899920015996801,0.25,1,0,Female,0,0,4,3,1,1,1,1000,250,0,0,0,10,10,0.5,50,40,1
325,8,Anonymised,320.733,5,Anonymised,1,2,2,3,2,2,1,0,600,5,£30.00,1,0,11,11,11,11,11,11,11,3,3,0,0,1,5,3500,10,325,0,1,30,1,42000,3,1.5,2.25,0,4,7,7,-1,5,2.49676025917927,0,-0.00071454093786876,5,-1,3,0.6999600079984,0.6999600079984,2.25,1,1,Male,1,0,1,3,1,1,1,1001,251,0,0,0,5,10,1,10,90,2.5
325,8,Anonymised,320.733,5,Anonymised,1,2,2,3,2,2,1,0,600,5,£30.00,1,0,11,11,11,11,11,11,11,3,3,0,0,1,5,3500,10,325,0,1,30,1,42000,3,1.5,2.25,0,4,7,7,-1,5,2.49676025917927,0,-0.00071454093786876,5,-1,3,0.6999600079984,0.6999600079984,2.25,1,1,Male,1,0,2,2,1,1,1,1002,251,0,0,0,10,40,5,50,10,0.5
325,8,Anonymised,320.733,5,Anonymised,1,2,2,3,2,2,1,0,600,5,£30.00,1,0,11,11,11,11,11,11,11,3,3,0,0,1,5,3500,10,325,0,1,30,1,42000,3,1.5,2.25,0,4,7,7,-1,5,2.49676025917927,0,-0.00071454093786876,5,-1,3,0.6999600079984,0.6999600079984,2.25,1,1,Male,1,0,3,2,1,1,1,1003,251,0,0,0,50,40,1,5,10,0.5
325,8,Anonymised,320.733,5,Anonymised,1,2,2,3,2,2,1,0,600,5,£30.00,1,0,11,11,11,11,11,11,11,3,3,0,0,1,5,3500,10,325,0,1,30,1,42000,3,1.5,2.25,0,4,7,7,-1,5,2.49676025917927,0,-0.00071454093786876,5,-1,3,0.6999600079984,0.6999600079984,2.25,1,1,Male,1,0,4,3,1,1,1,1004,251,0,0,0,10,10,0.5,50,40,1
327,8,Anonymised,290.481,1,Anonymised,1,-2,0,3,1,3,2,4,0,2,£5.00,0,1,11,7,11,7,9,10,11,3,3,0,1,1,3,750,9,327,1,1,5,1,9000,3,1.5,2.25,5,-2,3,5,-3,3,2.49676025917927,0,-0.000555709933722933,3,-3,3,0.5,0.3000399920016,2.25,0,0,Female,0,0,1,1,1,1,1,1005,252,0,0,0,50,10,1,5,40,5
327,8,Anonymised,290.481,1,Anonymised,1,-2,0,3,1,3,2,4,0,2,£5.00,0,1,11,7,11,7,9,10,11,3,3,0,1,1,3,750,9,327,1,1,5,1,9000,3,1.5,2.25,5,-2,3,5,-3,3,2.49676025917927,0,-0.000555709933722933,3,-3,3,0.5,0.3000399920016,2.25,0,0,Female,0,0,2,2,1,1,1,1006,252,0,0,0,5,90,2.5,10,10,0.5
327,8,Anonymised,290.481,1,Anonymised,1,-2,0,3,1,3,2,4,0,2,£5.00,0,1,11,7,11,7,9,10,11,3,3,0,1,1,3,750,9,327,1,1,5,1,9000,3,1.5,2.25,5,-2,3,5,-3,3,2.49676025917927,0,-0.000555709933722933,3,-3,3,0.5,0.3000399920016,2.25,0,0,Female,0,0,3,3,1,1,1,1007,252,0,0,0,50,90,2.5,5,40,1
327,8,Anonymised,290.481,1,Anonymised,1,-2,0,3,1,3,2,4,0,2,£5.00,0,1,11,7,11,7,9,10,11,3,3,0,1,1,3,750,9,327,1,1,5,1,9000,3,1.5,2.25,5,-2,3,5,-3,3,2.49676025917927,0,-0.000555709933722933,3,-3,3,0.5,0.3000399920016,2.25,0,0,Female,0,0,4,1,1,1,1,1008,252,0,0,0,50,40,2.5,10,90,5
301,8,Anonymised,456.647,1,Anonymised,2,2,4,1,4,4,2,4,400,9,£70.00,1,0,10,10,10,10,11,11,11,3,4,0,1,1,5,4500,5,301,1,1,70,1,54000,1,0,0,0,6,7,9,3,5,2.49676025917927,0,-0.00129713721513879,4,4,0,0.899920015996801,0.6999600079984,0,1,1,Female,0,1,1,3,1,1,1,1009,253,0,0,0,50,10,1,5,40,5
301,8,Anonymised,456.647,1,Anonymised,2,2,4,1,4,4,2,4,400,9,£70.00,1,0,10,10,10,10,11,11,11,3,4,0,1,1,5,4500,5,301,1,1,70,1,54000,1,0,0,0,6,7,9,3,5,2.49676025917927,0,-0.00129713721513879,4,4,0,0.899920015996801,0.6999600079984,0,1,1,Female,0,1,2,2,1,1,1,1010,253,0,0,0,5,90,2.5,10,10,0.5
301,8,Anonymised,456.647,1,Anonymised,2,2,4,1,4,4,2,4,400,9,£70.00,1,0,10,10,10,10,11,11,11,3,4,0,1,1,5,4500,5,301,1,1,70,1,54000,1,0,0,0,6,7,9,3,5,2.49676025917927,0,-0.00129713721513879,4,4,0,0.899920015996801,0.6999600079984,0,1,1,Female,0,1,3,2,1,1,1,1011,253,0,0,0,50,90,2.5,5,40,1
301,8,Anonymised,456.647,1,Anonymised,2,2,4,1,4,4,2,4,400,9,£70.00,1,0,10,10,10,10,11,11,11,3,4,0,1,1,5,4500,5,301,1,1,70,1,54000,1,0,0,0,6,7,9,3,5,2.49676025917927,0,-0.00129713721513879,4,4,0,0.899920015996801,0.6999600079984,0,1,1,Female,0,1,4,3,1,1,1,1012,253,0,0,0,50,40,2.5,10,90,5
221,8,Anonymised,877.39,1,Anonymised,1,1,2,3,1,1,1,0,200,4,£20.00,1,0,11,8,9,7,8,9,10,3,3,0,1,1,4,1750,10,221,1,1,20,1,21000,3,1.5,2.25,1,3,6,7,-1,5,2.49676025917927,1,-0.000952834755271854,5,-1,3,0.6999600079984,0.5999800039992,2.25,1,0,Female,0,0,1,2,1,1,1,1013,254,0,0,0,5,10,1,10,90,2.5
221,8,Anonymised,877.39,1,Anonymised,1,1,2,3,1,1,1,0,200,4,£20.00,1,0,11,8,9,7,8,9,10,3,3,0,1,1,4,1750,10,221,1,1,20,1,21000,3,1.5,2.25,1,3,6,7,-1,5,2.49676025917927,1,-0.000952834755271854,5,-1,3,0.6999600079984,0.5999800039992,2.25,1,0,Female,0,0,2,3,1,1,1,1014,254,0,0,0,10,40,5,50,10,0.5
221,8,Anonymised,877.39,1,Anonymised,1,1,2,3,1,1,1,0,200,4,£20.00,1,0,11,8,9,7,8,9,10,3,3,0,1,1,4,1750,10,221,1,1,20,1,21000,3,1.5,2.25,1,3,6,7,-1,5,2.49676025917927,1,-0.000952834755271854,5,-1,3,0.6999600079984,0.5999800039992,2.25,1,0,Female,0,0,3,2,1,1,1,1015,254,0,0,0,50,40,1,5,10,0.5
221,8,Anonymised,877.39,1,Anonymised,1,1,2,3,1,1,1,0,200,4,£20.00,1,0,11,8,9,7,8,9,10,3,3,0,1,1,4,1750,10,221,1,1,20,1,21000,3,1.5,2.25,1,3,6,7,-1,5,2.49676025917927,1,-0.000952834755271854,5,-1,3,0.6999600079984,0.5999800039992,2.25,1,0,Female,0,0,4,3,1,1,1,1016,254,0,0,0,10,10,0.5,50,40,1
223,8,Anonymised,870.514,2,Anonymised,1,3,2,2,2,5,2,4,300,4,£20.00,1,0,11,8,10,8,10,9,9,5,3,1,1,0,5,2250,10,223,1,1,20,1,27000,2,0.5,0.25,4.5,5,8,7,0,4,2.49676025917927,0,-0.000741015224719219,3,1,1,0.6999600079984,0.799940011997601,0.25,1,1,Female,0,0,1,3,1,1,1,1017,255,0,0,0,50,10,1,5,40,5
223,8,Anonymised,870.514,2,Anonymised,1,3,2,2,2,5,2,4,300,4,£20.00,1,0,11,8,10,8,10,9,9,5,3,1,1,0,5,2250,10,223,1,1,20,1,27000,2,0.5,0.25,4.5,5,8,7,0,4,2.49676025917927,0,-0.000741015224719219,3,1,1,0.6999600079984,0.799940011997601,0.25,1,1,Female,0,0,2,2,1,1,1,1018,255,0,0,0,5,90,2.5,10,10,0.5
223,8,Anonymised,870.514,2,Anonymised,1,3,2,2,2,5,2,4,300,4,£20.00,1,0,11,8,10,8,10,9,9,5,3,1,1,0,5,2250,10,223,1,1,20,1,27000,2,0.5,0.25,4.5,5,8,7,0,4,2.49676025917927,0,-0.000741015224719219,3,1,1,0.6999600079984,0.799940011997601,0.25,1,1,Female,0,0,3,3,1,1,1,1019,255,0,0,0,50,90,2.5,5,40,1
223,8,Anonymised,870.514,2,Anonymised,1,3,2,2,2,5,2,4,300,4,£20.00,1,0,11,8,10,8,10,9,9,5,3,1,1,0,5,2250,10,223,1,1,20,1,27000,2,0.5,0.25,4.5,5,8,7,0,4,2.49676025917927,0,-0.000741015224719219,3,1,1,0.6999600079984,0.799940011997601,0.25,1,1,Female,0,0,4,3,1,1,1,1020,255,0,0,0,50,40,2.5,10,90,5
258,8,Anonymised,617.868,2,Anonymised,1,-2,3,2,2,2,2,4,400,5,£30.00,1,0,11,10,9,7,8,9,11,4,3,1,1,1,5,5000,9,258,1,1,30,1,60000,2,0.5,0.25,1,1,3,8,1,5,2.49676025917927,3,-0.000500125041682243,4,2,1,0.799940011997601,0.3000399920016,0.25,1,1,Female,0,0,1,3,1,1,1,1021,256,0,0,0,50,10,1,5,40,5
258,8,Anonymised,617.868,2,Anonymised,1,-2,3,2,2,2,2,4,400,5,£30.00,1,0,11,10,9,7,8,9,11,4,3,1,1,1,5,5000,9,258,1,1,30,1,60000,2,0.5,0.25,1,1,3,8,1,5,2.49676025917927,3,-0.000500125041682243,4,2,1,0.799940011997601,0.3000399920016,0.25,1,1,Female,0,0,2,2,1,1,1,1022,256,0,0,0,5,90,2.5,10,10,0.5
258,8,Anonymised,617.868,2,Anonymised,1,-2,3,2,2,2,2,4,400,5,£30.00,1,0,11,10,9,7,8,9,11,4,3,1,1,1,5,5000,9,258,1,1,30,1,60000,2,0.5,0.25,1,1,3,8,1,5,2.49676025917927,3,-0.000500125041682243,4,2,1,0.799940011997601,0.3000399920016,0.25,1,1,Female,0,0,3,2,1,1,1,1023,256,0,0,0,50,90,2.5,5,40,1
258,8,Anonymised,617.868,2,Anonymised,1,-2,3,2,2,2,2,4,400,5,£30.00,1,0,11,10,9,7,8,9,11,4,3,1,1,1,5,5000,9,258,1,1,30,1,60000,2,0.5,0.25,1,1,3,8,1,5,2.49676025917927,3,-0.000500125041682243,4,2,1,0.799940011997601,0.3000399920016,0.25,1,1,Female,0,0,4,3,1,1,1,1024,256,0,0,0,50,40,2.5,10,90,5
280,8,Anonymised,528.067,4,Anonymised,4,5,5,2,4,4,1,0,1000,3,£10.00,2,0,11,10,10,8,11,11,10,5,5,1,0,1,5,2500,10,280,1,0,10,1,30000,2,0.5,0.25,1,10,10,10,3,7,2.49676025917927,2,-0.000333388901237618,6,4,1,0.999900019996001,0.999900019996001,0.25,1,1,Female,0,1,1,3,1,1,1,1025,257,0,0,0,5,10,1,10,90,2.5
280,8,Anonymised,528.067,4,Anonymised,4,5,5,2,4,4,1,0,1000,3,£10.00,2,0,11,10,10,8,11,11,10,5,5,1,0,1,5,2500,10,280,1,0,10,1,30000,2,0.5,0.25,1,10,10,10,3,7,2.49676025917927,2,-0.000333388901237618,6,4,1,0.999900019996001,0.999900019996001,0.25,1,1,Female,0,1,2,3,1,1,1,1026,257,0,0,0,10,40,5,50,10,0.5
280,8,Anonymised,528.067,4,Anonymised,4,5,5,2,4,4,1,0,1000,3,£10.00,2,0,11,10,10,8,11,11,10,5,5,1,0,1,5,2500,10,280,1,0,10,1,30000,2,0.5,0.25,1,10,10,10,3,7,2.49676025917927,2,-0.000333388901237618,6,4,1,0.999900019996001,0.999900019996001,0.25,1,1,Female,0,1,3,3,1,1,1,1027,257,0,0,0,50,40,1,5,10,0.5
280,8,Anonymised,528.067,4,Anonymised,4,5,5,2,4,4,1,0,1000,3,£10.00,2,0,11,10,10,8,11,11,10,5,5,1,0,1,5,2500,10,280,1,0,10,1,30000,2,0.5,0.25,1,10,10,10,3,7,2.49676025917927,2,-0.000333388901237618,6,4,1,0.999900019996001,0.999900019996001,0.25,1,1,Female,0,1,4,2,1,1,1,1028,257,0,0,0,10,10,0.5,50,40,1
180,7,Anonymised,1023.353,2,Anonymised,1,5,3,2,0,5,2,4,0,6,£40.00,0,1,11,9,11,10,11,11,11,4,3,1,1,1,5,2250,10,180,1,1,40,1,27000,2,0.5,0.25,6.5,8,10,8,1,5,2.49676025917927,-1,-0.00148257996022284,4,2,1,0.799940011997601,0.999900019996001,0.25,0,1,Female,0,0,1,3,1,1,1,1029,258,0,0,0,50,10,1,5,40,5
180,7,Anonymised,1023.353,2,Anonymised,1,5,3,2,0,5,2,4,0,6,£40.00,0,1,11,9,11,10,11,11,11,4,3,1,1,1,5,2250,10,180,1,1,40,1,27000,2,0.5,0.25,6.5,8,10,8,1,5,2.49676025917927,-1,-0.00148257996022284,4,2,1,0.799940011997601,0.999900019996001,0.25,0,1,Female,0,0,2,2,1,1,1,1030,258,0,0,0,5,90,2.5,10,10,0.5
180,7,Anonymised,1023.353,2,Anonymised,1,5,3,2,0,5,2,4,0,6,£40.00,0,1,11,9,11,10,11,11,11,4,3,1,1,1,5,2250,10,180,1,1,40,1,27000,2,0.5,0.25,6.5,8,10,8,1,5,2.49676025917927,-1,-0.00148257996022284,4,2,1,0.799940011997601,0.999900019996001,0.25,0,1,Female,0,0,3,2,1,1,1,1031,258,0,0,0,50,90,2.5,5,40,1
180,7,Anonymised,1023.353,2,Anonymised,1,5,3,2,0,5,2,4,0,6,£40.00,0,1,11,9,11,10,11,11,11,4,3,1,1,1,5,2250,10,180,1,1,40,1,27000,2,0.5,0.25,6.5,8,10,8,1,5,2.49676025917927,-1,-0.00148257996022284,4,2,1,0.799940011997601,0.999900019996001,0.25,0,1,Female,0,0,4,2,1,1,1,1032,258,0,0,0,50,40,2.5,10,90,5
323,8,Anonymised,380.069,1,Anonymised,1,3,1,3,0,0,1,0,300,4,£20.00,1,0,11,10,9,7,8,9,11,3,3,1,0,0,5,3500,10,323,0,1,20,1,42000,3,1.5,2.25,1,4,8,6,-2,4,2.49676025917927,3,-0.000476303890881419,4,-2,3,0.5999800039992,0.799940011997601,2.25,1,1,Male,1,0,1,3,1,1,1,1033,259,0,0,0,5,10,1,10,90,2.5
323,8,Anonymised,380.069,1,Anonymised,1,3,1,3,0,0,1,0,300,4,£20.00,1,0,11,10,9,7,8,9,11,3,3,1,0,0,5,3500,10,323,0,1,20,1,42000,3,1.5,2.25,1,4,8,6,-2,4,2.49676025917927,3,-0.000476303890881419,4,-2,3,0.5999800039992,0.799940011997601,2.25,1,1,Male,1,0,2,1,1,1,1,1034,259,0,0,0,10,40,5,50,10,0.5
323,8,Anonymised,380.069,1,Anonymised,1,3,1,3,0,0,1,0,300,4,£20.00,1,0,11,10,9,7,8,9,11,3,3,1,0,0,5,3500,10,323,0,1,20,1,42000,3,1.5,2.25,1,4,8,6,-2,4,2.49676025917927,3,-0.000476303890881419,4,-2,3,0.5999800039992,0.799940011997601,2.25,1,1,Male,1,0,3,3,1,1,1,1035,259,0,0,0,50,40,1,5,10,0.5
323,8,Anonymised,380.069,1,Anonymised,1,3,1,3,0,0,1,0,300,4,£20.00,1,0,11,10,9,7,8,9,11,3,3,1,0,0,5,3500,10,323,0,1,20,1,42000,3,1.5,2.25,1,4,8,6,-2,4,2.49676025917927,3,-0.000476303890881419,4,-2,3,0.5999800039992,0.799940011997601,2.25,1,1,Male,1,0,4,2,1,1,1,1036,259,0,0,0,10,10,0.5,50,40,1
289,8,Anonymised,516.196,1,Anonymised,1,3,3,4,2,0,2,4,500,3,£10.00,1,0,8,7,7,6,7,8,8,4,3,1,0,1,3,2750,10,289,1,1,10,1,33000,4,2.5,6.25,5,6,8,8,-1,7,2.49676025917927,1,-0.000303076225990127,8,-2,5,0.799940011997601,0.799940011997601,6.25,1,0,Female,0,0,1,2,1,1,1,1037,260,0,0,0,50,10,1,5,40,5
289,8,Anonymised,516.196,1,Anonymised,1,3,3,4,2,0,2,4,500,3,£10.00,1,0,8,7,7,6,7,8,8,4,3,1,0,1,3,2750,10,289,1,1,10,1,33000,4,2.5,6.25,5,6,8,8,-1,7,2.49676025917927,1,-0.000303076225990127,8,-2,5,0.799940011997601,0.799940011997601,6.25,1,0,Female,0,0,2,3,1,1,1,1038,260,0,0,0,5,90,2.5,10,10,0.5
289,8,Anonymised,516.196,1,Anonymised,1,3,3,4,2,0,2,4,500,3,£10.00,1,0,8,7,7,6,7,8,8,4,3,1,0,1,3,2750,10,289,1,1,10,1,33000,4,2.5,6.25,5,6,8,8,-1,7,2.49676025917927,1,-0.000303076225990127,8,-2,5,0.799940011997601,0.799940011997601,6.25,1,0,Female,0,0,3,3,1,1,1,1039,260,0,0,0,50,90,2.5,5,40,1
289,8,Anonymised,516.196,1,Anonymised,1,3,3,4,2,0,2,4,500,3,£10.00,1,0,8,7,7,6,7,8,8,4,3,1,0,1,3,2750,10,289,1,1,10,1,33000,4,2.5,6.25,5,6,8,8,-1,7,2.49676025917927,1,-0.000303076225990127,8,-2,5,0.799940011997601,0.799940011997601,6.25,1,0,Female,0,0,4,2,1,1,1,1040,260,0,0,0,50,40,2.5,10,90,5
268,8,Anonymised,578.748,5,Anonymised,1,3,3,3,1,3,2,4,400,8,£60.00,1,0,6,6,9,7,8,10,10,3,3,0,0,0,3,2750,10,268,1,1,60,1,33000,3,1.5,2.25,2,6,8,8,0,6,2.49676025917927,-1,-0.00181983671698598,6,0,3,0.799940011997601,0.799940011997601,2.25,1,0,Female,0,0,1,2,1,1,1,1041,261,0,0,0,50,10,1,5,40,5
268,8,Anonymised,578.748,5,Anonymised,1,3,3,3,1,3,2,4,400,8,£60.00,1,0,6,6,9,7,8,10,10,3,3,0,0,0,3,2750,10,268,1,1,60,1,33000,3,1.5,2.25,2,6,8,8,0,6,2.49676025917927,-1,-0.00181983671698598,6,0,3,0.799940011997601,0.799940011997601,2.25,1,0,Female,0,0,2,2,1,1,1,1042,261,0,0,0,5,90,2.5,10,10,0.5
268,8,Anonymised,578.748,5,Anonymised,1,3,3,3,1,3,2,4,400,8,£60.00,1,0,6,6,9,7,8,10,10,3,3,0,0,0,3,2750,10,268,1,1,60,1,33000,3,1.5,2.25,2,6,8,8,0,6,2.49676025917927,-1,-0.00181983671698598,6,0,3,0.799940011997601,0.799940011997601,2.25,1,0,Female,0,0,3,3,1,1,1,1043,261,0,0,0,50,90,2.5,5,40,1
268,8,Anonymised,578.748,5,Anonymised,1,3,3,3,1,3,2,4,400,8,£60.00,1,0,6,6,9,7,8,10,10,3,3,0,0,0,3,2750,10,268,1,1,60,1,33000,3,1.5,2.25,2,6,8,8,0,6,2.49676025917927,-1,-0.00181983671698598,6,0,3,0.799940011997601,0.799940011997601,2.25,1,0,Female,0,0,4,2,1,1,1,1044,261,0,0,0,50,40,2.5,10,90,5
317,8,Anonymised,423.45,1,Anonymised,1,2,2,2,2,5,1,0,0,1,£1.00,0,1,11,9,9,9,10,10,10,3,3,1,0,1,4,2500,10,317,0,1,1,1,30000,2,0.5,0.25,4.5,4,7,7,0,4,2.49676025917927,0,-3.33338889012312e-05,3,1,1,0.6999600079984,0.6999600079984,0.25,0,0,Male,1,0,1,3,1,1,1,1045,262,0,0,0,5,10,1,10,90,2.5
317,8,Anonymised,423.45,1,Anonymised,1,2,2,2,2,5,1,0,0,1,£1.00,0,1,11,9,9,9,10,10,10,3,3,1,0,1,4,2500,10,317,0,1,1,1,30000,2,0.5,0.25,4.5,4,7,7,0,4,2.49676025917927,0,-3.33338889012312e-05,3,1,1,0.6999600079984,0.6999600079984,0.25,0,0,Male,1,0,2,2,1,1,1,1046,262,0,0,0,10,40,5,50,10,0.5
317,8,Anonymised,423.45,1,Anonymised,1,2,2,2,2,5,1,0,0,1,£1.00,0,1,11,9,9,9,10,10,10,3,3,1,0,1,4,2500,10,317,0,1,1,1,30000,2,0.5,0.25,4.5,4,7,7,0,4,2.49676025917927,0,-3.33338889012312e-05,3,1,1,0.6999600079984,0.6999600079984,0.25,0,0,Male,1,0,3,2,1,1,1,1047,262,0,0,0,50,40,1,5,10,0.5
317,8,Anonymised,423.45,1,Anonymised,1,2,2,2,2,5,1,0,0,1,£1.00,0,1,11,9,9,9,10,10,10,3,3,1,0,1,4,2500,10,317,0,1,1,1,30000,2,0.5,0.25,4.5,4,7,7,0,4,2.49676025917927,0,-3.33338889012312e-05,3,1,1,0.6999600079984,0.6999600079984,0.25,0,0,Male,1,0,4,3,1,1,1,1048,262,0,0,0,10,10,0.5,50,40,1
305,8,Anonymised,492.598,2,Anonymised,1,4,4,2,3,5,2,4,400,6,£40.00,1,0,11,9,11,10,11,11,11,3,3,0,0,1,5,1750,9,305,0,1,40,1,21000,2,0.5,0.25,1,8,9,9,2,6,2.49676025917927,-1,-0.00190657827058153,5,3,1,0.899920015996801,0.899920015996801,0.25,1,1,Male,1,0,1,3,1,1,1,1049,263,0,0,0,50,10,1,5,40,5
