RID,VERSION,IP,DURATION,AgeBracket,Postcode,Ethnicity,MeanExpectedCurrent,MeanExpectedFuture,Variance,MeanExpectedBest,MeanExpectedWorst,block,design_offset,WaterBills,BidLevelFrequency,bid,CV_WaterBills,CV_CouncilTax,CVProtests,CVProtestTexts,Q16_ClimateCurrentEnvironment,Q16_ClimateCurrentSelf,Q16_MicroplasticsCurrentEnvironment,Q16_MicroplasticsCurrentSelf,Q16_MicroplasticsTen,Q16_MicroplasticsTwentyFive,Q16_MicroplasticsFifty,Q17_PandemicEnvironment,Q17_PandemicMicroplastics,Coronavirus,Charity,Consequentiality,ConsequentialityText,Education,Income,Understanding,FreeText,participant_id,scenario_1_choice,scenario_2_choice,scenario_3_choice,scenario_4_choice,scenario_1_alt1_x1,scenario_2_alt1_x1,scenario_3_alt1_x1,scenario_4_alt1_x1,scenario_1_alt1_x2,scenario_2_alt1_x2,scenario_3_alt1_x2,scenario_4_alt1_x2,scenario_1_alt1_x3,scenario_2_alt1_x3,scenario_3_alt1_x3,scenario_4_alt1_x3,scenario_1_alt2_x1,scenario_2_alt2_x1,scenario_3_alt2_x1,scenario_4_alt2_x1,scenario_1_alt2_x2,scenario_2_alt2_x2,scenario_3_alt2_x2,scenario_4_alt2_x2,scenario_1_alt2_x3,scenario_2_alt2_x3,scenario_3_alt2_x3,scenario_4_alt2_x3,scenario_1_alt3_x1,scenario_2_alt3_x1,scenario_3_alt3_x1,scenario_4_alt3_x1,scenario_1_alt3_x2,scenario_2_alt3_x2,scenario_3_alt3_x2,scenario_4_alt3_x2,scenario_1_alt3_x3,scenario_2_alt3_x3,scenario_3_alt3_x3,scenario_4_alt3_x3,Gender,CV,Bid,Order,Income_Annual,Variance_StatedConfidenceLevel,Variance_ConfidenceAsSD,Variance_ConfidenceAsVariance,Variance_IndividualLevel,Mean_Change,MeanExpectedCurrent_Scaled,MeanExpectedFuture_Scaled,Mean_MinusLowerBound,Mean_PlusUpperBound,MeanExpectedFuture_SampleMean,Q16_Comparison,LogBidIncome,VarianceLowerBound,VarianceUpperBound,Uncertainty,MEF,MEC,var.cameron,PaymentVehicle_Dummy,Education_HigherEd,Gender_Female,Gender_Dummy,EthnicityDummy
111,7,Anonymised,441.568,4,Anonymised,1,4,2,2,2,2,2,4,400,2,£5.00,1,,,Anonymised,10,10,11,10,10,11,10,3,3,1,0,1,Anonymised,5,1250,10,Anonymised,111,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,5,1,15000,2,0.5,0.25,0,6,9,7,0,4,2.49676025917927,0,-0.000333388901237618,3,1,1,0.6999600079984,0.899920015996801,0.25,1,1,Female,0,0
131,7,Anonymised,308.979,3,Anonymised,1,4,4,2,5,5,1,0,600,4,£20.00,2,,1,Anonymised,11,10,11,11,11,11,11,5,5,1,0,1,Anonymised,4,1250,10,Anonymised,131,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,0,20,1,15000,2,0.5,0.25,1,8,9,9,2,6,2.49676025917927,-1,-0.00133422301313661,5,3,1,0.899920015996801,0.899920015996801,0.25,1,0,Female,0,0
138,7,Anonymised,275.081,1,Anonymised,3,1,1,2,1,2,1,0,0,10,£80.00,,2,2,Anonymised,9,6,8,6,9,9,9,3,3,1,0,0,Anonymised,4,2250,10,Anonymised,138,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,0,80,1,27000,2,0.5,0.25,0.5,2,6,6,-1,3,2.49676025917927,0,-0.002967361227802,2,0,1,0.5999800039992,0.5999800039992,0.25,0,0,Female,0,1
172,7,Anonymised,182.611,1,Anonymised,1,3,5,2,4,3,1,0,300,2,£5.00,1,,,Anonymised,7,4,9,7,6,8,9,3,4,1,1,1,Anonymised,5,5000,8,Anonymised,172,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,5,1,60000,2,0.5,0.25,2.5,8,8,10,3,7,2.49676025917927,-3,-8.33368057484597e-05,6,4,1,0.999900019996001,0.799940011997601,0.25,1,1,Male,1,0
70,7,Anonymised,807.057,1,Anonymised,1,3,4,2,3,3,2,4,400,9,£70.00,1,,,Anonymised,11,9,11,6,9,11,11,3,3,1,1,0,Anonymised,4,1750,8,Anonymised,70,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,70,1,21000,2,0.5,0.25,1,7,8,9,2,6,2.49676025917927,3,-0.0033389012655146,5,3,1,0.899920015996801,0.799940011997601,0.25,1,0,Female,0,0
119,7,Anonymised,421.282,4,Anonymised,1,1,2,4,3,2,1,0,100,4,£20.00,2,,1,Anonymised,10,8,10,9,11,10,11,3,3,1,0,0,Anonymised,5,1750,8,Anonymised,119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,0,20,1,21000,4,2.5,6.25,0.5,3,6,7,-2,6,2.49676025917927,-1,-0.000952834755271854,7,-3,5,0.6999600079984,0.5999800039992,6.25,1,1,Female,0,0
147,7,Anonymised,272.279,1,Anonymised,1,2,4,2,2,5,2,4,0,3,£10.00,,1,,Anonymised,10,10,8,8,10,11,11,3,3,1,0,1,Anonymised,5,2500,10,Anonymised,147,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,10,1,30000,2,0.5,0.25,2.5,6,7,9,2,6,2.49676025917927,2,-0.000333388901237618,5,3,1,0.899920015996801,0.6999600079984,0.25,0,1,Female,0,0
116,7,Anonymised,462.85,2,Anonymised,1,2,2,2,2,2,2,4,400,1,£1.00,1,,,Anonymised,11,8,8,8,8,9,10,3,3,0,0,1,Anonymised,5,3500,10,Anonymised,116,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,1,1,42000,2,0.5,0.25,0,4,7,7,0,4,2.49676025917927,0,-2.38098072607483e-05,3,1,1,0.6999600079984,0.6999600079984,0.25,1,1,Female,0,0
158,7,Anonymised,240.612,1,Anonymised,1,5,4,2,4,4,1,0,200,6,£40.00,1,,,Anonymised,11,8,11,9,11,11,11,3,3,1,1,0,Anonymised,5,1750,10,Anonymised,158,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,40,1,21000,2,0.5,0.25,0,9,10,9,2,6,2.49676025917927,-1,-0.00190657827058153,5,3,1,0.899920015996801,0.999900019996001,0.25,1,1,Female,0,0
133,7,Anonymised,358.506,1,Anonymised,1,2,2,2,2,2,2,4,700,3,£10.00,1,,,Anonymised,11,9,11,8,10,11,11,3,3,1,1,1,Anonymised,5,4500,9,Anonymised,133,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,10,1,54000,2,0.5,0.25,0,4,7,7,0,4,2.49676025917927,1,-0.000185202334078763,3,1,1,0.6999600079984,0.6999600079984,0.25,1,1,Female,0,0
149,7,Anonymised,304.125,2,Anonymised,1,3,2,3,2,3,2,4,400,1,£1.00,1,,,Anonymised,11,9,9,8,8,8,8,2,3,1,0,1,Anonymised,5,2250,10,Anonymised,149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,1,1,27000,3,1.5,2.25,0.5,5,8,7,-1,5,2.49676025917927,1,-3.70377229250494e-05,5,-1,3,0.6999600079984,0.799940011997601,2.25,1,1,Male,1,0
112,7,Anonymised,544.429,5,Anonymised,1,2,3,2,3,3,2,4,200,8,£60.00,1,,,Anonymised,10,7,10,7,10,10,10,3,4,0,0,1,Anonymised,3,2250,9,Anonymised,112,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,60,1,27000,2,0.5,0.25,0,5,7,8,1,5,2.49676025917927,0,-0.00222469502211116,4,2,1,0.799940011997601,0.6999600079984,0.25,1,0,Female,0,0
125,7,Anonymised,441.001,1,Anonymised,1,2,2,4,2,1,1,0,400,10,£80.00,2,,2,Anonymised,9,9,8,9,10,11,11,1,1,1,0,1,Anonymised,4,2500,5,Anonymised,125,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,0,80,1,30000,4,2.5,6.25,0.5,4,7,7,-2,6,2.49676025917927,0,-0.00267022855587892,7,-3,5,0.6999600079984,0.6999600079984,6.25,1,0,Male,1,0
167,7,Anonymised,285.54,2,Anonymised,1,3,4,2,2,3,1,0,400,4,£20.00,1,,,Anonymised,2,1,11,8,11,11,10,3,3,1,1,1,Anonymised,5,3500,10,Anonymised,167,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,20,1,42000,2,0.5,0.25,2.5,7,8,9,2,6,2.49676025917927,-7,-0.000476303890881419,5,3,1,0.899920015996801,0.799940011997601,0.25,1,1,Male,1,0
101,7,Anonymised,677.238,1,Anonymised,1,4,2,2,1,5,1,0,400,10,£80.00,2,,6,Anonymised,11,7,11,8,10,11,6,3,3,0,0,0,Anonymised,5,2250,10,Anonymised,101,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,0,80,1,27000,2,0.5,0.25,5,6,9,7,0,4,2.49676025917927,-1,-0.002967361227802,3,1,1,0.6999600079984,0.899920015996801,0.25,1,1,Female,0,0
209,7,Anonymised,171.857,1,Anonymised,1,2,3,1,3,3,2,4,300,2,£5.00,1,,,Anonymised,8,5,6,3,6,4,7,3,3,1,1,1,Anonymised,5,1250,10,Anonymised,209,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,5,1,15000,1,0,0,0,5,7,8,2,4,2.49676025917927,2,-0.000333388901237618,3,3,0,0.799940011997601,0.6999600079984,0,1,1,Female,0,0
152,7,Anonymised,338.818,4,Anonymised,1,0,0,2,0,0,2,4,700,9,£70.00,1,,,Anonymised,11,9,11,7,6,6,6,3,3,0,1,1,Anonymised,5,3500,10,Anonymised,152,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,70,1,42000,2,0.5,0.25,0,0,5,5,-2,2,2.49676025917927,2,-0.00166805710069706,1,-1,1,0.5,0.5,0.25,1,1,Male,1,0
146,7,Anonymised,374.027,2,Anonymised,1,1,0,2,-1,2,1,0,200,3,£10.00,1,,,Anonymised,11,10,11,8,8,10,11,5,5,0,0,1,Anonymised,4,3500,10,Anonymised,146,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,10,1,42000,2,0.5,0.25,2.5,1,6,5,-2,2,2.49676025917927,2,-0.000238123587266419,1,-1,1,0.5,0.5999800039992,0.25,1,0,Female,0,0
179,7,Anonymised,287.962,2,Anonymised,1,3,3,2,3,3,2,4,200,1,£1.00,1,,,Anonymised,10,9,10,9,10,10,10,3,3,0,0,1,Anonymised,3,3500,10,Anonymised,179,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,1,1,42000,2,0.5,0.25,0,6,8,8,1,5,2.49676025917927,0,-2.38098072607483e-05,4,2,1,0.799940011997601,0.799940011997601,0.25,1,0,Female,0,0
117,7,Anonymised,556.164,4,Anonymised,1,5,4,2,4,5,2,4,400,4,£20.00,1,,,Anonymised,11,11,11,11,11,11,11,4,5,0,0,1,Anonymised,4,4500,10,Anonymised,117,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,20,1,54000,2,0.5,0.25,0.5,9,10,9,2,6,2.49676025917927,0,-0.000370438974415772,5,3,1,0.899920015996801,0.999900019996001,0.25,1,0,Female,0,0
169,7,Anonymised,324.434,2,Anonymised,1,2,3,2,0,5,2,4,300,4,£20.00,1,,,Anonymised,11,8,10,9,11,11,11,3,3,0,1,0,Anonymised,5,2250,10,Anonymised,169,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,20,1,27000,2,0.5,0.25,6.5,5,7,8,1,5,2.49676025917927,-1,-0.000741015224719219,4,2,1,0.799940011997601,0.6999600079984,0.25,1,1,Female,0,0
142,7,Anonymised,396.526,1,Anonymised,2,1,2,1,1,2,2,4,200,10,£80.00,1,,,Anonymised,11,8,8,8,10,8,8,4,4,1,1,1,Anonymised,3,3500,7,Anonymised,142,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,80,1,42000,1,0,0,0.5,3,6,7,1,3,2.49676025917927,0,-0.00190657827058153,2,2,0,0.6999600079984,0.5999800039992,0,1,0,Male,1,1
205,7,Anonymised,223.838,1,Anonymised,1,2,2,1,2,2,1,0,300,9,£70.00,2,,2,Anonymised,11,9,8,6,8,7,8,4,3,1,0,1,Anonymised,5,3500,9,Anonymised,205,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,0,70,1,42000,1,0,0,0,4,7,7,1,3,2.49676025917927,3,-0.00166805710069706,2,2,0,0.6999600079984,0.6999600079984,0,1,1,Female,0,0
136,7,Anonymised,432.636,3,Anonymised,4,3,4,3,4,3,2,4,600,4,£20.00,1,,,Anonymised,11,11,11,10,11,11,11,4,4,1,0,1,Anonymised,5,3500,10,Anonymised,136,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,20,1,42000,3,1.5,2.25,0.5,7,8,9,1,7,2.49676025917927,1,-0.000476303890881419,7,1,3,0.899920015996801,0.799940011997601,2.25,1,1,Male,1,1
124,7,Anonymised,495.39,4,Anonymised,1,3,4,2,4,4,1,0,0,4,£20.00,,1,,Anonymised,9,8,9,9,10,10,10,3,3,1,0,1,Anonymised,4,4500,10,Anonymised,124,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,20,1,54000,2,0.5,0.25,0,7,8,9,2,6,2.49676025917927,-1,-0.000370438974415772,5,3,1,0.899920015996801,0.799940011997601,0.25,0,0,Male,1,0
68,7,Anonymised,962.884,1,Anonymised,1,3,2,1,2,2,2,4,1000,3,£10.00,1,,,Anonymised,11,11,11,11,11,11,11,5,4,1,1,1,Anonymised,4,750,10,Anonymised,68,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,10,1,9000,1,0,0,0,5,8,7,1,3,2.49676025917927,0,-0.00111172885269043,2,2,0,0.6999600079984,0.799940011997601,0,1,0,Female,0,0
187,7,Anonymised,286.304,2,Anonymised,1,4,5,1,1,1,1,0,800,7,£50.00,2,,1,Anonymised,6,6,6,6,6,6,6,3,3,1,0,1,Anonymised,2,750,6,Anonymised,187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,0,50,1,9000,1,0,0,16,9,9,10,4,6,2.49676025917927,0,-0.00557104504945536,5,5,0,0.999900019996001,0.899920015996801,0,1,0,Female,0,0
150,7,Anonymised,388.748,5,Anonymised,1,4,3,2,4,3,2,4,200,3,£10.00,1,,,Anonymised,10,9,10,10,10,11,11,4,3,1,1,1,Anonymised,3,2250,8,Anonymised,150,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,10,1,27000,2,0.5,0.25,0.5,7,9,8,1,5,2.49676025917927,-1,-0.000370438974415772,4,2,1,0.799940011997601,0.899920015996801,0.25,1,0,Female,0,0
107,7,Anonymised,675.085,5,Anonymised,1,2,4,2,4,4,2,4,600,10,£80.00,1,,,Anonymised,11,11,9,9,11,11,11,3,3,0,1,0,Anonymised,5,2500,10,Anonymised,107,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,80,1,30000,2,0.5,0.25,0,6,7,9,2,6,2.49676025917927,2,-0.00267022855587892,5,3,1,0.899920015996801,0.6999600079984,0.25,1,1,Female,0,0
121,7,Anonymised,512.141,3,Anonymised,4,4,5,2,5,4,2,4,600,8,£60.00,2,,1,Anonymised,11,11,11,10,11,11,8,4,4,0,1,0,Anonymised,3,3500,8,Anonymised,121,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,0,60,1,42000,2,0.5,0.25,0.5,9,9,10,3,7,2.49676025917927,1,-0.00142959280959443,6,4,1,0.999900019996001,0.899920015996801,0.25,1,0,Female,0,1
141,7,Anonymised,418.587,2,Anonymised,1,2,2,1,2,2,2,4,0,8,£60.00,,1,,Anonymised,10,9,9,9,10,10,10,3,3,0,1,1,Anonymised,4,1750,10,Anonymised,141,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,60,1,21000,1,0,0,0,4,7,7,1,3,2.49676025917927,0,-0.00286123228103224,2,2,0,0.6999600079984,0.6999600079984,0,0,0,Female,0,0
148,7,Anonymised,404.644,3,Anonymised,1,4,1,3,1,3,1,0,700,1,£1.00,1,,,Anonymised,11,7,11,7,8,9,11,3,3,0,1,0,Anonymised,5,2750,9,Anonymised,148,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,1,1,33000,3,1.5,2.25,2,5,9,6,-2,4,2.49676025917927,0,-3.03034894491456e-05,4,-2,3,0.5999800039992,0.899920015996801,2.25,1,1,Male,1,0
164,7,Anonymised,363.006,1,Anonymised,1,2,3,2,3,4,2,4,200,4,£20.00,1,,,Anonymised,9,7,10,8,7,9,10,5,5,0,0,1,Anonymised,3,1750,9,Anonymised,164,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,20,1,21000,2,0.5,0.25,0.5,5,7,8,1,5,2.49676025917927,-1,-0.000952834755271854,4,2,1,0.799940011997601,0.6999600079984,0.25,1,0,Female,0,0
191,7,Anonymised,301.558,1,Anonymised,1,1,2,2,1,2,1,0,700,4,£20.00,1,,,Anonymised,10,9,7,7,8,8,8,3,3,0,0,0,Anonymised,5,5000,9,Anonymised,191,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,20,1,60000,2,0.5,0.25,0.5,3,6,7,0,4,2.49676025917927,2,-0.000333388901237618,3,1,1,0.6999600079984,0.5999800039992,0.25,1,1,Female,0,0
161,7,Anonymised,377.334,1,Anonymised,1,2,0,3,1,3,1,0,0,9,£70.00,,1,,Anonymised,9,5,7,7,7,7,8,3,3,0,0,1,Anonymised,5,2750,10,Anonymised,161,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,70,1,33000,3,1.5,2.25,5,2,7,5,-3,3,2.49676025917927,-2,-0.00212346507820728,3,-3,3,0.5,0.6999600079984,2.25,0,1,Male,1,0
208,7,Anonymised,251.288,1,Anonymised,1,5,5,1,4,4,1,0,200,10,£80.00,1,,,Anonymised,10,7,9,10,11,11,11,4,3,0,0,0,Anonymised,5,4500,10,Anonymised,208,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,80,1,54000,1,0,0,1,10,10,10,4,6,2.49676025917927,-3,-0.00148257996022284,5,5,0,0.999900019996001,0.999900019996001,0,1,1,Male,1,0
160,7,Anonymised,391.957,1,Anonymised,1,3,3,2,3,5,2,4,1000,2,£5.00,1,,,Anonymised,11,9,10,9,10,10,10,4,3,1,1,1,Anonymised,5,2250,10,Anonymised,160,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,5,1,27000,2,0.5,0.25,2,6,8,8,1,5,2.49676025917927,0,-0.000185202334078763,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Female,0,0
194,7,Anonymised,291.156,2,Anonymised,1,3,3,3,3,5,2,4,300,2,£5.00,1,,,Anonymised,10,7,9,7,9,11,9,5,4,0,0,1,Anonymised,3,1750,10,Anonymised,194,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,5,1,21000,3,1.5,2.25,2,6,8,8,0,6,2.49676025917927,0,-0.000238123587266419,6,0,3,0.799940011997601,0.799940011997601,2.25,1,0,Female,0,0
175,7,Anonymised,354.26,4,Anonymised,1,4,5,3,5,5,1,0,100,3,£10.00,1,,,Anonymised,11,11,11,11,11,11,11,3,3,0,1,1,Anonymised,3,1250,10,Anonymised,175,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,10,1,15000,3,1.5,2.25,0,9,9,10,2,8,2.49676025917927,0,-0.000666888987703768,8,2,3,0.999900019996001,0.899920015996801,2.25,1,0,Female,0,0
237,8,Anonymised,167.578,2,Anonymised,1,5,5,2,4,4,1,0,1000,10,£80.00,1,,,Anonymised,11,11,11,11,11,11,11,5,5,1,0,1,Anonymised,5,3500,10,Anonymised,237,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,80,1,42000,2,0.5,0.25,1,10,10,10,3,7,2.49676025917927,0,-0.00190657827058153,6,4,1,0.999900019996001,0.999900019996001,0.25,1,1,Female,0,0
130,7,Anonymised,527.579,3,Anonymised,1,-1,0,2,-2,3,2,4,200,9,£70.00,2,,1,Anonymised,8,6,7,6,3,3,3,3,3,1,0,0,Anonymised,2,2250,10,Anonymised,130,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,0,70,1,27000,2,0.5,0.25,6.5,-1,4,5,-2,2,2.49676025917927,0,-0.00259595918082153,1,-1,1,0.5,0.4000199960008,0.25,1,0,Male,1,0
211,7,Anonymised,266.914,1,Anonymised,1,2,3,4,2,2,2,4,0,7,£50.00,,1,,Anonymised,11,8,7,7,7,7,7,3,3,1,1,0,Anonymised,5,4500,6,Anonymised,211,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,50,1,54000,4,2.5,6.25,1,5,7,8,-1,7,2.49676025917927,1,-0.000926354860130677,8,-2,5,0.799940011997601,0.6999600079984,6.25,0,1,Female,0,0
170,7,Anonymised,389.959,1,Anonymised,4,3,2,1,2,2,1,0,0,6,£40.00,,1,,Anonymised,11,1,8,8,8,8,8,5,3,1,0,1,Anonymised,3,2500,10,Anonymised,170,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,40,1,30000,1,0,0,0,5,8,7,1,3,2.49676025917927,-7,-0.00133422301313661,2,2,0,0.6999600079984,0.799940011997601,0,0,0,Male,1,1
162,7,Anonymised,421.663,2,Anonymised,1,0,0,4,1,3,2,4,0,1,£1.00,,1,,Anonymised,9,4,8,4,8,9,10,3,3,0,0,0,Anonymised,5,1750,10,Anonymised,162,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,1,1,21000,4,2.5,6.25,5,0,5,5,-4,4,2.49676025917927,0,-4.76201814419167e-05,5,-5,5,0.5,0.5,6.25,0,1,Female,0,0
192,7,Anonymised,325.986,3,Anonymised,1,3,4,2,3,4,1,0,400,10,£80.00,1,,,Anonymised,10,9,10,9,10,10,10,3,3,1,1,1,Anonymised,5,2750,10,Anonymised,192,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,80,1,33000,2,0.5,0.25,0.5,7,8,9,2,6,2.49676025917927,0,-0.00242718565761119,5,3,1,0.899920015996801,0.799940011997601,0.25,1,1,Female,0,0
186,7,Anonymised,357.086,4,Anonymised,1,5,5,3,5,5,1,0,500,7,£50.00,2,,2,Anonymised,11,11,11,11,10,8,8,3,3,0,0,1,Anonymised,4,3500,10,Anonymised,186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,0,50,1,42000,3,1.5,2.25,0,10,10,10,2,8,2.49676025917927,0,-0.00119118537015312,8,2,3,0.999900019996001,0.999900019996001,2.25,1,0,Female,0,0
198,7,Anonymised,326.579,2,Anonymised,1,2,2,3,2,2,2,4,500,8,£60.00,2,,1,Anonymised,11,11,10,10,10,10,10,3,3,1,0,1,Anonymised,4,2250,10,Anonymised,198,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,0,60,1,27000,3,1.5,2.25,0,4,7,7,-1,5,2.49676025917927,1,-0.00222469502211116,5,-1,3,0.6999600079984,0.6999600079984,2.25,1,0,Female,0,0
