RID,VERSION,IP,DURATION,AgeBracket,Postcode,Ethnicity,MeanExpectedCurrent,MeanExpectedFuture,Variance,MeanExpectedBest,MeanExpectedWorst,WaterBills,BidLevelFrequency,bid,CV_WaterBills,CV_CouncilTax,block,design_offset,Q16_ClimateCurrentEnvironment,Q16_ClimateCurrentSelf,Q16_MicroplasticsCurrentEnvironment,Q16_MicroplasticsCurrentSelf,Q16_MicroplasticsTen,Q16_MicroplasticsTwentyFive,Q16_MicroplasticsFifty,Q17_PandemicEnvironment,Q17_PandemicMicroplastics,Coronavirus,Charity,Consequentiality,Education,Income,Understanding,participant_id,Gender,CV,Bid,Order,Income_Annual,Variance_StatedConfidenceLevel,Variance_ConfidenceAsSD,Variance_ConfidenceAsVariance,Variance_IndividualLevel,Mean_Change,MeanExpectedCurrent_Scaled,MeanExpectedFuture_Scaled,Mean_MinusLowerBound,Mean_PlusUpperBound,MeanExpectedFuture_SampleMean,Q16_Comparison,LogBidIncome,VarianceLowerBound,VarianceUpperBound,Uncertainty,MEF,MEC,var.cameron,PaymentVehicle_Dummy,Education_HigherEd,Gender_Female,Gender_Dummy,EthnicityDummy,Task,Choice,av_A,av_B,av_C,ID,Respondent,Performance_A,Emission_A,Price_A,Performance_B,Emission_B,Price_B,Performance_C,Emission_C,Price_C,AgeDummy,AdjustedMEC,VarianceChange
1043,6,Anonymised,312.617,1,Anonymised,1,3,2,2,3,5,100,3,£10.00,1,0,2,4,9,5,8,5,10,10,10,4,3,1,0,0,5,2750,10,1043,0,1,10,0,33000,2,0.5,0.25,5,5,8,7,0,4,2.55676657584015,0,-0.000303076225990127,3,1,1,0.6999600079984,0.799940011997601,0.25,1,1,Male,1,0,1,3,1,1,1,3785,947,0,0,0,50,10,1,5,40,5,0,0.74997500249975,2
1043,6,Anonymised,312.617,1,Anonymised,1,3,2,2,3,5,100,3,£10.00,1,0,2,4,9,5,8,5,10,10,10,4,3,1,0,0,5,2750,10,1043,0,1,10,0,33000,2,0.5,0.25,5,5,8,7,0,4,2.55676657584015,0,-0.000303076225990127,3,1,1,0.6999600079984,0.799940011997601,0.25,1,1,Male,1,0,2,2,1,1,1,3786,947,0,0,0,5,90,2.5,10,10,0.5,0,0.74997500249975,2
1043,6,Anonymised,312.617,1,Anonymised,1,3,2,2,3,5,100,3,£10.00,1,0,2,4,9,5,8,5,10,10,10,4,3,1,0,0,5,2750,10,1043,0,1,10,0,33000,2,0.5,0.25,5,5,8,7,0,4,2.55676657584015,0,-0.000303076225990127,3,1,1,0.6999600079984,0.799940011997601,0.25,1,1,Male,1,0,3,3,1,1,1,3787,947,0,0,0,50,90,2.5,5,40,1,0,0.74997500249975,2
1043,6,Anonymised,312.617,1,Anonymised,1,3,2,2,3,5,100,3,£10.00,1,0,2,4,9,5,8,5,10,10,10,4,3,1,0,0,5,2750,10,1043,0,1,10,0,33000,2,0.5,0.25,5,5,8,7,0,4,2.55676657584015,0,-0.000303076225990127,3,1,1,0.6999600079984,0.799940011997601,0.25,1,1,Male,1,0,4,3,1,1,1,3788,947,0,0,0,50,40,2.5,10,90,5,0,0.74997500249975,2
830,6,Anonymised,1314.099,2,Anonymised,1,-2,0,2,-1,-1,500,2,£5.00,1,0,1,0,10,10,10,8,8,9,10,5,3,1,0,1,3,1250,6,830,1,1,5,0,15000,2,0.5,0.25,1,-2,3,5,-2,2,2.55676657584015,2,-0.000333388901237618,1,-1,1,0.5,0.3000399920016,0.25,1,0,Female,0,0,1,2,1,1,1,3789,948,0,0,0,5,10,1,10,90,2.5,0,0.4000099990001,2
830,6,Anonymised,1314.099,2,Anonymised,1,-2,0,2,-1,-1,500,2,£5.00,1,0,1,0,10,10,10,8,8,9,10,5,3,1,0,1,3,1250,6,830,1,1,5,0,15000,2,0.5,0.25,1,-2,3,5,-2,2,2.55676657584015,2,-0.000333388901237618,1,-1,1,0.5,0.3000399920016,0.25,1,0,Female,0,0,2,1,1,1,1,3790,948,0,0,0,10,40,5,50,10,0.5,0,0.4000099990001,2
830,6,Anonymised,1314.099,2,Anonymised,1,-2,0,2,-1,-1,500,2,£5.00,1,0,1,0,10,10,10,8,8,9,10,5,3,1,0,1,3,1250,6,830,1,1,5,0,15000,2,0.5,0.25,1,-2,3,5,-2,2,2.55676657584015,2,-0.000333388901237618,1,-1,1,0.5,0.3000399920016,0.25,1,0,Female,0,0,3,3,1,1,1,3791,948,0,0,0,50,40,1,5,10,0.5,0,0.4000099990001,2
830,6,Anonymised,1314.099,2,Anonymised,1,-2,0,2,-1,-1,500,2,£5.00,1,0,1,0,10,10,10,8,8,9,10,5,3,1,0,1,3,1250,6,830,1,1,5,0,15000,2,0.5,0.25,1,-2,3,5,-2,2,2.55676657584015,2,-0.000333388901237618,1,-1,1,0.5,0.3000399920016,0.25,1,0,Female,0,0,4,2,1,1,1,3792,948,0,0,0,10,10,0.5,50,40,1,0,0.4000099990001,2
1005,6,Anonymised,593.834,2,Anonymised,1,2,1,3,0,3,0,10,£80.00,0,2,1,0,7,6,7,6,8,8,6,3,3,0,0,0,5,2500,9,1005,1,0,80,0,30000,3,1.5,2.25,2.5,3,7,6,-2,4,2.55676657584015,0,-0.00267022855587892,4,-2,3,0.5999800039992,0.6999600079984,2.25,0,1,Female,0,0,1,1,1,1,1,3793,949,0,0,0,5,10,1,10,90,2.5,0,0.64998500149985,6
1005,6,Anonymised,593.834,2,Anonymised,1,2,1,3,0,3,0,10,£80.00,0,2,1,0,7,6,7,6,8,8,6,3,3,0,0,0,5,2500,9,1005,1,0,80,0,30000,3,1.5,2.25,2.5,3,7,6,-2,4,2.55676657584015,0,-0.00267022855587892,4,-2,3,0.5999800039992,0.6999600079984,2.25,0,1,Female,0,0,2,1,1,1,1,3794,949,0,0,0,10,40,5,50,10,0.5,0,0.64998500149985,6
1005,6,Anonymised,593.834,2,Anonymised,1,2,1,3,0,3,0,10,£80.00,0,2,1,0,7,6,7,6,8,8,6,3,3,0,0,0,5,2500,9,1005,1,0,80,0,30000,3,1.5,2.25,2.5,3,7,6,-2,4,2.55676657584015,0,-0.00267022855587892,4,-2,3,0.5999800039992,0.6999600079984,2.25,0,1,Female,0,0,3,3,1,1,1,3795,949,0,0,0,50,40,1,5,10,0.5,0,0.64998500149985,6
1005,6,Anonymised,593.834,2,Anonymised,1,2,1,3,0,3,0,10,£80.00,0,2,1,0,7,6,7,6,8,8,6,3,3,0,0,0,5,2500,9,1005,1,0,80,0,30000,3,1.5,2.25,2.5,3,7,6,-2,4,2.55676657584015,0,-0.00267022855587892,4,-2,3,0.5999800039992,0.6999600079984,2.25,0,1,Female,0,0,4,1,1,1,1,3796,949,0,0,0,10,10,0.5,50,40,1,0,0.64998500149985,6
1031,6,Anonymised,423.944,4,Anonymised,1,2,2,2,1,1,500,1,£1.00,1,0,1,0,10,8,8,8,9,9,9,4,4,0,0,1,2,3500,9,1031,0,1,1,0,42000,2,0.5,0.25,1,4,7,7,0,4,2.55676657584015,0,-2.38098072607483e-05,3,1,1,0.6999600079984,0.6999600079984,0.25,1,0,Male,1,0,1,2,1,1,1,3797,950,0,0,0,5,10,1,10,90,2.5,1,0.6999800019998,2
1031,6,Anonymised,423.944,4,Anonymised,1,2,2,2,1,1,500,1,£1.00,1,0,1,0,10,8,8,8,9,9,9,4,4,0,0,1,2,3500,9,1031,0,1,1,0,42000,2,0.5,0.25,1,4,7,7,0,4,2.55676657584015,0,-2.38098072607483e-05,3,1,1,0.6999600079984,0.6999600079984,0.25,1,0,Male,1,0,2,3,1,1,1,3798,950,0,0,0,10,40,5,50,10,0.5,1,0.6999800019998,2
1031,6,Anonymised,423.944,4,Anonymised,1,2,2,2,1,1,500,1,£1.00,1,0,1,0,10,8,8,8,9,9,9,4,4,0,0,1,2,3500,9,1031,0,1,1,0,42000,2,0.5,0.25,1,4,7,7,0,4,2.55676657584015,0,-2.38098072607483e-05,3,1,1,0.6999600079984,0.6999600079984,0.25,1,0,Male,1,0,3,2,1,1,1,3799,950,0,0,0,50,40,1,5,10,0.5,1,0.6999800019998,2
1031,6,Anonymised,423.944,4,Anonymised,1,2,2,2,1,1,500,1,£1.00,1,0,1,0,10,8,8,8,9,9,9,4,4,0,0,1,2,3500,9,1031,0,1,1,0,42000,2,0.5,0.25,1,4,7,7,0,4,2.55676657584015,0,-2.38098072607483e-05,3,1,1,0.6999600079984,0.6999600079984,0.25,1,0,Male,1,0,4,2,1,1,1,3800,950,0,0,0,10,10,0.5,50,40,1,1,0.6999800019998,2
1007,6,Anonymised,596.862,4,Anonymised,1,3,3,2,3,4,300,4,£20.00,1,0,2,4,11,7,11,9,10,11,11,3,3,0,0,0,5,2750,10,1007,0,1,20,0,33000,2,0.5,0.25,0.5,6,8,8,1,5,2.55676657584015,-2,-0.000606244335027396,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Male,1,0,1,2,1,1,1,3801,951,0,0,0,50,10,1,5,40,5,1,0.7999700029997,2
1007,6,Anonymised,596.862,4,Anonymised,1,3,3,2,3,4,300,4,£20.00,1,0,2,4,11,7,11,9,10,11,11,3,3,0,0,0,5,2750,10,1007,0,1,20,0,33000,2,0.5,0.25,0.5,6,8,8,1,5,2.55676657584015,-2,-0.000606244335027396,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Male,1,0,2,2,1,1,1,3802,951,0,0,0,5,90,2.5,10,10,0.5,1,0.7999700029997,2
1007,6,Anonymised,596.862,4,Anonymised,1,3,3,2,3,4,300,4,£20.00,1,0,2,4,11,7,11,9,10,11,11,3,3,0,0,0,5,2750,10,1007,0,1,20,0,33000,2,0.5,0.25,0.5,6,8,8,1,5,2.55676657584015,-2,-0.000606244335027396,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Male,1,0,3,2,1,1,1,3803,951,0,0,0,50,90,2.5,5,40,1,1,0.7999700029997,2
1007,6,Anonymised,596.862,4,Anonymised,1,3,3,2,3,4,300,4,£20.00,1,0,2,4,11,7,11,9,10,11,11,3,3,0,0,0,5,2750,10,1007,0,1,20,0,33000,2,0.5,0.25,0.5,6,8,8,1,5,2.55676657584015,-2,-0.000606244335027396,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Male,1,0,4,2,1,1,1,3804,951,0,0,0,50,40,2.5,10,90,5,1,0.7999700029997,2
1000,6,Anonymised,658.257,2,Anonymised,1,3,5,3,1,5,400,5,£30.00,1,0,2,4,11,5,11,5,8,9,11,3,3,1,0,1,5,5000,8,1000,1,1,30,0,60000,3,1.5,2.25,8,8,8,10,2,8,2.55676657584015,0,-0.000500125041682243,8,2,3,0.999900019996001,0.799940011997601,2.25,1,1,Female,0,0,1,3,1,1,1,3805,952,0,0,0,50,10,1,5,40,5,0,0.8999600039996,6
1000,6,Anonymised,658.257,2,Anonymised,1,3,5,3,1,5,400,5,£30.00,1,0,2,4,11,5,11,5,8,9,11,3,3,1,0,1,5,5000,8,1000,1,1,30,0,60000,3,1.5,2.25,8,8,8,10,2,8,2.55676657584015,0,-0.000500125041682243,8,2,3,0.999900019996001,0.799940011997601,2.25,1,1,Female,0,0,2,2,1,1,1,3806,952,0,0,0,5,90,2.5,10,10,0.5,0,0.8999600039996,6
1000,6,Anonymised,658.257,2,Anonymised,1,3,5,3,1,5,400,5,£30.00,1,0,2,4,11,5,11,5,8,9,11,3,3,1,0,1,5,5000,8,1000,1,1,30,0,60000,3,1.5,2.25,8,8,8,10,2,8,2.55676657584015,0,-0.000500125041682243,8,2,3,0.999900019996001,0.799940011997601,2.25,1,1,Female,0,0,3,2,1,1,1,3807,952,0,0,0,50,90,2.5,5,40,1,0,0.8999600039996,6
1000,6,Anonymised,658.257,2,Anonymised,1,3,5,3,1,5,400,5,£30.00,1,0,2,4,11,5,11,5,8,9,11,3,3,1,0,1,5,5000,8,1000,1,1,30,0,60000,3,1.5,2.25,8,8,8,10,2,8,2.55676657584015,0,-0.000500125041682243,8,2,3,0.999900019996001,0.799940011997601,2.25,1,1,Female,0,0,4,3,1,1,1,3808,952,0,0,0,50,40,2.5,10,90,5,0,0.8999600039996,6
993,6,Anonymised,697.971,5,Anonymised,1,3,2,2,2,2,0,9,£70.00,0,1,1,0,10,8,9,7,9,9,9,3,3,0,1,1,4,1750,4,993,0,1,70,0,21000,2,0.5,0.25,0,5,8,7,0,4,2.55676657584015,1,-0.0033389012655146,3,1,1,0.6999600079984,0.799940011997601,0.25,0,0,Male,1,0,1,3,1,1,1,3809,953,0,0,0,5,10,1,10,90,2.5,1,0.74997500249975,2
993,6,Anonymised,697.971,5,Anonymised,1,3,2,2,2,2,0,9,£70.00,0,1,1,0,10,8,9,7,9,9,9,3,3,0,1,1,4,1750,4,993,0,1,70,0,21000,2,0.5,0.25,0,5,8,7,0,4,2.55676657584015,1,-0.0033389012655146,3,1,1,0.6999600079984,0.799940011997601,0.25,0,0,Male,1,0,2,2,1,1,1,3810,953,0,0,0,10,40,5,50,10,0.5,1,0.74997500249975,2
993,6,Anonymised,697.971,5,Anonymised,1,3,2,2,2,2,0,9,£70.00,0,1,1,0,10,8,9,7,9,9,9,3,3,0,1,1,4,1750,4,993,0,1,70,0,21000,2,0.5,0.25,0,5,8,7,0,4,2.55676657584015,1,-0.0033389012655146,3,1,1,0.6999600079984,0.799940011997601,0.25,0,0,Male,1,0,3,2,1,1,1,3811,953,0,0,0,50,40,1,5,10,0.5,1,0.74997500249975,2
993,6,Anonymised,697.971,5,Anonymised,1,3,2,2,2,2,0,9,£70.00,0,1,1,0,10,8,9,7,9,9,9,3,3,0,1,1,4,1750,4,993,0,1,70,0,21000,2,0.5,0.25,0,5,8,7,0,4,2.55676657584015,1,-0.0033389012655146,3,1,1,0.6999600079984,0.799940011997601,0.25,0,0,Male,1,0,4,2,1,1,1,3812,953,0,0,0,10,10,0.5,50,40,1,1,0.74997500249975,2
923,6,Anonymised,973.293,3,Anonymised,1,3,4,3,2,3,1000,5,£30.00,1,0,1,0,11,1,10,6,9,10,11,3,3,0,0,1,5,2750,10,923,0,1,30,0,33000,3,1.5,2.25,2.5,7,8,9,1,7,2.55676657584015,-5,-0.0009095043828405,7,1,3,0.899920015996801,0.799940011997601,2.25,1,1,Male,1,0,1,3,1,1,1,3813,954,0,0,0,5,10,1,10,90,2.5,1,0.84996500349965,6
923,6,Anonymised,973.293,3,Anonymised,1,3,4,3,2,3,1000,5,£30.00,1,0,1,0,11,1,10,6,9,10,11,3,3,0,0,1,5,2750,10,923,0,1,30,0,33000,3,1.5,2.25,2.5,7,8,9,1,7,2.55676657584015,-5,-0.0009095043828405,7,1,3,0.899920015996801,0.799940011997601,2.25,1,1,Male,1,0,2,2,1,1,1,3814,954,0,0,0,10,40,5,50,10,0.5,1,0.84996500349965,6
923,6,Anonymised,973.293,3,Anonymised,1,3,4,3,2,3,1000,5,£30.00,1,0,1,0,11,1,10,6,9,10,11,3,3,0,0,1,5,2750,10,923,0,1,30,0,33000,3,1.5,2.25,2.5,7,8,9,1,7,2.55676657584015,-5,-0.0009095043828405,7,1,3,0.899920015996801,0.799940011997601,2.25,1,1,Male,1,0,3,2,1,1,1,3815,954,0,0,0,50,40,1,5,10,0.5,1,0.84996500349965,6
923,6,Anonymised,973.293,3,Anonymised,1,3,4,3,2,3,1000,5,£30.00,1,0,1,0,11,1,10,6,9,10,11,3,3,0,0,1,5,2750,10,923,0,1,30,0,33000,3,1.5,2.25,2.5,7,8,9,1,7,2.55676657584015,-5,-0.0009095043828405,7,1,3,0.899920015996801,0.799940011997601,2.25,1,1,Male,1,0,4,3,1,1,1,3816,954,0,0,0,10,10,0.5,50,40,1,1,0.84996500349965,6
1052,6,Anonymised,298.461,1,Anonymised,1,2,2,2,3,5,0,10,£80.00,0,2,2,4,11,3,7,1,10,11,11,3,3,0,0,1,5,4500,9,1052,0,0,80,0,54000,2,0.5,0.25,5,4,7,7,0,4,2.55676657584015,2,-0.00148257996022284,3,1,1,0.6999600079984,0.6999600079984,0.25,0,1,Male,1,0,1,1,1,1,1,3817,955,0,0,0,50,10,1,5,40,5,0,0.6999800019998,2
1052,6,Anonymised,298.461,1,Anonymised,1,2,2,2,3,5,0,10,£80.00,0,2,2,4,11,3,7,1,10,11,11,3,3,0,0,1,5,4500,9,1052,0,0,80,0,54000,2,0.5,0.25,5,4,7,7,0,4,2.55676657584015,2,-0.00148257996022284,3,1,1,0.6999600079984,0.6999600079984,0.25,0,1,Male,1,0,2,2,1,1,1,3818,955,0,0,0,5,90,2.5,10,10,0.5,0,0.6999800019998,2
1052,6,Anonymised,298.461,1,Anonymised,1,2,2,2,3,5,0,10,£80.00,0,2,2,4,11,3,7,1,10,11,11,3,3,0,0,1,5,4500,9,1052,0,0,80,0,54000,2,0.5,0.25,5,4,7,7,0,4,2.55676657584015,2,-0.00148257996022284,3,1,1,0.6999600079984,0.6999600079984,0.25,0,1,Male,1,0,3,3,1,1,1,3819,955,0,0,0,50,90,2.5,5,40,1,0,0.6999800019998,2
1052,6,Anonymised,298.461,1,Anonymised,1,2,2,2,3,5,0,10,£80.00,0,2,2,4,11,3,7,1,10,11,11,3,3,0,0,1,5,4500,9,1052,0,0,80,0,54000,2,0.5,0.25,5,4,7,7,0,4,2.55676657584015,2,-0.00148257996022284,3,1,1,0.6999600079984,0.6999600079984,0.25,0,1,Male,1,0,4,1,1,1,1,3820,955,0,0,0,50,40,2.5,10,90,5,0,0.6999800019998,2
1040,6,Anonymised,388.716,4,Anonymised,1,1,2,2,1,1,500,9,£70.00,2,0,2,4,8,6,7,6,7,8,9,3,3,0,0,0,4,2250,8,1040,0,0,70,0,27000,2,0.5,0.25,1,3,6,7,0,4,2.55676657584015,0,-0.00259595918082153,3,1,1,0.6999600079984,0.5999800039992,0.25,1,0,Male,1,0,1,1,1,1,1,3821,956,0,0,0,50,10,1,5,40,5,1,0.64998500149985,2
1040,6,Anonymised,388.716,4,Anonymised,1,1,2,2,1,1,500,9,£70.00,2,0,2,4,8,6,7,6,7,8,9,3,3,0,0,0,4,2250,8,1040,0,0,70,0,27000,2,0.5,0.25,1,3,6,7,0,4,2.55676657584015,0,-0.00259595918082153,3,1,1,0.6999600079984,0.5999800039992,0.25,1,0,Male,1,0,2,2,1,1,1,3822,956,0,0,0,5,90,2.5,10,10,0.5,1,0.64998500149985,2
1040,6,Anonymised,388.716,4,Anonymised,1,1,2,2,1,1,500,9,£70.00,2,0,2,4,8,6,7,6,7,8,9,3,3,0,0,0,4,2250,8,1040,0,0,70,0,27000,2,0.5,0.25,1,3,6,7,0,4,2.55676657584015,0,-0.00259595918082153,3,1,1,0.6999600079984,0.5999800039992,0.25,1,0,Male,1,0,3,3,1,1,1,3823,956,0,0,0,50,90,2.5,5,40,1,1,0.64998500149985,2
1040,6,Anonymised,388.716,4,Anonymised,1,1,2,2,1,1,500,9,£70.00,2,0,2,4,8,6,7,6,7,8,9,3,3,0,0,0,4,2250,8,1040,0,0,70,0,27000,2,0.5,0.25,1,3,6,7,0,4,2.55676657584015,0,-0.00259595918082153,3,1,1,0.6999600079984,0.5999800039992,0.25,1,0,Male,1,0,4,1,1,1,1,3824,956,0,0,0,50,40,2.5,10,90,5,1,0.64998500149985,2
1033,6,Anonymised,428.15,2,Anonymised,1,3,4,2,2,4,300,3,£10.00,1,0,2,4,9,7,11,4,9,9,11,3,3,0,0,0,5,3500,9,1033,0,1,10,0,42000,2,0.5,0.25,2,7,8,9,2,6,2.55676657584015,3,-0.000238123587266419,5,3,1,0.899920015996801,0.799940011997601,0.25,1,1,Male,1,0,1,3,1,1,1,3825,957,0,0,0,50,10,1,5,40,5,0,0.84996500349965,2
1033,6,Anonymised,428.15,2,Anonymised,1,3,4,2,2,4,300,3,£10.00,1,0,2,4,9,7,11,4,9,9,11,3,3,0,0,0,5,3500,9,1033,0,1,10,0,42000,2,0.5,0.25,2,7,8,9,2,6,2.55676657584015,3,-0.000238123587266419,5,3,1,0.899920015996801,0.799940011997601,0.25,1,1,Male,1,0,2,2,1,1,1,3826,957,0,0,0,5,90,2.5,10,10,0.5,0,0.84996500349965,2
1033,6,Anonymised,428.15,2,Anonymised,1,3,4,2,2,4,300,3,£10.00,1,0,2,4,9,7,11,4,9,9,11,3,3,0,0,0,5,3500,9,1033,0,1,10,0,42000,2,0.5,0.25,2,7,8,9,2,6,2.55676657584015,3,-0.000238123587266419,5,3,1,0.899920015996801,0.799940011997601,0.25,1,1,Male,1,0,3,2,1,1,1,3827,957,0,0,0,50,90,2.5,5,40,1,0,0.84996500349965,2
1033,6,Anonymised,428.15,2,Anonymised,1,3,4,2,2,4,300,3,£10.00,1,0,2,4,9,7,11,4,9,9,11,3,3,0,0,0,5,3500,9,1033,0,1,10,0,42000,2,0.5,0.25,2,7,8,9,2,6,2.55676657584015,3,-0.000238123587266419,5,3,1,0.899920015996801,0.799940011997601,0.25,1,1,Male,1,0,4,3,1,1,1,3828,957,0,0,0,50,40,2.5,10,90,5,0,0.84996500349965,2
1044,6,Anonymised,334.755,1,Anonymised,4,-1,1,3,0,4,0,1,£1.00,0,1,2,4,9,7,6,1,7,8,10,3,3,0,1,1,4,2250,10,1044,0,1,1,0,27000,3,1.5,2.25,5,0,4,6,-2,4,2.55676657584015,6,-3.70377229250494e-05,4,-2,3,0.5999800039992,0.4000199960008,2.25,0,0,Male,1,1,1,2,1,1,1,3829,958,0,0,0,50,10,1,5,40,5,0,0.5,6
1044,6,Anonymised,334.755,1,Anonymised,4,-1,1,3,0,4,0,1,£1.00,0,1,2,4,9,7,6,1,7,8,10,3,3,0,1,1,4,2250,10,1044,0,1,1,0,27000,3,1.5,2.25,5,0,4,6,-2,4,2.55676657584015,6,-3.70377229250494e-05,4,-2,3,0.5999800039992,0.4000199960008,2.25,0,0,Male,1,1,2,2,1,1,1,3830,958,0,0,0,5,90,2.5,10,10,0.5,0,0.5,6
1044,6,Anonymised,334.755,1,Anonymised,4,-1,1,3,0,4,0,1,£1.00,0,1,2,4,9,7,6,1,7,8,10,3,3,0,1,1,4,2250,10,1044,0,1,1,0,27000,3,1.5,2.25,5,0,4,6,-2,4,2.55676657584015,6,-3.70377229250494e-05,4,-2,3,0.5999800039992,0.4000199960008,2.25,0,0,Male,1,1,3,2,1,1,1,3831,958,0,0,0,50,90,2.5,5,40,1,0,0.5,6
1044,6,Anonymised,334.755,1,Anonymised,4,-1,1,3,0,4,0,1,£1.00,0,1,2,4,9,7,6,1,7,8,10,3,3,0,1,1,4,2250,10,1044,0,1,1,0,27000,3,1.5,2.25,5,0,4,6,-2,4,2.55676657584015,6,-3.70377229250494e-05,4,-2,3,0.5999800039992,0.4000199960008,2.25,0,0,Male,1,1,4,2,1,1,1,3832,958,0,0,0,50,40,2.5,10,90,5,0,0.5,6
957,6,Anonymised,810.304,3,Anonymised,1,3,2,3,0,5,400,5,£30.00,2,0,1,0,8,3,11,7,11,11,11,3,3,1,1,0,5,5000,10,957,1,0,30,0,60000,3,1.5,2.25,6.5,5,8,7,-1,5,2.55676657584015,-4,-0.000500125041682243,5,-1,3,0.6999600079984,0.799940011997601,2.25,1,1,Female,0,0,1,3,1,1,1,3833,959,0,0,0,5,10,1,10,90,2.5,1,0.74997500249975,6
957,6,Anonymised,810.304,3,Anonymised,1,3,2,3,0,5,400,5,£30.00,2,0,1,0,8,3,11,7,11,11,11,3,3,1,1,0,5,5000,10,957,1,0,30,0,60000,3,1.5,2.25,6.5,5,8,7,-1,5,2.55676657584015,-4,-0.000500125041682243,5,-1,3,0.6999600079984,0.799940011997601,2.25,1,1,Female,0,0,2,1,1,1,1,3834,959,0,0,0,10,40,5,50,10,0.5,1,0.74997500249975,6
957,6,Anonymised,810.304,3,Anonymised,1,3,2,3,0,5,400,5,£30.00,2,0,1,0,8,3,11,7,11,11,11,3,3,1,1,0,5,5000,10,957,1,0,30,0,60000,3,1.5,2.25,6.5,5,8,7,-1,5,2.55676657584015,-4,-0.000500125041682243,5,-1,3,0.6999600079984,0.799940011997601,2.25,1,1,Female,0,0,3,1,1,1,1,3835,959,0,0,0,50,40,1,5,10,0.5,1,0.74997500249975,6
957,6,Anonymised,810.304,3,Anonymised,1,3,2,3,0,5,400,5,£30.00,2,0,1,0,8,3,11,7,11,11,11,3,3,1,1,0,5,5000,10,957,1,0,30,0,60000,3,1.5,2.25,6.5,5,8,7,-1,5,2.55676657584015,-4,-0.000500125041682243,5,-1,3,0.6999600079984,0.799940011997601,2.25,1,1,Female,0,0,4,2,1,1,1,3836,959,0,0,0,10,10,0.5,50,40,1,1,0.74997500249975,6
986,6,Anonymised,743.368,4,Anonymised,5,-1,1,4,0,-1,700,4,£20.00,2,0,1,0,9,7,4,7,8,9,9,3,3,1,0,1,2,3500,6,986,1,0,20,0,42000,4,2.5,6.25,2.5,0,4,6,-3,5,2.55676657584015,0,-0.000476303890881419,6,-4,5,0.5999800039992,0.4000199960008,6.25,1,0,Female,0,1,1,1,1,1,1,3837,960,0,0,0,5,10,1,10,90,2.5,1,0.5,10
986,6,Anonymised,743.368,4,Anonymised,5,-1,1,4,0,-1,700,4,£20.00,2,0,1,0,9,7,4,7,8,9,9,3,3,1,0,1,2,3500,6,986,1,0,20,0,42000,4,2.5,6.25,2.5,0,4,6,-3,5,2.55676657584015,0,-0.000476303890881419,6,-4,5,0.5999800039992,0.4000199960008,6.25,1,0,Female,0,1,2,1,1,1,1,3838,960,0,0,0,10,40,5,50,10,0.5,1,0.5,10
986,6,Anonymised,743.368,4,Anonymised,5,-1,1,4,0,-1,700,4,£20.00,2,0,1,0,9,7,4,7,8,9,9,3,3,1,0,1,2,3500,6,986,1,0,20,0,42000,4,2.5,6.25,2.5,0,4,6,-3,5,2.55676657584015,0,-0.000476303890881419,6,-4,5,0.5999800039992,0.4000199960008,6.25,1,0,Female,0,1,3,1,1,1,1,3839,960,0,0,0,50,40,1,5,10,0.5,1,0.5,10
986,6,Anonymised,743.368,4,Anonymised,5,-1,1,4,0,-1,700,4,£20.00,2,0,1,0,9,7,4,7,8,9,9,3,3,1,0,1,2,3500,6,986,1,0,20,0,42000,4,2.5,6.25,2.5,0,4,6,-3,5,2.55676657584015,0,-0.000476303890881419,6,-4,5,0.5999800039992,0.4000199960008,6.25,1,0,Female,0,1,4,1,1,1,1,3840,960,0,0,0,10,10,0.5,50,40,1,1,0.5,10
1059,6,Anonymised,291.417,1,Anonymised,1,3,2,2,-1,5,900,2,£5.00,1,0,1,0,11,4,10,7,9,10,11,2,3,1,0,1,5,2250,10,1059,0,1,5,0,27000,2,0.5,0.25,9,5,8,7,0,4,2.55676657584015,-3,-0.000185202334078763,3,1,1,0.6999600079984,0.799940011997601,0.25,1,1,Male,1,0,1,3,1,1,1,3841,961,0,0,0,5,10,1,10,90,2.5,0,0.74997500249975,2
1059,6,Anonymised,291.417,1,Anonymised,1,3,2,2,-1,5,900,2,£5.00,1,0,1,0,11,4,10,7,9,10,11,2,3,1,0,1,5,2250,10,1059,0,1,5,0,27000,2,0.5,0.25,9,5,8,7,0,4,2.55676657584015,-3,-0.000185202334078763,3,1,1,0.6999600079984,0.799940011997601,0.25,1,1,Male,1,0,2,2,1,1,1,3842,961,0,0,0,10,40,5,50,10,0.5,0,0.74997500249975,2
1059,6,Anonymised,291.417,1,Anonymised,1,3,2,2,-1,5,900,2,£5.00,1,0,1,0,11,4,10,7,9,10,11,2,3,1,0,1,5,2250,10,1059,0,1,5,0,27000,2,0.5,0.25,9,5,8,7,0,4,2.55676657584015,-3,-0.000185202334078763,3,1,1,0.6999600079984,0.799940011997601,0.25,1,1,Male,1,0,3,2,1,1,1,3843,961,0,0,0,50,40,1,5,10,0.5,0,0.74997500249975,2
