"","Task","Choice","RID","VERSION","IP","DURATION","Gender","AgeBracket","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","CV","av_A","av_B","av_C","ID","Respondent","Performance_A","Emission_A","Price_A","Performance_B","Emission_B","Price_B","Performance_C","Emission_C","Price_C","Order"
"X260.2",3,2,"221","8","9.3.5ec14.9"," 877.390","1","1","W10 6EP","1"," 1"," 2","3"," 1"," 1","1","0"," 200"," 4","20"," 1",NA,"11"," 8"," 9"," 7"," 8"," 9","10","3","3","0","1","1","4","1750","10","221","1",1,1,1,1015,254,0,0,0,50,40,1,5,10,0.5,1
"X260.3",4,3,"221","8","9.3.5ec14.9"," 877.390","1","1","W10 6EP","1"," 1"," 2","3"," 1"," 1","1","0"," 200"," 4","20"," 1",NA,"11"," 8"," 9"," 7"," 8"," 9","10","3","3","0","1","1","4","1750","10","221","1",1,1,1,1016,254,0,0,0,10,10,0.5,50,40,1,1
"X261",1,3,"223","8","9.f4.6f63.7"," 870.514","1","2","YO11 2AT","1"," 3"," 2","2"," 2"," 5","2","4"," 300"," 4","20"," 1",NA,"11"," 8","10"," 8","10"," 9"," 9","5","3","1","1","0","5","2250","10","223","1",1,1,1,1017,255,0,0,0,50,10,1,5,40,5,1
"X261.1",2,2,"223","8","9.f4.6f63.7"," 870.514","1","2","YO11 2AT","1"," 3"," 2","2"," 2"," 5","2","4"," 300"," 4","20"," 1",NA,"11"," 8","10"," 8","10"," 9"," 9","5","3","1","1","0","5","2250","10","223","1",1,1,1,1018,255,0,0,0,5,90,2.5,10,10,0.5,1
"X261.2",3,3,"223","8","9.f4.6f63.7"," 870.514","1","2","YO11 2AT","1"," 3"," 2","2"," 2"," 5","2","4"," 300"," 4","20"," 1",NA,"11"," 8","10"," 8","10"," 9"," 9","5","3","1","1","0","5","2250","10","223","1",1,1,1,1019,255,0,0,0,50,90,2.5,5,40,1,1
"X261.3",4,3,"223","8","9.f4.6f63.7"," 870.514","1","2","YO11 2AT","1"," 3"," 2","2"," 2"," 5","2","4"," 300"," 4","20"," 1",NA,"11"," 8","10"," 8","10"," 9"," 9","5","3","1","1","0","5","2250","10","223","1",1,1,1,1020,255,0,0,0,50,40,2.5,10,90,5,1
"X262",1,3,"258","8","c40.f8c.b.3"," 617.868","1","2","SS8 9RS","1","-2"," 3","2"," 2"," 2","2","4"," 400"," 5","30"," 1",NA,"11","10"," 9"," 7"," 8"," 9","11","4","3","1","1","1","5","5000"," 9","258","1",1,1,1,1021,256,0,0,0,50,10,1,5,40,5,1
"X262.1",2,2,"258","8","c40.f8c.b.3"," 617.868","1","2","SS8 9RS","1","-2"," 3","2"," 2"," 2","2","4"," 400"," 5","30"," 1",NA,"11","10"," 9"," 7"," 8"," 9","11","4","3","1","1","1","5","5000"," 9","258","1",1,1,1,1022,256,0,0,0,5,90,2.5,10,10,0.5,1
"X262.2",3,2,"258","8","c40.f8c.b.3"," 617.868","1","2","SS8 9RS","1","-2"," 3","2"," 2"," 2","2","4"," 400"," 5","30"," 1",NA,"11","10"," 9"," 7"," 8"," 9","11","4","3","1","1","1","5","5000"," 9","258","1",1,1,1,1023,256,0,0,0,50,90,2.5,5,40,1,1
"X262.3",4,3,"258","8","c40.f8c.b.3"," 617.868","1","2","SS8 9RS","1","-2"," 3","2"," 2"," 2","2","4"," 400"," 5","30"," 1",NA,"11","10"," 9"," 7"," 8"," 9","11","4","3","1","1","1","5","5000"," 9","258","1",1,1,1,1024,256,0,0,0,50,40,2.5,10,90,5,1
"X263",1,3,"280","8","9d6.28.f2.a"," 528.067","1","4","WS10 9TE","4"," 5"," 5","2"," 4"," 4","1","0","1000"," 3","10"," 2",NA,"11","10","10"," 8","11","11","10","5","5","1","0","1","5","2500","10","280","0",1,1,1,1025,257,0,0,0,5,10,1,10,90,2.5,1
"X263.1",2,3,"280","8","9d6.28.f2.a"," 528.067","1","4","WS10 9TE","4"," 5"," 5","2"," 4"," 4","1","0","1000"," 3","10"," 2",NA,"11","10","10"," 8","11","11","10","5","5","1","0","1","5","2500","10","280","0",1,1,1,1026,257,0,0,0,10,40,5,50,10,0.5,1
"X263.2",3,3,"280","8","9d6.28.f2.a"," 528.067","1","4","WS10 9TE","4"," 5"," 5","2"," 4"," 4","1","0","1000"," 3","10"," 2",NA,"11","10","10"," 8","11","11","10","5","5","1","0","1","5","2500","10","280","0",1,1,1,1027,257,0,0,0,50,40,1,5,10,0.5,1
"X263.3",4,2,"280","8","9d6.28.f2.a"," 528.067","1","4","WS10 9TE","4"," 5"," 5","2"," 4"," 4","1","0","1000"," 3","10"," 2",NA,"11","10","10"," 8","11","11","10","5","5","1","0","1","5","2500","10","280","0",1,1,1,1028,257,0,0,0,10,10,0.5,50,40,1,1
"X264",1,3,"180","7","9.747.5bd.9","1023.353","1","2","WD7 8AS","1"," 5"," 3","2"," 0"," 5","2","4","   0"," 6","40",NA," 1","11"," 9","11","10","11","11","11","4","3","1","1","1","5","2250","10","180","1",1,1,1,1029,258,0,0,0,50,10,1,5,40,5,1
"X264.1",2,2,"180","7","9.747.5bd.9","1023.353","1","2","WD7 8AS","1"," 5"," 3","2"," 0"," 5","2","4","   0"," 6","40",NA," 1","11"," 9","11","10","11","11","11","4","3","1","1","1","5","2250","10","180","1",1,1,1,1030,258,0,0,0,5,90,2.5,10,10,0.5,1
"X264.2",3,2,"180","7","9.747.5bd.9","1023.353","1","2","WD7 8AS","1"," 5"," 3","2"," 0"," 5","2","4","   0"," 6","40",NA," 1","11"," 9","11","10","11","11","11","4","3","1","1","1","5","2250","10","180","1",1,1,1,1031,258,0,0,0,50,90,2.5,5,40,1,1
"X264.3",4,2,"180","7","9.747.5bd.9","1023.353","1","2","WD7 8AS","1"," 5"," 3","2"," 0"," 5","2","4","   0"," 6","40",NA," 1","11"," 9","11","10","11","11","11","4","3","1","1","1","5","2250","10","180","1",1,1,1,1032,258,0,0,0,50,40,2.5,10,90,5,1
"X265",1,3,"323","8","52de.d.30.8"," 380.069","0","1","MK43 0LJ","1"," 3"," 1","3"," 0"," 0","1","0"," 300"," 4","20"," 1",NA,"11","10"," 9"," 7"," 8"," 9","11","3","3","1","0","0","5","3500","10","323","1",1,1,1,1033,259,0,0,0,5,10,1,10,90,2.5,1
"X265.1",2,1,"323","8","52de.d.30.8"," 380.069","0","1","MK43 0LJ","1"," 3"," 1","3"," 0"," 0","1","0"," 300"," 4","20"," 1",NA,"11","10"," 9"," 7"," 8"," 9","11","3","3","1","0","0","5","3500","10","323","1",1,1,1,1034,259,0,0,0,10,40,5,50,10,0.5,1
"X265.2",3,3,"323","8","52de.d.30.8"," 380.069","0","1","MK43 0LJ","1"," 3"," 1","3"," 0"," 0","1","0"," 300"," 4","20"," 1",NA,"11","10"," 9"," 7"," 8"," 9","11","3","3","1","0","0","5","3500","10","323","1",1,1,1,1035,259,0,0,0,50,40,1,5,10,0.5,1
"X265.3",4,2,"323","8","52de.d.30.8"," 380.069","0","1","MK43 0LJ","1"," 3"," 1","3"," 0"," 0","1","0"," 300"," 4","20"," 1",NA,"11","10"," 9"," 7"," 8"," 9","11","3","3","1","0","0","5","3500","10","323","1",1,1,1,1036,259,0,0,0,10,10,0.5,50,40,1,1
"X266",1,2,"289","8","c.397.840.9"," 516.196","1","1","Bs4 2uu","1"," 3"," 3","4"," 2"," 0","2","4"," 500"," 3","10"," 1",NA," 8"," 7"," 7"," 6"," 7"," 8"," 8","4","3","1","0","1","3","2750","10","289","1",1,1,1,1037,260,0,0,0,50,10,1,5,40,5,1
"X266.1",2,3,"289","8","c.397.840.9"," 516.196","1","1","Bs4 2uu","1"," 3"," 3","4"," 2"," 0","2","4"," 500"," 3","10"," 1",NA," 8"," 7"," 7"," 6"," 7"," 8"," 8","4","3","1","0","1","3","2750","10","289","1",1,1,1,1038,260,0,0,0,5,90,2.5,10,10,0.5,1
"X266.2",3,3,"289","8","c.397.840.9"," 516.196","1","1","Bs4 2uu","1"," 3"," 3","4"," 2"," 0","2","4"," 500"," 3","10"," 1",NA," 8"," 7"," 7"," 6"," 7"," 8"," 8","4","3","1","0","1","3","2750","10","289","1",1,1,1,1039,260,0,0,0,50,90,2.5,5,40,1,1
"X266.3",4,2,"289","8","c.397.840.9"," 516.196","1","1","Bs4 2uu","1"," 3"," 3","4"," 2"," 0","2","4"," 500"," 3","10"," 1",NA," 8"," 7"," 7"," 6"," 7"," 8"," 8","4","3","1","0","1","3","2750","10","289","1",1,1,1,1040,260,0,0,0,50,40,2.5,10,90,5,1
"X267",1,2,"268","8","9.d62.9e3.9"," 578.748","1","5","CT9 4LG","1"," 3"," 3","3"," 1"," 3","2","4"," 400"," 8","60"," 1",NA," 6"," 6"," 9"," 7"," 8","10","10","3","3","0","0","0","3","2750","10","268","1",1,1,1,1041,261,0,0,0,50,10,1,5,40,5,1
"X267.1",2,2,"268","8","9.d62.9e3.9"," 578.748","1","5","CT9 4LG","1"," 3"," 3","3"," 1"," 3","2","4"," 400"," 8","60"," 1",NA," 6"," 6"," 9"," 7"," 8","10","10","3","3","0","0","0","3","2750","10","268","1",1,1,1,1042,261,0,0,0,5,90,2.5,10,10,0.5,1
"X267.2",3,3,"268","8","9.d62.9e3.9"," 578.748","1","5","CT9 4LG","1"," 3"," 3","3"," 1"," 3","2","4"," 400"," 8","60"," 1",NA," 6"," 6"," 9"," 7"," 8","10","10","3","3","0","0","0","3","2750","10","268","1",1,1,1,1043,261,0,0,0,50,90,2.5,5,40,1,1
"X267.3",4,2,"268","8","9.d62.9e3.9"," 578.748","1","5","CT9 4LG","1"," 3"," 3","3"," 1"," 3","2","4"," 400"," 8","60"," 1",NA," 6"," 6"," 9"," 7"," 8","10","10","3","3","0","0","0","3","2750","10","268","1",1,1,1,1044,261,0,0,0,50,40,2.5,10,90,5,1
"X268",1,3,"317","8","acb.38.02.8"," 423.450","0","1","L259SD","1"," 2"," 2","2"," 2"," 5","1","0","   0"," 1"," 1",NA," 1","11"," 9"," 9"," 9","10","10","10","3","3","1","0","1","4","2500","10","317","1",1,1,1,1045,262,0,0,0,5,10,1,10,90,2.5,1
"X268.1",2,2,"317","8","acb.38.02.8"," 423.450","0","1","L259SD","1"," 2"," 2","2"," 2"," 5","1","0","   0"," 1"," 1",NA," 1","11"," 9"," 9"," 9","10","10","10","3","3","1","0","1","4","2500","10","317","1",1,1,1,1046,262,0,0,0,10,40,5,50,10,0.5,1
"X268.2",3,2,"317","8","acb.38.02.8"," 423.450","0","1","L259SD","1"," 2"," 2","2"," 2"," 5","1","0","   0"," 1"," 1",NA," 1","11"," 9"," 9"," 9","10","10","10","3","3","1","0","1","4","2500","10","317","1",1,1,1,1047,262,0,0,0,50,40,1,5,10,0.5,1
"X268.3",4,3,"317","8","acb.38.02.8"," 423.450","0","1","L259SD","1"," 2"," 2","2"," 2"," 5","1","0","   0"," 1"," 1",NA," 1","11"," 9"," 9"," 9","10","10","10","3","3","1","0","1","4","2500","10","317","1",1,1,1,1048,262,0,0,0,10,10,0.5,50,40,1,1
"X269",1,3,"305","8","c4.0c07.4.d"," 492.598","0","2","Hd2 2bq","1"," 4"," 4","2"," 3"," 5","2","4"," 400"," 6","40"," 1",NA,"11"," 9","11","10","11","11","11","3","3","0","0","1","5","1750"," 9","305","1",1,1,1,1049,263,0,0,0,50,10,1,5,40,5,1
"X269.1",2,2,"305","8","c4.0c07.4.d"," 492.598","0","2","Hd2 2bq","1"," 4"," 4","2"," 3"," 5","2","4"," 400"," 6","40"," 1",NA,"11"," 9","11","10","11","11","11","3","3","0","0","1","5","1750"," 9","305","1",1,1,1,1050,263,0,0,0,5,90,2.5,10,10,0.5,1
"X269.2",3,3,"305","8","c4.0c07.4.d"," 492.598","0","2","Hd2 2bq","1"," 4"," 4","2"," 3"," 5","2","4"," 400"," 6","40"," 1",NA,"11"," 9","11","10","11","11","11","3","3","0","0","1","5","1750"," 9","305","1",1,1,1,1051,263,0,0,0,50,90,2.5,5,40,1,1
"X269.3",4,3,"305","8","c4.0c07.4.d"," 492.598","0","2","Hd2 2bq","1"," 4"," 4","2"," 3"," 5","2","4"," 400"," 6","40"," 1",NA,"11"," 9","11","10","11","11","11","3","3","0","0","1","5","1750"," 9","305","1",1,1,1,1052,263,0,0,0,50,40,2.5,10,90,5,1
"X270",1,3,"343","8","9b.8ad.95.3"," 205.440","0","4","NG10 4BL","1"," 1"," 2","3"," 2"," 2","1","0"," 600"," 1"," 1"," 2",NA," 8"," 6"," 7"," 6"," 8"," 8"," 9","3","3","0","0","0","4","1750"," 7","343","0",1,1,1,1053,264,0,0,0,5,10,1,10,90,2.5,1
"X270.1",2,1,"343","8","9b.8ad.95.3"," 205.440","0","4","NG10 4BL","1"," 1"," 2","3"," 2"," 2","1","0"," 600"," 1"," 1"," 2",NA," 8"," 6"," 7"," 6"," 8"," 8"," 9","3","3","0","0","0","4","1750"," 7","343","0",1,1,1,1054,264,0,0,0,10,40,5,50,10,0.5,1
"X270.2",3,2,"343","8","9b.8ad.95.3"," 205.440","0","4","NG10 4BL","1"," 1"," 2","3"," 2"," 2","1","0"," 600"," 1"," 1"," 2",NA," 8"," 6"," 7"," 6"," 8"," 8"," 9","3","3","0","0","0","4","1750"," 7","343","0",1,1,1,1055,264,0,0,0,50,40,1,5,10,0.5,1
"X270.3",4,3,"343","8","9b.8ad.95.3"," 205.440","0","4","NG10 4BL","1"," 1"," 2","3"," 2"," 2","1","0"," 600"," 1"," 1"," 2",NA," 8"," 6"," 7"," 6"," 8"," 8"," 9","3","3","0","0","0","4","1750"," 7","343","0",1,1,1,1056,264,0,0,0,10,10,0.5,50,40,1,1
"X271",1,2,"340","8","934d.78.d.3"," 220.554","0","2","NG72BZ","1"," 3"," 3","2"," 4"," 5","2","4","   0"," 5","30",NA," 1","10"," 8","10"," 7"," 9","10","10","3","3","0","1","0","5"," 750"," 9","340","1",1,1,1,1057,265,0,0,0,50,10,1,5,40,5,1
"X271.1",2,2,"340","8","934d.78.d.3"," 220.554","0","2","NG72BZ","1"," 3"," 3","2"," 4"," 5","2","4","   0"," 5","30",NA," 1","10"," 8","10"," 7"," 9","10","10","3","3","0","1","0","5"," 750"," 9","340","1",1,1,1,1058,265,0,0,0,5,90,2.5,10,10,0.5,1
"X271.2",3,3,"340","8","934d.78.d.3"," 220.554","0","2","NG72BZ","1"," 3"," 3","2"," 4"," 5","2","4","   0"," 5","30",NA," 1","10"," 8","10"," 7"," 9","10","10","3","3","0","1","0","5"," 750"," 9","340","1",1,1,1,1059,265,0,0,0,50,90,2.5,5,40,1,1
"X271.3",4,2,"340","8","934d.78.d.3"," 220.554","0","2","NG72BZ","1"," 3"," 3","2"," 4"," 5","2","4","   0"," 5","30",NA," 1","10"," 8","10"," 7"," 9","10","10","3","3","0","1","0","5"," 750"," 9","340","1",1,1,1,1060,265,0,0,0,50,40,2.5,10,90,5,1
"X272",1,2,"307","8","9.358.2f8.c"," 500.148","0","5","DL3 8NJ","1"," 1"," 2","4"," 0"," 1","2","4"," 200"," 6","40"," 1",NA,"10"," 8"," 9"," 7","10","10","11","3","3","0","1","1","5","2250"," 8","307","1",1,1,1,1061,266,0,0,0,50,10,1,5,40,5,1
"X272.1",2,2,"307","8","9.358.2f8.c"," 500.148","0","5","DL3 8NJ","1"," 1"," 2","4"," 0"," 1","2","4"," 200"," 6","40"," 1",NA,"10"," 8"," 9"," 7","10","10","11","3","3","0","1","1","5","2250"," 8","307","1",1,1,1,1062,266,0,0,0,5,90,2.5,10,10,0.5,1
"X272.2",3,3,"307","8","9.358.2f8.c"," 500.148","0","5","DL3 8NJ","1"," 1"," 2","4"," 0"," 1","2","4"," 200"," 6","40"," 1",NA,"10"," 8"," 9"," 7","10","10","11","3","3","0","1","1","5","2250"," 8","307","1",1,1,1,1063,266,0,0,0,50,90,2.5,5,40,1,1
"X272.3",4,3,"307","8","9.358.2f8.c"," 500.148","0","5","DL3 8NJ","1"," 1"," 2","4"," 0"," 1","2","4"," 200"," 6","40"," 1",NA,"10"," 8"," 9"," 7","10","10","11","3","3","0","1","1","5","2250"," 8","307","1",1,1,1,1064,266,0,0,0,50,40,2.5,10,90,5,1
"X273",1,3,"319","8","9d62.0b.3.b"," 455.970","1","2","S2 2rg","1"," 2"," 2","2"," 2"," 2","1","0"," 400","10","80"," 2",NA," 9"," 9"," 8"," 7"," 8"," 9","10","4","4","1","1","0","5","2750","10","319","0",1,1,1,1065,267,0,0,0,5,10,1,10,90,2.5,1
"X273.1",2,1,"319","8","9d62.0b.3.b"," 455.970","1","2","S2 2rg","1"," 2"," 2","2"," 2"," 2","1","0"," 400","10","80"," 2",NA," 9"," 9"," 8"," 7"," 8"," 9","10","4","4","1","1","0","5","2750","10","319","0",1,1,1,1066,267,0,0,0,10,40,5,50,10,0.5,1
"X273.2",3,3,"319","8","9d62.0b.3.b"," 455.970","1","2","S2 2rg","1"," 2"," 2","2"," 2"," 2","1","0"," 400","10","80"," 2",NA," 9"," 9"," 8"," 7"," 8"," 9","10","4","4","1","1","0","5","2750","10","319","0",1,1,1,1067,267,0,0,0,50,40,1,5,10,0.5,1
"X273.3",4,2,"319","8","9d62.0b.3.b"," 455.970","1","2","S2 2rg","1"," 2"," 2","2"," 2"," 2","1","0"," 400","10","80"," 2",NA," 9"," 9"," 8"," 7"," 8"," 9","10","4","4","1","1","0","5","2750","10","319","0",1,1,1,1068,267,0,0,0,10,10,0.5,50,40,1,1
"X274",1,1,"260","8","97e.fa.28.c"," 666.628","0","4","BA5 2ga","1"," 5"," 5","2"," 5"," 5","2","4"," 700"," 2"," 5"," 1",NA,"10"," 9","10","10","11","11","11","3","3","0","1","0","5","1750","10","260","1",1,1,1,1069,268,0,0,0,50,10,1,5,40,5,1
"X274.1",2,2,"260","8","97e.fa.28.c"," 666.628","0","4","BA5 2ga","1"," 5"," 5","2"," 5"," 5","2","4"," 700"," 2"," 5"," 1",NA,"10"," 9","10","10","11","11","11","3","3","0","1","0","5","1750","10","260","1",1,1,1,1070,268,0,0,0,5,90,2.5,10,10,0.5,1
"X274.2",3,3,"260","8","97e.fa.28.c"," 666.628","0","4","BA5 2ga","1"," 5"," 5","2"," 5"," 5","2","4"," 700"," 2"," 5"," 1",NA,"10"," 9","10","10","11","11","11","3","3","0","1","0","5","1750","10","260","1",1,1,1,1071,268,0,0,0,50,90,2.5,5,40,1,1
"X274.3",4,1,"260","8","97e.fa.28.c"," 666.628","0","4","BA5 2ga","1"," 5"," 5","2"," 5"," 5","2","4"," 700"," 2"," 5"," 1",NA,"10"," 9","10","10","11","11","11","3","3","0","1","0","5","1750","10","260","1",1,1,1,1072,268,0,0,0,50,40,2.5,10,90,5,1
"X275",1,1,"337","8","97.5f4.72.c"," 266.216","0","1","M14 5WH","1"," 2"," 2","3","-1"," 4","2","4"," 500","10","80"," 1",NA," 9"," 8"," 9"," 6"," 9","10","11","3","3","1","0","1","4","2250"," 8","337","1",1,1,1,1073,269,0,0,0,50,10,1,5,40,5,1
"X275.1",2,2,"337","8","97.5f4.72.c"," 266.216","0","1","M14 5WH","1"," 2"," 2","3","-1"," 4","2","4"," 500","10","80"," 1",NA," 9"," 8"," 9"," 6"," 9","10","11","3","3","1","0","1","4","2250"," 8","337","1",1,1,1,1074,269,0,0,0,5,90,2.5,10,10,0.5,1
"X275.2",3,3,"337","8","97.5f4.72.c"," 266.216","0","1","M14 5WH","1"," 2"," 2","3","-1"," 4","2","4"," 500","10","80"," 1",NA," 9"," 8"," 9"," 6"," 9","10","11","3","3","1","0","1","4","2250"," 8","337","1",1,1,1,1075,269,0,0,0,50,90,2.5,5,40,1,1
"X275.3",4,1,"337","8","97.5f4.72.c"," 266.216","0","1","M14 5WH","1"," 2"," 2","3","-1"," 4","2","4"," 500","10","80"," 1",NA," 9"," 8"," 9"," 6"," 9","10","11","3","3","1","0","1","4","2250"," 8","337","1",1,1,1,1076,269,0,0,0,50,40,2.5,10,90,5,1
"X276",1,1,"321","8","90.29f.de.6"," 468.902","1","5","SE13 6TH","1"," 4"," 3","3"," 3"," 3","1","0"," 300","10","80"," 1",NA,"11"," 7","11"," 8","11","11","11","3","3","1","1","1","5"," 250","10","321","1",1,1,1,1077,270,0,0,0,5,10,1,10,90,2.5,1
"X276.1",2,1,"321","8","90.29f.de.6"," 468.902","1","5","SE13 6TH","1"," 4"," 3","3"," 3"," 3","1","0"," 300","10","80"," 1",NA,"11"," 7","11"," 8","11","11","11","3","3","1","1","1","5"," 250","10","321","1",1,1,1,1078,270,0,0,0,10,40,5,50,10,0.5,1
"X276.2",3,3,"321","8","90.29f.de.6"," 468.902","1","5","SE13 6TH","1"," 4"," 3","3"," 3"," 3","1","0"," 300","10","80"," 1",NA,"11"," 7","11"," 8","11","11","11","3","3","1","1","1","5"," 250","10","321","1",1,1,1,1079,270,0,0,0,50,40,1,5,10,0.5,1
"X276.3",4,2,"321","8","90.29f.de.6"," 468.902","1","5","SE13 6TH","1"," 4"," 3","3"," 3"," 3","1","0"," 300","10","80"," 1",NA,"11"," 7","11"," 8","11","11","11","3","3","1","1","1","5"," 250","10","321","1",1,1,1,1080,270,0,0,0,10,10,0.5,50,40,1,1
"X277",1,2,"334","8","97.5e.1aa.9"," 301.730","0","3","St6 4ju","1"," 1"," 2","2"," 2"," 4","1","0"," 200"," 2"," 5"," 1",NA," 8"," 6"," 7"," 7"," 8"," 8"," 9","3","3","1","1","1","4","2750"," 9","334","1",1,1,1,1081,271,0,0,0,5,10,1,10,90,2.5,1
"X277.1",2,1,"334","8","97.5e.1aa.9"," 301.730","0","3","St6 4ju","1"," 1"," 2","2"," 2"," 4","1","0"," 200"," 2"," 5"," 1",NA," 8"," 6"," 7"," 7"," 8"," 8"," 9","3","3","1","1","1","4","2750"," 9","334","1",1,1,1,1082,271,0,0,0,10,40,5,50,10,0.5,1
"X277.2",3,3,"334","8","97.5e.1aa.9"," 301.730","0","3","St6 4ju","1"," 1"," 2","2"," 2"," 4","1","0"," 200"," 2"," 5"," 1",NA," 8"," 6"," 7"," 7"," 8"," 8"," 9","3","3","1","1","1","4","2750"," 9","334","1",1,1,1,1083,271,0,0,0,50,40,1,5,10,0.5,1
"X277.3",4,2,"334","8","97.5e.1aa.9"," 301.730","0","3","St6 4ju","1"," 1"," 2","2"," 2"," 4","1","0"," 200"," 2"," 5"," 1",NA," 8"," 6"," 7"," 7"," 8"," 8"," 9","3","3","1","1","1","4","2750"," 9","334","1",1,1,1,1084,271,0,0,0,10,10,0.5,50,40,1,1
"X278",1,2,"349","8","97.ff5.2e.6"," 202.906","0","1","YO23 5JB","1"," 3"," 4","2"," 5"," 5","1","0"," 400"," 6","40"," 1",NA,"11"," 6"," 9"," 8"," 9","10","11","4","3","1","0","1","4","4500"," 9","349","1",1,1,1,1085,272,0,0,0,5,10,1,10,90,2.5,1
"X278.1",2,2,"349","8","97.ff5.2e.6"," 202.906","0","1","YO23 5JB","1"," 3"," 4","2"," 5"," 5","1","0"," 400"," 6","40"," 1",NA,"11"," 6"," 9"," 8"," 9","10","11","4","3","1","0","1","4","4500"," 9","349","1",1,1,1,1086,272,0,0,0,10,40,5,50,10,0.5,1
"X278.2",3,3,"349","8","97.ff5.2e.6"," 202.906","0","1","YO23 5JB","1"," 3"," 4","2"," 5"," 5","1","0"," 400"," 6","40"," 1",NA,"11"," 6"," 9"," 8"," 9","10","11","4","3","1","0","1","4","4500"," 9","349","1",1,1,1,1087,272,0,0,0,50,40,1,5,10,0.5,1
"X278.3",4,2,"349","8","97.ff5.2e.6"," 202.906","0","1","YO23 5JB","1"," 3"," 4","2"," 5"," 5","1","0"," 400"," 6","40"," 1",NA,"11"," 6"," 9"," 8"," 9","10","11","4","3","1","0","1","4","4500"," 9","349","1",1,1,1,1088,272,0,0,0,10,10,0.5,50,40,1,1
"X279",1,2,"277","8","934.0fc.5.0"," 643.788","1","5","TS23 1NG","1"," 3"," 3","3"," 3"," 3","1","0"," 400"," 7","50"," 1",NA," 9"," 5"," 9"," 9"," 9","10","10","3","3","0","0","1","3","2250"," 9","277","1",1,1,1,1089,273,0,0,0,5,10,1,10,90,2.5,1
"X279.1",2,1,"277","8","934.0fc.5.0"," 643.788","1","5","TS23 1NG","1"," 3"," 3","3"," 3"," 3","1","0"," 400"," 7","50"," 1",NA," 9"," 5"," 9"," 9"," 9","10","10","3","3","0","0","1","3","2250"," 9","277","1",1,1,1,1090,273,0,0,0,10,40,5,50,10,0.5,1
"X279.2",3,2,"277","8","934.0fc.5.0"," 643.788","1","5","TS23 1NG","1"," 3"," 3","3"," 3"," 3","1","0"," 400"," 7","50"," 1",NA," 9"," 5"," 9"," 9"," 9","10","10","3","3","0","0","1","3","2250"," 9","277","1",1,1,1,1091,273,0,0,0,50,40,1,5,10,0.5,1
"X279.3",4,3,"277","8","934.0fc.5.0"," 643.788","1","5","TS23 1NG","1"," 3"," 3","3"," 3"," 3","1","0"," 400"," 7","50"," 1",NA," 9"," 5"," 9"," 9"," 9","10","10","3","3","0","0","1","3","2250"," 9","277","1",1,1,1,1092,273,0,0,0,10,10,0.5,50,40,1,1
"X280",1,3,"314","8","974.0e.06.5"," 532.024","1","2","PE19 8GR","5"," 4"," 4","2"," 4"," 4","2","4"," 400"," 7","50"," 1",NA,"11","11","11","11","11","11","11","5","5","1","1","0","4","2500","10","314","1",1,1,1,1093,274,0,0,0,50,10,1,5,40,5,1
"X280.1",2,2,"314","8","974.0e.06.5"," 532.024","1","2","PE19 8GR","5"," 4"," 4","2"," 4"," 4","2","4"," 400"," 7","50"," 1",NA,"11","11","11","11","11","11","11","5","5","1","1","0","4","2500","10","314","1",1,1,1,1094,274,0,0,0,5,90,2.5,10,10,0.5,1
"X280.2",3,2,"314","8","974.0e.06.5"," 532.024","1","2","PE19 8GR","5"," 4"," 4","2"," 4"," 4","2","4"," 400"," 7","50"," 1",NA,"11","11","11","11","11","11","11","5","5","1","1","0","4","2500","10","314","1",1,1,1,1095,274,0,0,0,50,90,2.5,5,40,1,1
"X280.3",4,3,"314","8","974.0e.06.5"," 532.024","1","2","PE19 8GR","5"," 4"," 4","2"," 4"," 4","2","4"," 400"," 7","50"," 1",NA,"11","11","11","11","11","11","11","5","5","1","1","0","4","2500","10","314","1",1,1,1,1096,274,0,0,0,50,40,2.5,10,90,5,1
"X281",1,2,"259","8","97c1.c.aa.2"," 733.283","1","2","W12 0uq","4"," 0"," 0","2"," 0"," 0","2","4","   0"," 9","70",NA," 1","10","10"," 9"," 9"," 9"," 9"," 9","3","3","1","0","1","5","4500"," 8","259","1",1,1,1,1097,275,0,0,0,50,10,1,5,40,5,1
"X281.1",2,3,"259","8","97c1.c.aa.2"," 733.283","1","2","W12 0uq","4"," 0"," 0","2"," 0"," 0","2","4","   0"," 9","70",NA," 1","10","10"," 9"," 9"," 9"," 9"," 9","3","3","1","0","1","5","4500"," 8","259","1",1,1,1,1098,275,0,0,0,5,90,2.5,10,10,0.5,1
"X281.2",3,3,"259","8","97c1.c.aa.2"," 733.283","1","2","W12 0uq","4"," 0"," 0","2"," 0"," 0","2","4","   0"," 9","70",NA," 1","10","10"," 9"," 9"," 9"," 9"," 9","3","3","1","0","1","5","4500"," 8","259","1",1,1,1,1099,275,0,0,0,50,90,2.5,5,40,1,1
