"","Choice","IP","DURATION","Gender","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Understanding","RID.1","CV","av_B","av_C","ID","Respondent","Performance_A","Emission_A","Price_A","Performance_B","Emission_B","Price_B","Performance_C","Emission_C","Price_C","Order"
"931",1,"94b.5d.d9.d",362.475,0,"Bt341tp",1,3,0,3,-4,0,2,4,1000,7,50,1,6,8,9,7,7,11,3,3,1,0,0,4,8,291,1,1,1,931,233,0,0,0,50,90,2.5,5,40,1,1
"932",2,"94b.5d.d9.d",362.475,0,"Bt341tp",1,3,0,3,-4,0,2,4,1000,7,50,1,6,8,9,7,7,11,3,3,1,0,0,4,8,291,1,1,1,932,233,0,0,0,50,40,2.5,10,90,5,1
"933",3,"93.4.cddd.5",430.809,0,"LE12 7HA",1,3,3,2,-1,4,2,4,700,2,5,1,8,10,9,7,9,10,4,3,1,0,1,5,8,269,1,1,1,933,234,0,0,0,50,10,1,5,40,5,1
"934",2,"93.4.cddd.5",430.809,0,"LE12 7HA",1,3,3,2,-1,4,2,4,700,2,5,1,8,10,9,7,9,10,4,3,1,0,1,5,8,269,1,1,1,934,234,0,0,0,5,90,2.5,10,10,0.5,1
"935",3,"93.4.cddd.5",430.809,0,"LE12 7HA",1,3,3,2,-1,4,2,4,700,2,5,1,8,10,9,7,9,10,4,3,1,0,1,5,8,269,1,1,1,935,234,0,0,0,50,90,2.5,5,40,1,1
"936",3,"93.4.cddd.5",430.809,0,"LE12 7HA",1,3,3,2,-1,4,2,4,700,2,5,1,8,10,9,7,9,10,4,3,1,0,1,5,8,269,1,1,1,936,234,0,0,0,50,40,2.5,10,90,5,1
"937",3,"5.6a.f7a9.5",674.785,0,"G522LS",1,4,4,3,3,3,1,0,0,3,10,NA,11,11,11,11,11,11,3,3,0,1,1,2,10,241,1,1,1,937,235,0,0,0,5,10,1,10,90,2.5,1
"938",3,"5.6a.f7a9.5",674.785,0,"G522LS",1,4,4,3,3,3,1,0,0,3,10,NA,11,11,11,11,11,11,3,3,0,1,1,2,10,241,1,1,1,938,235,0,0,0,10,40,5,50,10,0.5,1
"939",2,"5.6a.f7a9.5",674.785,0,"G522LS",1,4,4,3,3,3,1,0,0,3,10,NA,11,11,11,11,11,11,3,3,0,1,1,2,10,241,1,1,1,939,235,0,0,0,50,40,1,5,10,0.5,1
"940",3,"5.6a.f7a9.5",674.785,0,"G522LS",1,4,4,3,3,3,1,0,0,3,10,NA,11,11,11,11,11,11,3,3,0,1,1,2,10,241,1,1,1,940,235,0,0,0,10,10,0.5,50,40,1,1
"941",3,"029.f1.ce.1",521.696,1,"DL3 9AQ",1,4,4,2,3,3,1,0,500,9,70,1,10,11,10,11,11,10,4,4,0,1,0,5,10,248,1,1,1,941,236,0,0,0,5,10,1,10,90,2.5,1
"942",2,"029.f1.ce.1",521.696,1,"DL3 9AQ",1,4,4,2,3,3,1,0,500,9,70,1,10,11,10,11,11,10,4,4,0,1,0,5,10,248,1,1,1,942,236,0,0,0,10,40,5,50,10,0.5,1
"943",2,"029.f1.ce.1",521.696,1,"DL3 9AQ",1,4,4,2,3,3,1,0,500,9,70,1,10,11,10,11,11,10,4,4,0,1,0,5,10,248,1,1,1,943,236,0,0,0,50,40,1,5,10,0.5,1
"944",3,"029.f1.ce.1",521.696,1,"DL3 9AQ",1,4,4,2,3,3,1,0,500,9,70,1,10,11,10,11,11,10,4,4,0,1,0,5,10,248,1,1,1,944,236,0,0,0,10,10,0.5,50,40,1,1
"945",3,"7d95.29.b.d",513.077,1,"G3 3LG",1,5,5,1,5,5,2,4,300,3,10,1,10,11,10,11,11,11,4,4,0,1,1,5,10,253,1,1,1,945,237,0,0,0,50,10,1,5,40,5,1
"946",2,"7d95.29.b.d",513.077,1,"G3 3LG",1,5,5,1,5,5,2,4,300,3,10,1,10,11,10,11,11,11,4,4,0,1,1,5,10,253,1,1,1,946,237,0,0,0,5,90,2.5,10,10,0.5,1
"947",2,"7d95.29.b.d",513.077,1,"G3 3LG",1,5,5,1,5,5,2,4,300,3,10,1,10,11,10,11,11,11,4,4,0,1,1,5,10,253,1,1,1,947,237,0,0,0,50,90,2.5,5,40,1,1
"948",3,"7d95.29.b.d",513.077,1,"G3 3LG",1,5,5,1,5,5,2,4,300,3,10,1,10,11,10,11,11,11,4,4,0,1,1,5,10,253,1,1,1,948,237,0,0,0,50,40,2.5,10,90,5,1
"949",1,"9d.a4e.28.7",361.733,1,"KT8 2HY",1,1,2,2,2,3,2,4,300,9,70,2,8,9,8,8,9,9,4,3,1,0,1,5,8,297,0,1,1,949,238,0,0,0,50,10,1,5,40,5,1
"950",2,"9d.a4e.28.7",361.733,1,"KT8 2HY",1,1,2,2,2,3,2,4,300,9,70,2,8,9,8,8,9,9,4,3,1,0,1,5,8,297,0,1,1,950,238,0,0,0,5,90,2.5,10,10,0.5,1
"951",3,"9d.a4e.28.7",361.733,1,"KT8 2HY",1,1,2,2,2,3,2,4,300,9,70,2,8,9,8,8,9,9,4,3,1,0,1,5,8,297,0,1,1,951,238,0,0,0,50,90,2.5,5,40,1,1
"952",1,"9d.a4e.28.7",361.733,1,"KT8 2HY",1,1,2,2,2,3,2,4,300,9,70,2,8,9,8,8,9,9,4,3,1,0,1,5,8,297,0,1,1,952,238,0,0,0,50,40,2.5,10,90,5,1
"953",3,"de.781.98.d",457.078,0,"Wn3 6at",1,3,4,2,0,4,1,0,0,8,60,NA,7,10,7,10,10,10,3,3,0,1,0,4,10,270,1,1,1,953,239,0,0,0,5,10,1,10,90,2.5,1
"954",2,"de.781.98.d",457.078,0,"Wn3 6at",1,3,4,2,0,4,1,0,0,8,60,NA,7,10,7,10,10,10,3,3,0,1,0,4,10,270,1,1,1,954,239,0,0,0,10,40,5,50,10,0.5,1
"955",3,"de.781.98.d",457.078,0,"Wn3 6at",1,3,4,2,0,4,1,0,0,8,60,NA,7,10,7,10,10,10,3,3,0,1,0,4,10,270,1,1,1,955,239,0,0,0,50,40,1,5,10,0.5,1
"956",3,"de.781.98.d",457.078,0,"Wn3 6at",1,3,4,2,0,4,1,0,0,8,60,NA,7,10,7,10,10,10,3,3,0,1,0,4,10,270,1,1,1,956,239,0,0,0,10,10,0.5,50,40,1,1
"957",3,"9166.d.ba.c",444.963,1,"DD8 1RY",1,1,1,2,1,1,1,0,0,8,60,NA,6,10,6,9,10,11,4,3,0,1,1,5,10,273,0,1,1,957,240,0,0,0,5,10,1,10,90,2.5,1
"958",3,"9166.d.ba.c",444.963,1,"DD8 1RY",1,1,1,2,1,1,1,0,0,8,60,NA,6,10,6,9,10,11,4,3,0,1,1,5,10,273,0,1,1,958,240,0,0,0,10,40,5,50,10,0.5,1
"959",2,"9166.d.ba.c",444.963,1,"DD8 1RY",1,1,1,2,1,1,1,0,0,8,60,NA,6,10,6,9,10,11,4,3,0,1,1,5,10,273,0,1,1,959,240,0,0,0,50,40,1,5,10,0.5,1
"960",2,"9166.d.ba.c",444.963,1,"DD8 1RY",1,1,1,2,1,1,1,0,0,8,60,NA,6,10,6,9,10,11,4,3,0,1,1,5,10,273,0,1,1,960,240,0,0,0,10,10,0.5,50,40,1,1
"961",3,"8c.2a5.18.4",391.054,0,"KT13RX",1,2,1,3,1,4,1,0,500,3,10,1,5,10,7,10,9,7,3,3,1,1,0,5,10,295,1,1,1,961,241,0,0,0,5,10,1,10,90,2.5,1
"962",2,"8c.2a5.18.4",391.054,0,"KT13RX",1,2,1,3,1,4,1,0,500,3,10,1,5,10,7,10,9,7,3,3,1,1,0,5,10,295,1,1,1,962,241,0,0,0,10,40,5,50,10,0.5,1
"963",3,"8c.2a5.18.4",391.054,0,"KT13RX",1,2,1,3,1,4,1,0,500,3,10,1,5,10,7,10,9,7,3,3,1,1,0,5,10,295,1,1,1,963,241,0,0,0,50,40,1,5,10,0.5,1
"964",2,"8c.2a5.18.4",391.054,0,"KT13RX",1,2,1,3,1,4,1,0,500,3,10,1,5,10,7,10,9,7,3,3,1,1,0,5,10,295,1,1,1,964,241,0,0,0,10,10,0.5,50,40,1,1
"965",3,"9bb.40.cb.1",782.094,1,"ME9 8WP",1,1,1,2,1,5,1,0,400,9,70,2,6,7,6,8,9,10,3,3,1,0,0,5,10,229,0,1,1,965,242,0,0,0,5,10,1,10,90,2.5,1
"966",1,"9bb.40.cb.1",782.094,1,"ME9 8WP",1,1,1,2,1,5,1,0,400,9,70,2,6,7,6,8,9,10,3,3,1,0,0,5,10,229,0,1,1,966,242,0,0,0,10,40,5,50,10,0.5,1
"967",3,"9bb.40.cb.1",782.094,1,"ME9 8WP",1,1,1,2,1,5,1,0,400,9,70,2,6,7,6,8,9,10,3,3,1,0,0,5,10,229,0,1,1,967,242,0,0,0,50,40,1,5,10,0.5,1
"968",1,"9bb.40.cb.1",782.094,1,"ME9 8WP",1,1,1,2,1,5,1,0,400,9,70,2,6,7,6,8,9,10,3,3,1,0,0,5,10,229,0,1,1,968,242,0,0,0,10,10,0.5,50,40,1,1
"969",3,"7d.559.56.9",359.507,2,"M145NH",1,3,4,2,2,5,1,0,200,2,5,1,9,11,11,11,11,11,5,4,0,1,0,5,10,310,1,1,1,969,243,0,0,0,5,10,1,10,90,2.5,1
"970",2,"7d.559.56.9",359.507,2,"M145NH",1,3,4,2,2,5,1,0,200,2,5,1,9,11,11,11,11,11,5,4,0,1,0,5,10,310,1,1,1,970,243,0,0,0,10,40,5,50,10,0.5,1
"971",2,"7d.559.56.9",359.507,2,"M145NH",1,3,4,2,2,5,1,0,200,2,5,1,9,11,11,11,11,11,5,4,0,1,0,5,10,310,1,1,1,971,243,0,0,0,50,40,1,5,10,0.5,1
"972",3,"7d.559.56.9",359.507,2,"M145NH",1,3,4,2,2,5,1,0,200,2,5,1,9,11,11,11,11,11,5,4,0,1,0,5,10,310,1,1,1,972,243,0,0,0,10,10,0.5,50,40,1,1
"973",2,"4.894.430.f",479.359,1,"BS8 1JA",3,4,5,1,4,4,2,4,200,5,30,1,10,10,10,11,11,11,5,5,1,1,1,5,8,274,1,1,1,973,244,0,0,0,50,10,1,5,40,5,1
"974",3,"4.894.430.f",479.359,1,"BS8 1JA",3,4,5,1,4,4,2,4,200,5,30,1,10,10,10,11,11,11,5,5,1,1,1,5,8,274,1,1,1,974,244,0,0,0,5,90,2.5,10,10,0.5,1
"975",3,"4.894.430.f",479.359,1,"BS8 1JA",3,4,5,1,4,4,2,4,200,5,30,1,10,10,10,11,11,11,5,5,1,1,1,5,8,274,1,1,1,975,244,0,0,0,50,90,2.5,5,40,1,1
"976",2,"4.894.430.f",479.359,1,"BS8 1JA",3,4,5,1,4,4,2,4,200,5,30,1,10,10,10,11,11,11,5,5,1,1,1,5,8,274,1,1,1,976,244,0,0,0,50,40,2.5,10,90,5,1
"977",3,"9.b9.8cb9.c",482.865,1,"NR27 0BU",1,3,4,3,3,5,1,0,500,6,40,1,9,6,6,8,9,10,3,3,0,1,1,2,10,282,1,1,1,977,245,0,0,0,5,10,1,10,90,2.5,1
"978",1,"9.b9.8cb9.c",482.865,1,"NR27 0BU",1,3,4,3,3,5,1,0,500,6,40,1,9,6,6,8,9,10,3,3,0,1,1,2,10,282,1,1,1,978,245,0,0,0,10,40,5,50,10,0.5,1
"979",3,"9.b9.8cb9.c",482.865,1,"NR27 0BU",1,3,4,3,3,5,1,0,500,6,40,1,9,6,6,8,9,10,3,3,0,1,1,2,10,282,1,1,1,979,245,0,0,0,50,40,1,5,10,0.5,1
"980",2,"9.b9.8cb9.c",482.865,1,"NR27 0BU",1,3,4,3,3,5,1,0,500,6,40,1,9,6,6,8,9,10,3,3,0,1,1,2,10,282,1,1,1,980,245,0,0,0,10,10,0.5,50,40,1,1
"981",2,"56a.ce.c6.7",604.594,1,"CV2 2AT",4,4,3,2,3,3,2,4,400,1,1,1,10,10,9,9,10,9,5,5,0,1,1,5,10,250,1,1,1,981,246,0,0,0,50,10,1,5,40,5,1
"982",3,"56a.ce.c6.7",604.594,1,"CV2 2AT",4,4,3,2,3,3,2,4,400,1,1,1,10,10,9,9,10,9,5,5,0,1,1,5,10,250,1,1,1,982,246,0,0,0,5,90,2.5,10,10,0.5,1
"983",3,"56a.ce.c6.7",604.594,1,"CV2 2AT",4,4,3,2,3,3,2,4,400,1,1,1,10,10,9,9,10,9,5,5,0,1,1,5,10,250,1,1,1,983,246,0,0,0,50,90,2.5,5,40,1,1
"984",2,"56a.ce.c6.7",604.594,1,"CV2 2AT",4,4,3,2,3,3,2,4,400,1,1,1,10,10,9,9,10,9,5,5,0,1,1,5,10,250,1,1,1,984,246,0,0,0,50,40,2.5,10,90,5,1
"985",2,"9160.2.68.e",917.851,1,"So45 6aj",1,1,2,2,0,0,1,0,300,10,80,1,9,8,7,7,8,8,4,3,1,1,1,4,8,202,1,1,1,985,247,0,0,0,5,10,1,10,90,2.5,1
"986",3,"9160.2.68.e",917.851,1,"So45 6aj",1,1,2,2,0,0,1,0,300,10,80,1,9,8,7,7,8,8,4,3,1,1,1,4,8,202,1,1,1,986,247,0,0,0,10,40,5,50,10,0.5,1
"987",2,"9160.2.68.e",917.851,1,"So45 6aj",1,1,2,2,0,0,1,0,300,10,80,1,9,8,7,7,8,8,4,3,1,1,1,4,8,202,1,1,1,987,247,0,0,0,50,40,1,5,10,0.5,1
"988",3,"9160.2.68.e",917.851,1,"So45 6aj",1,1,2,2,0,0,1,0,300,10,80,1,9,8,7,7,8,8,4,3,1,1,1,4,8,202,1,1,1,988,247,0,0,0,10,10,0.5,50,40,1,1
"989",2,"c3.2d7.15.7",233.363,0,"cv34gt",1,1,3,2,1,2,2,4,900,8,60,2,7,7,6,9,8,9,3,3,1,0,1,5,7,331,0,1,1,989,248,0,0,0,50,10,1,5,40,5,1
"990",3,"c3.2d7.15.7",233.363,0,"cv34gt",1,1,3,2,1,2,2,4,900,8,60,2,7,7,6,9,8,9,3,3,1,0,1,5,7,331,0,1,1,990,248,0,0,0,5,90,2.5,10,10,0.5,1
"991",3,"c3.2d7.15.7",233.363,0,"cv34gt",1,1,3,2,1,2,2,4,900,8,60,2,7,7,6,9,8,9,3,3,1,0,1,5,7,331,0,1,1,991,248,0,0,0,50,90,2.5,5,40,1,1
"992",2,"c3.2d7.15.7",233.363,0,"cv34gt",1,1,3,2,1,2,2,4,900,8,60,2,7,7,6,9,8,9,3,3,1,0,1,5,7,331,0,1,1,992,248,0,0,0,50,40,2.5,10,90,5,1
"993",1,"8c.2a5.d7.c",252.334,0,"B700LH",1,2,1,4,0,0,1,0,100,7,50,2,1,1,1,1,1,1,3,3,0,0,0,1,10,330,0,1,1,993,249,0,0,0,5,10,1,10,90,2.5,1
"994",1,"8c.2a5.d7.c",252.334,0,"B700LH",1,2,1,4,0,0,1,0,100,7,50,2,1,1,1,1,1,1,3,3,0,0,0,1,10,330,0,1,1,994,249,0,0,0,10,40,5,50,10,0.5,1
"995",1,"8c.2a5.d7.c",252.334,0,"B700LH",1,2,1,4,0,0,1,0,100,7,50,2,1,1,1,1,1,1,3,3,0,0,0,1,10,330,0,1,1,995,249,0,0,0,50,40,1,5,10,0.5,1
"996",1,"8c.2a5.d7.c",252.334,0,"B700LH",1,2,1,4,0,0,1,0,100,7,50,2,1,1,1,1,1,1,3,3,0,0,0,1,10,330,0,1,1,996,249,0,0,0,10,10,0.5,50,40,1,1
"997",3,"9b.8.4114.b",615.774,1,"CH5 4YH",1,4,4,2,3,4,1,0,600,5,30,2,2,2,2,2,2,2,5,4,0,0,1,3,8,252,0,1,1,997,250,0,0,0,5,10,1,10,90,2.5,1
"998",3,"9b.8.4114.b",615.774,1,"CH5 4YH",1,4,4,2,3,4,1,0,600,5,30,2,2,2,2,2,2,2,5,4,0,0,1,3,8,252,0,1,1,998,250,0,0,0,10,40,5,50,10,0.5,1
"999",3,"9b.8.4114.b",615.774,1,"CH5 4YH",1,4,4,2,3,4,1,0,600,5,30,2,2,2,2,2,2,2,5,4,0,0,1,3,8,252,0,1,1,999,250,0,0,0,50,40,1,5,10,0.5,1
"1000",3,"9b.8.4114.b",615.774,1,"CH5 4YH",1,4,4,2,3,4,1,0,600,5,30,2,2,2,2,2,2,2,5,4,0,0,1,3,8,252,0,1,1,1000,250,0,0,0,10,10,0.5,50,40,1,1
"1001",3,"90.ce4.bc.e",320.733,0,"Ll207RH",1,2,2,3,2,2,1,0,600,5,30,1,11,11,11,11,11,11,3,3,0,0,1,5,10,325,1,1,1,1001,251,0,0,0,5,10,1,10,90,2.5,1
"1002",2,"90.ce4.bc.e",320.733,0,"Ll207RH",1,2,2,3,2,2,1,0,600,5,30,1,11,11,11,11,11,11,3,3,0,0,1,5,10,325,1,1,1,1002,251,0,0,0,10,40,5,50,10,0.5,1
"1003",2,"90.ce4.bc.e",320.733,0,"Ll207RH",1,2,2,3,2,2,1,0,600,5,30,1,11,11,11,11,11,11,3,3,0,0,1,5,10,325,1,1,1,1003,251,0,0,0,50,40,1,5,10,0.5,1
"1004",3,"90.ce4.bc.e",320.733,0,"Ll207RH",1,2,2,3,2,2,1,0,600,5,30,1,11,11,11,11,11,11,3,3,0,0,1,5,10,325,1,1,1,1004,251,0,0,0,10,10,0.5,50,40,1,1
"1005",1,"93ce.e.dd.b",290.481,1,"BT23 4JD",1,-2,0,3,1,3,2,4,0,2,5,NA,7,11,7,9,10,11,3,3,0,1,1,3,9,327,1,1,1,1005,252,0,0,0,50,10,1,5,40,5,1
"1006",2,"93ce.e.dd.b",290.481,1,"BT23 4JD",1,-2,0,3,1,3,2,4,0,2,5,NA,7,11,7,9,10,11,3,3,0,1,1,3,9,327,1,1,1,1006,252,0,0,0,5,90,2.5,10,10,0.5,1
"1007",3,"93ce.e.dd.b",290.481,1,"BT23 4JD",1,-2,0,3,1,3,2,4,0,2,5,NA,7,11,7,9,10,11,3,3,0,1,1,3,9,327,1,1,1,1007,252,0,0,0,50,90,2.5,5,40,1,1
"1008",1,"93ce.e.dd.b",290.481,1,"BT23 4JD",1,-2,0,3,1,3,2,4,0,2,5,NA,7,11,7,9,10,11,3,3,0,1,1,3,9,327,1,1,1,1008,252,0,0,0,50,40,2.5,10,90,5,1
"1009",3,"4878.92.5.b",456.647,1,"AB24 3FX",2,2,4,1,4,4,2,4,400,9,70,1,10,10,10,11,11,11,3,4,0,1,1,5,5,301,1,1,1,1009,253,0,0,0,50,10,1,5,40,5,1
"1010",2,"4878.92.5.b",456.647,1,"AB24 3FX",2,2,4,1,4,4,2,4,400,9,70,1,10,10,10,11,11,11,3,4,0,1,1,5,5,301,1,1,1,1010,253,0,0,0,5,90,2.5,10,10,0.5,1
"1011",2,"4878.92.5.b",456.647,1,"AB24 3FX",2,2,4,1,4,4,2,4,400,9,70,1,10,10,10,11,11,11,3,4,0,1,1,5,5,301,1,1,1,1011,253,0,0,0,50,90,2.5,5,40,1,1
"1012",3,"4878.92.5.b",456.647,1,"AB24 3FX",2,2,4,1,4,4,2,4,400,9,70,1,10,10,10,11,11,11,3,4,0,1,1,5,5,301,1,1,1,1012,253,0,0,0,50,40,2.5,10,90,5,1
"1013",2,"9.3.5ec14.9",877.39,1,"W10 6EP",1,1,2,3,1,1,1,0,200,4,20,1,8,9,7,8,9,10,3,3,0,1,1,4,10,221,1,1,1,1013,254,0,0,0,5,10,1,10,90,2.5,1
"1014",3,"9.3.5ec14.9",877.39,1,"W10 6EP",1,1,2,3,1,1,1,0,200,4,20,1,8,9,7,8,9,10,3,3,0,1,1,4,10,221,1,1,1,1014,254,0,0,0,10,40,5,50,10,0.5,1
"1015",2,"9.3.5ec14.9",877.39,1,"W10 6EP",1,1,2,3,1,1,1,0,200,4,20,1,8,9,7,8,9,10,3,3,0,1,1,4,10,221,1,1,1,1015,254,0,0,0,50,40,1,5,10,0.5,1
"1016",3,"9.3.5ec14.9",877.39,1,"W10 6EP",1,1,2,3,1,1,1,0,200,4,20,1,8,9,7,8,9,10,3,3,0,1,1,4,10,221,1,1,1,1016,254,0,0,0,10,10,0.5,50,40,1,1
"1017",3,"9.f4.6f63.7",870.514,1,"YO11 2AT",1,3,2,2,2,5,2,4,300,4,20,1,8,10,8,10,9,9,5,3,1,1,0,5,10,223,1,1,1,1017,255,0,0,0,50,10,1,5,40,5,1
"1018",2,"9.f4.6f63.7",870.514,1,"YO11 2AT",1,3,2,2,2,5,2,4,300,4,20,1,8,10,8,10,9,9,5,3,1,1,0,5,10,223,1,1,1,1018,255,0,0,0,5,90,2.5,10,10,0.5,1
"1019",3,"9.f4.6f63.7",870.514,1,"YO11 2AT",1,3,2,2,2,5,2,4,300,4,20,1,8,10,8,10,9,9,5,3,1,1,0,5,10,223,1,1,1,1019,255,0,0,0,50,90,2.5,5,40,1,1
"1020",3,"9.f4.6f63.7",870.514,1,"YO11 2AT",1,3,2,2,2,5,2,4,300,4,20,1,8,10,8,10,9,9,5,3,1,1,0,5,10,223,1,1,1,1020,255,0,0,0,50,40,2.5,10,90,5,1
"1021",3,"c40.f8c.b.3",617.868,1,"SS8 9RS",1,-2,3,2,2,2,2,4,400,5,30,1,10,9,7,8,9,11,4,3,1,1,1,5,9,258,1,1,1,1021,256,0,0,0,50,10,1,5,40,5,1
"1022",2,"c40.f8c.b.3",617.868,1,"SS8 9RS",1,-2,3,2,2,2,2,4,400,5,30,1,10,9,7,8,9,11,4,3,1,1,1,5,9,258,1,1,1,1022,256,0,0,0,5,90,2.5,10,10,0.5,1
"1023",2,"c40.f8c.b.3",617.868,1,"SS8 9RS",1,-2,3,2,2,2,2,4,400,5,30,1,10,9,7,8,9,11,4,3,1,1,1,5,9,258,1,1,1,1023,256,0,0,0,50,90,2.5,5,40,1,1
"1024",3,"c40.f8c.b.3",617.868,1,"SS8 9RS",1,-2,3,2,2,2,2,4,400,5,30,1,10,9,7,8,9,11,4,3,1,1,1,5,9,258,1,1,1,1024,256,0,0,0,50,40,2.5,10,90,5,1
"1025",3,"9d6.28.f2.a",528.067,1,"WS10 9TE",4,5,5,2,4,4,1,0,1000,3,10,2,10,10,8,11,11,10,5,5,1,0,1,5,10,280,0,1,1,1025,257,0,0,0,5,10,1,10,90,2.5,1
"1026",3,"9d6.28.f2.a",528.067,1,"WS10 9TE",4,5,5,2,4,4,1,0,1000,3,10,2,10,10,8,11,11,10,5,5,1,0,1,5,10,280,0,1,1,1026,257,0,0,0,10,40,5,50,10,0.5,1
"1027",3,"9d6.28.f2.a",528.067,1,"WS10 9TE",4,5,5,2,4,4,1,0,1000,3,10,2,10,10,8,11,11,10,5,5,1,0,1,5,10,280,0,1,1,1027,257,0,0,0,50,40,1,5,10,0.5,1
"1028",2,"9d6.28.f2.a",528.067,1,"WS10 9TE",4,5,5,2,4,4,1,0,1000,3,10,2,10,10,8,11,11,10,5,5,1,0,1,5,10,280,0,1,1,1028,257,0,0,0,10,10,0.5,50,40,1,1
"1029",3,"9.747.5bd.9",1023.353,1,"WD7 8AS",1,5,3,2,0,5,2,4,0,6,40,NA,9,11,10,11,11,11,4,3,1,1,1,5,10,180,1,1,1,1029,258,0,0,0,50,10,1,5,40,5,1
"1030",2,"9.747.5bd.9",1023.353,1,"WD7 8AS",1,5,3,2,0,5,2,4,0,6,40,NA,9,11,10,11,11,11,4,3,1,1,1,5,10,180,1,1,1,1030,258,0,0,0,5,90,2.5,10,10,0.5,1
"1031",2,"9.747.5bd.9",1023.353,1,"WD7 8AS",1,5,3,2,0,5,2,4,0,6,40,NA,9,11,10,11,11,11,4,3,1,1,1,5,10,180,1,1,1,1031,258,0,0,0,50,90,2.5,5,40,1,1
"1032",2,"9.747.5bd.9",1023.353,1,"WD7 8AS",1,5,3,2,0,5,2,4,0,6,40,NA,9,11,10,11,11,11,4,3,1,1,1,5,10,180,1,1,1,1032,258,0,0,0,50,40,2.5,10,90,5,1
"1033",3,"52de.d.30.8",380.069,0,"MK43 0LJ",1,3,1,3,0,0,1,0,300,4,20,1,10,9,7,8,9,11,3,3,1,0,0,5,10,323,1,1,1,1033,259,0,0,0,5,10,1,10,90,2.5,1
"1034",1,"52de.d.30.8",380.069,0,"MK43 0LJ",1,3,1,3,0,0,1,0,300,4,20,1,10,9,7,8,9,11,3,3,1,0,0,5,10,323,1,1,1,1034,259,0,0,0,10,40,5,50,10,0.5,1
"1035",3,"52de.d.30.8",380.069,0,"MK43 0LJ",1,3,1,3,0,0,1,0,300,4,20,1,10,9,7,8,9,11,3,3,1,0,0,5,10,323,1,1,1,1035,259,0,0,0,50,40,1,5,10,0.5,1
"1036",2,"52de.d.30.8",380.069,0,"MK43 0LJ",1,3,1,3,0,0,1,0,300,4,20,1,10,9,7,8,9,11,3,3,1,0,0,5,10,323,1,1,1,1036,259,0,0,0,10,10,0.5,50,40,1,1
"1037",2,"c.397.840.9",516.196,1,"Bs4 2uu",1,3,3,4,2,0,2,4,500,3,10,1,7,7,6,7,8,8,4,3,1,0,1,3,10,289,1,1,1,1037,260,0,0,0,50,10,1,5,40,5,1
"1038",3,"c.397.840.9",516.196,1,"Bs4 2uu",1,3,3,4,2,0,2,4,500,3,10,1,7,7,6,7,8,8,4,3,1,0,1,3,10,289,1,1,1,1038,260,0,0,0,5,90,2.5,10,10,0.5,1
"1039",3,"c.397.840.9",516.196,1,"Bs4 2uu",1,3,3,4,2,0,2,4,500,3,10,1,7,7,6,7,8,8,4,3,1,0,1,3,10,289,1,1,1,1039,260,0,0,0,50,90,2.5,5,40,1,1
"1040",2,"c.397.840.9",516.196,1,"Bs4 2uu",1,3,3,4,2,0,2,4,500,3,10,1,7,7,6,7,8,8,4,3,1,0,1,3,10,289,1,1,1,1040,260,0,0,0,50,40,2.5,10,90,5,1
"1041",2,"9.d62.9e3.9",578.748,1,"CT9 4LG",1,3,3,3,1,3,2,4,400,8,60,1,6,9,7,8,10,10,3,3,0,0,0,3,10,268,1,1,1,1041,261,0,0,0,50,10,1,5,40,5,1
"1042",2,"9.d62.9e3.9",578.748,1,"CT9 4LG",1,3,3,3,1,3,2,4,400,8,60,1,6,9,7,8,10,10,3,3,0,0,0,3,10,268,1,1,1,1042,261,0,0,0,5,90,2.5,10,10,0.5,1
"1043",3,"9.d62.9e3.9",578.748,1,"CT9 4LG",1,3,3,3,1,3,2,4,400,8,60,1,6,9,7,8,10,10,3,3,0,0,0,3,10,268,1,1,1,1043,261,0,0,0,50,90,2.5,5,40,1,1
"1044",2,"9.d62.9e3.9",578.748,1,"CT9 4LG",1,3,3,3,1,3,2,4,400,8,60,1,6,9,7,8,10,10,3,3,0,0,0,3,10,268,1,1,1,1044,261,0,0,0,50,40,2.5,10,90,5,1
"1045",3,"acb.38.02.8",423.45,0,"L259SD",1,2,2,2,2,5,1,0,0,1,1,NA,9,9,9,10,10,10,3,3,1,0,1,4,10,317,1,1,1,1045,262,0,0,0,5,10,1,10,90,2.5,1
"1046",2,"acb.38.02.8",423.45,0,"L259SD",1,2,2,2,2,5,1,0,0,1,1,NA,9,9,9,10,10,10,3,3,1,0,1,4,10,317,1,1,1,1046,262,0,0,0,10,40,5,50,10,0.5,1
"1047",2,"acb.38.02.8",423.45,0,"L259SD",1,2,2,2,2,5,1,0,0,1,1,NA,9,9,9,10,10,10,3,3,1,0,1,4,10,317,1,1,1,1047,262,0,0,0,50,40,1,5,10,0.5,1
