"","X","RID","DURATION","Gender","AgeBracket","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","block","design_offset","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","Choice_1","Choice_2","Choice_3","Choice_4","A1X1_1","A1X1_2","A1X1_3","A1X1_4","A1X2_1","A1X2_2","A1X2_3","A1X2_4","A1X3_1","A1X3_2","A1X3_3","A1X3_4","A2X1_1","A2X1_2","A2X1_3","A2X1_4","A2X2_1","A2X2_2","A2X2_3","A2X2_4","A2X3_1","A2X3_2","A2X3_3","A2X3_4","A3X1_1","A3X1_2","A3X1_3","A3X1_4","A3X2_1","A3X2_2","A3X2_3","A3X2_4","A3X3_1","A3X3_2","A3X3_3","A3X3_4","CV","Transform1","WhatWillScienceSay","VarianceUpperBound","VarianceLowerBound","EstimatedVariance","ModelWTP","b_Price.ID","b_Price.post.mean","b_Price.post.sd","b_Performance_10.ID","b_Performance_10.post.mean","b_Performance_10.post.sd","b_Performance_50.ID","b_Performance_50.post.mean","b_Performance_50.post.sd","b_Emissions_40.ID","b_Emissions_40.post.mean","b_Emissions_40.post.sd","b_Emissions_90.ID","b_Emissions_90.post.mean","b_Emissions_90.post.sd","Order"
"448",448,505,440.093,0,3,1,2,2,2,0,2,0,3,10,NA,1,1,0,10,8,9,8,8,9,9,3,3,0,1,0,5,1750,9,505,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00573067470898498,2,1,3,0.0625,102.896970598622,448,-0.206399749374478,0.355963830746732,448,1.41144946082208,0.595157336096072,448,0.526374179781561,0.0219730340581301,448,-0.828617945880698,0.421425525642409,448,-1.88270187471321,0.205242104635768,0
"449",449,325,1206.881,0,6,1,5,5,2,5,5,800,2,5,1,NA,2,4,11,9,11,9,11,10,10,3,3,1,1,0,4,2250,9,325,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00222469502211116,5,4,6,0.0625,152.170768417023,449,-0.0577022373201616,0.100054779940572,449,1.40565314408756,0.554229883839836,449,0.526492073784313,0.0227284327379853,449,-0.805051637119266,0.409725353825458,449,-1.88687720717854,0.20136570572614,0
"450",450,503,466.916,1,6,1,3,4,3,4,4,500,10,80,1,NA,2,4,11,7,11,7,9,10,11,3,3,0,1,1,4,5000,8,503,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0161293819298836,4,1,7,0.5625,129.377706295065,450,-0.110127286006518,0.1912313690968,450,1.41260164302285,0.567786081524506,450,0.527164642740815,0.0222447350878122,450,-0.784781070534659,0.407688475799081,450,-1.89067614291244,0.201689769945461,0
"451",451,477,564.228,1,5,1,2,3,3,1,3,600,3,10,1,NA,1,0,10,4,8,3,8,10,11,3,3,1,0,1,4,2250,10,477,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00445435034938031,3,0,6,0.5625,115.852774860892,451,-0.0607361335595618,0.105343267837042,451,1.39871382672915,0.577001010360397,451,0.5271528361463,0.0230203806391489,451,-0.790996799373149,0.404120787756885,451,-1.88077389713312,0.198600179989073,0
"452",452,479,562.778,0,1,3,3,5,2,5,5,0,2,5,NA,1,1,0,11,11,10,10,11,11,11,5,3,0,0,0,5,4500,10,479,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00111172885269043,5,4,6,0.0625,152.42575891808,452,-0.0608963940512321,0.105943282862597,452,1.43154212718834,0.582280231670627,452,0.523359449696647,0.0222475008418785,452,-0.792484865820631,0.391397481958813,452,-1.88974763647883,0.201980759739116,0
"453",453,518,411.721,0,5,1,-1,0,1,0,0,500,3,10,1,NA,2,4,11,11,9,6,6,7,8,5,4,0,0,1,1,2250,10,518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00445435034938031,0,0,0,0,74.7373135414345,453,-86.3131287710291,329.311736015102,453,1.40501627294618,0.624806924279422,453,0.526306198440052,0.0209934757269958,453,-0.782355933621202,0.293357019803036,453,-1.91313059462029,0.188593238213587,0
"454",454,467,632.559,0,4,1,2,1,3,1,1,300,9,70,2,NA,1,0,2,2,7,4,6,7,7,3,3,0,0,1,5,1750,8,467,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0408219945202552,1,-2,4,0.5625,78.802046596396,454,-0.405272582412761,0.520534166390943,454,1.44040117198946,0.58545204296672,454,0.525868711818797,0.0234808481839495,454,-0.746722697520214,0.398506528906238,454,-1.88335533278186,0.189575146640914,0
"455",455,427,808.61,1,4,1,4,2,3,1,0,500,8,60,1,NA,1,0,11,11,11,11,11,11,11,5,4,0,0,1,4,2250,10,427,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0270286723879193,2,-1,5,0.5625,95.7847749258224,455,-0.318026232614081,0.526806124568622,455,1.39751599595703,0.575955461098657,455,0.526183340383598,0.022273982034535,455,-0.828789905810014,0.405749986656538,455,-1.88331516465733,0.206818921302913,0
"456",456,472,608.419,0,6,1,-2,0,2,-3,-3,300,3,10,1,NA,1,0,2,1,3,1,3,3,3,3,3,0,0,1,2,4500,10,472,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00222469502211116,0,-1,1,0.0625,74.8354542065336,456,-0.17367064513166,0.28698171759963,456,1.42699314500763,0.563842929919376,456,0.52625394844716,0.021527146987788,456,-0.752101236294544,0.390613686718254,456,-1.87051149866959,0.199110354645081,0
"457",457,526,371.383,0,4,1,0,0,2,1,1,400,7,50,1,NA,2,4,9,7,6,6,7,7,7,3,3,0,1,1,5,4500,9,526,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0111733005981252,0,-1,1,0.0625,73.215262327501,457,-11.2318847676414,9.81145619529729,457,1.43166247908715,0.422904334679952,457,0.523125386194468,0.0197351528779995,457,-1.32127269957392,0.43652100735852,457,-1.87355141237082,0.156639672197123,0
"458",458,522,411.66,0,5,1,3,4,2,3,3,500,3,10,1,NA,2,4,11,10,10,10,11,11,11,4,4,0,1,1,5,1750,10,522,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00573067470898498,4,3,5,0.0625,134.697814748138,458,-0.196270966674346,0.293649122210664,458,1.42659024396715,0.559878656725432,458,0.526927090002013,0.0219537936600944,458,-0.767424671783829,0.406371180636407,458,-1.88972846355595,0.197047601597551,0
"459",459,438,801.687,0,4,1,3,4,2,4,4,200,6,40,2,NA,1,0,6,6,10,10,10,10,11,4,3,1,0,1,5,1250,10,438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0325231917055601,4,3,5,0.0625,128.742318603614,459,-63.4219959828697,259.563596972616,459,1.40989952211402,0.525941449079476,459,0.527608378730808,0.0235797588032506,459,-0.739204258509788,0.355744473977848,459,-1.88398069773643,0.171679416307962,0
"460",460,418,900.497,1,4,1,3,1,2,1,2,300,10,80,2,NA,1,0,8,7,8,8,9,9,9,4,3,0,0,1,4,750,10,418,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.112795494145344,1,0,2,0.0625,68.2604010185587,460,-0.167737724423755,0.271391487077227,460,1.40920232262824,0.556709570247039,460,0.526841262687042,0.0218476677562472,460,-0.785857135339051,0.405833059688758,460,-1.88532261982462,0.200399216058058,0
"461",461,493,545.73,0,2,1,2,4,2,4,4,400,3,10,1,NA,1,0,10,8,10,8,10,11,11,3,4,1,1,0,2,1250,10,493,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00803217169726427,4,3,5,0.0625,134.183737132237,461,-0.0621926454737721,0.103420301845761,461,1.42397615923558,0.585022919063409,461,0.525715161095546,0.0223488038033326,461,-0.784054099503778,0.414773399080612,461,-1.88209505432148,0.187326802290733,0
"462",462,547,287.856,0,4,1,1,1,2,0,0,600,9,70,1,NA,1,0,11,9,9,9,9,9,9,3,3,0,0,1,5,1250,10,547,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0576291128366364,1,0,2,0.0625,78.1911591742097,462,-0.075041758040302,0.132310926402087,462,1.40125248578504,0.563788452739072,462,0.525960070803669,0.0217803851957631,462,-0.812404611327558,0.398859207217415,462,-1.88644246496666,0.192412093672952,0
"463",463,496,549.525,0,3,1,4,3,2,-2,4,900,1,1,1,NA,1,0,11,9,10,8,9,6,2,4,4,0,0,0,3,2250,10,496,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.000444543239150158,3,2,4,0.0625,119.636160562508,463,-0.157973823579967,0.274155235835347,463,1.41150738917561,0.579289975777624,463,0.525597690010191,0.0219140064525106,463,-0.768592335946859,0.383355610592174,463,-1.8815948898295,0.199972012661338,0
"464",464,523,434.861,1,5,1,3,5,2,5,5,400,2,5,1,NA,1,0,10,7,10,7,10,11,11,5,5,0,0,1,3,3500,10,523,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00142959280959443,5,4,6,0.0625,152.352925753805,464,-0.158355151708788,0.277154216578251,464,1.39427944649938,0.590586516910183,464,0.526372541784599,0.0218429852545048,464,-0.753733703524262,0.400360729324655,464,-1.87586209113722,0.186162084992166,0
"465",465,531,391.877,1,6,1,4,3,2,3,3,200,7,50,2,NA,1,0,6,2,6,1,7,7,7,1,1,0,0,1,3,1750,9,531,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0289875368732523,3,2,4,0.0625,113.494581811692,465,-43.658086975843,68.809304185494,465,1.3672398179607,0.580623047454412,465,0.526262962148655,0.024119293112613,465,-0.653117060377769,0.351425100139804,465,-1.86395335489495,0.178116473064679,0
"466",466,449,760.543,0,2,2,2,4,3,2,1,400,3,10,1,NA,1,0,11,8,7,8,7,6,5,3,3,0,0,1,5,5000,8,449,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00200200267067308,4,1,7,0.5625,132.513654510702,466,-0.442994975851264,0.5517635901443,466,1.47634637816352,0.552636210986494,466,0.526917141703216,0.0222771704833756,466,-0.72882931601774,0.402162936940919,466,-1.87231778677786,0.195070101671276,0
"467",467,548,295.422,1,4,1,2,0,2,0,0,400,10,80,2,NA,2,4,8,7,8,8,8,8,8,3,3,1,1,1,5,1250,10,548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0661398025045449,0,-1,1,0.0625,63.6344590691367,467,-52.9322788689425,118.449246675562,467,1.38201188748878,0.544793652072748,467,0.522779541841577,0.0223717380328657,467,-0.70761115133503,0.343292421703174,467,-1.89337865500835,0.188368881895964,0
"468",468,532,395.591,0,4,1,4,1,2,1,1,800,6,40,1,NA,2,4,9,8,9,8,10,10,11,3,3,0,0,1,5,2250,9,532,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0179377006866673,1,0,2,0.0625,85.7071459291821,468,-2.90945685082539,1.79734558380697,468,1.52189175974338,0.558225552510799,468,0.524424654327563,0.021086998164403,468,-0.989677835011561,0.382006342163071,468,-1.94074946198606,0.188956744140936,0
"469",469,528,426.646,1,5,1,3,3,2,3,4,500,2,5,1,NA,2,4,11,7,11,6,9,10,11,3,3,0,1,1,5,1750,10,528,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00286123228103223,3,2,4,0.0625,119.112550624108,469,-0.0593569864202038,0.103636170975943,469,1.40214296919888,0.594736257512509,469,0.5262586155519,0.0235629615711885,469,-0.787171907685895,0.416098583637568,469,-1.88501717276105,0.192577674125897,0
"470",470,529,423.728,0,3,1,1,1,2,1,1,100,9,70,2,NA,2,4,7,2,5,3,7,7,7,3,3,1,0,1,5,2250,10,529,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0316053394153311,1,0,2,0.0625,83.085907568489,470,-2.5598291492043,1.56928384615697,470,1.29168642236339,0.577180848449979,470,0.522264122101885,0.0217905300221952,470,-1.02379496147548,0.521508087391563,470,-1.95635503848643,0.214939187458546,0
"471",471,511,519.927,0,4,1,2,1,1,1,3,500,10,80,1,NA,2,4,10,9,8,8,9,9,10,4,3,1,0,1,5,2750,10,511,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0295224392663217,1,1,1,0,83.8061195726463,471,-2.98333073165032,1.89819521951991,471,1.37363987359297,0.508268901111202,471,0.527823093665559,0.017884205773956,471,-0.966718186330887,0.384436190325904,471,-1.95378038972592,0.182718326674565,0
"472",472,382,1116.67,0,4,3,1,2,2,2,1,800,3,10,2,NA,1,0,9,8,8,7,8,9,10,4,3,0,0,0,5,5000,10,382,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.00200200267067308,2,1,3,0.0625,103.669154673838,472,-0.443681757840997,0.547359684337385,472,1.47032013132771,0.556217152796652,472,0.525058860137916,0.0216818546574776,472,-0.7326434747391,0.413735539037503,472,-1.87844310719602,0.2036956585818,0
"473",473,475,678.636,0,4,1,2,3,2,2,3,400,3,10,1,NA,1,0,11,9,9,9,10,10,11,4,3,0,1,0,5,2250,10,475,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00445435034938031,3,2,4,0.0625,118.767734177353,473,-0.0734424180094866,0.125694060580859,473,1.43719494784555,0.579000200543669,473,0.526719877149413,0.0224724005166248,473,-0.791146222954144,0.403152426332619,473,-1.87726594406742,0.198754671622116,0
"474",474,490,637.882,1,5,1,4,5,2,5,5,600,4,20,1,NA,2,4,9,2,9,9,10,11,11,3,5,0,0,1,5,2250,8,490,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00892863074430132,5,4,6,0.0625,150.636449682077,474,-0.0863479353074213,0.143273159695919,474,1.42056285742337,0.569934991430638,474,0.526063481125697,0.0216391190769479,474,-0.813116868171868,0.402183537544161,474,-1.87945905779269,0.205027118185935,0
"475",475,524,489.738,1,5,1,2,2,1,3,4,300,3,10,1,NA,1,0,9,7,9,6,8,9,9,3,3,0,0,1,4,750,7,524,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0134230203321407,2,2,2,0,101.65812966342,475,-0.226109872825759,0.37069536027766,475,1.40747279380156,0.592848857535555,475,0.526732476155128,0.0221673665057712,475,-0.813670987687772,0.410854577224265,475,-1.87067666474056,0.19963959981612,0
"476",476,513,549.148,0,4,1,5,3,2,4,4,500,10,80,1,NA,1,0,11,11,11,11,11,11,11,5,3,0,0,1,3,2750,7,513,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0295224392663217,3,2,4,0.0625,113.380404607104,476,-0.0642355608937089,0.110323215537887,476,1.43445754609648,0.53964708389856,476,0.526966207375445,0.0223809291155175,476,-0.808018938638887,0.397538783966654,476,-1.88976992035336,0.198744245140294,0
"477",477,533,450.524,0,3,1,5,5,1,2,0,600,2,5,1,NA,1,0,11,11,11,10,11,10,10,3,3,1,0,1,3,5000,10,533,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00100050033358353,5,5,5,0,152.838631563325,477,-0.305527881953135,0.546561005130737,477,1.37654825142768,0.566798805367602,477,0.526588031527381,0.0224502569028397,477,-0.860050724431361,0.409832184385436,477,-1.889784991113,0.189818870907321,0
"478",478,498,624.573,0,4,1,2,1,3,2,2,300,7,50,2,NA,1,0,8,7,7,7,8,7,6,3,3,1,0,1,2,3500,9,498,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0143887374520996,1,-2,4,0.5625,83.7912601902603,478,-0.40752955625022,0.50830077816612,478,1.50486534803925,0.586266212254462,478,0.526063241570318,0.0233275940882099,478,-0.731001041818875,0.399538928377423,478,-1.8756927226351,0.179917937416227,0
"479",479,473,715.13,0,1,4,2,3,3,-2,-2,700,9,70,2,NA,1,0,2,1,3,1,6,6,6,3,3,0,0,1,5,2750,10,473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0257841171557147,3,0,6,0.5625,111.298413298646,479,-50.3167826437023,123.893346547623,479,1.40085032668977,0.527040266346522,479,0.527418390445687,0.0213818678218032,479,-0.68326250729961,0.350949564721873,479,-1.89192270183316,0.178358587639091,0
"480",480,512,566.155,1,6,1,4,3,2,3,3,0,1,1,NA,1,1,0,9,2,9,2,10,10,11,3,3,0,0,0,5,750,10,512,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00133422301313661,3,2,4,0.0625,119.443323571676,480,-0.181004190428032,0.296104838699959,480,1.41095277302671,0.561085832671213,480,0.524780867645648,0.0225796861529675,480,-0.792426703952941,0.405619435446304,480,-1.8727197431288,0.200614260152821,0
"481",481,553,364.277,1,5,1,3,1,2,2,2,500,3,10,1,NA,1,0,10,7,9,7,9,10,10,4,4,0,1,0,5,5000,10,553,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00200200267067308,1,0,2,0.0625,88.8054939530315,481,-0.154226905362676,0.259034634740983,481,1.44146697632637,0.565871402129017,481,0.526514733753458,0.0217698319993966,481,-0.766397067618655,0.407714346202282,481,-1.86282394432998,0.199952818878042,0
"482",482,551,385.198,1,5,1,2,2,2,0,1,1000,1,1,1,NA,2,4,9,7,10,9,10,11,11,3,5,1,0,0,3,3500,10,551,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.000285755109817069,2,1,3,0.0625,104.02523883915,482,-0.11333043496367,0.187126962247258,482,1.42952822309239,0.557487201110477,482,0.525378335565055,0.0215804678505036,482,-0.763462173587157,0.40595777485838,482,-1.87594442049739,0.199290499009844,0
"483",483,542,429.933,0,5,1,3,2,2,3,4,400,10,80,1,NA,1,0,9,8,9,8,10,10,10,3,3,1,0,0,5,3500,9,542,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0231224174208543,2,1,3,0.0625,99.3217969665637,483,-0.0667877243998499,0.126793925968698,483,1.40884966976858,0.579075470265228,483,0.525817076625632,0.021538177317965,483,-0.811112952608122,0.405263224754642,483,-1.88156114780763,0.187495709283779,0
"484",484,549,396.095,0,4,1,4,5,2,4,4,600,7,50,1,NA,1,0,9,7,9,8,9,10,11,3,3,1,0,1,2,750,10,549,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0689928714869514,5,4,6,0.0625,137.026513234399,484,-0.28842264217176,0.492669141142339,484,1.40933466926594,0.586906907182363,484,0.525890205392783,0.022137318293794,484,-0.854760420393668,0.404463843963086,484,-1.88554830134745,0.19310592417602,0
"485",485,514,592.862,0,4,1,5,5,1,5,4,400,2,5,1,NA,1,0,11,10,11,11,11,10,9,4,4,1,0,1,2,5000,10,514,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00100050033358353,5,5,5,0,152.838631563325,485,-0.0678878300726272,0.121689274634806,485,1.42159265261292,0.567948634658721,485,0.52594781161811,0.0223687759119564,485,-0.799896590173494,0.395337645099675,485,-1.88634547613663,0.193214191068319,0
"486",486,500,658.151,0,5,1,3,2,3,1,1,800,6,40,1,NA,1,0,9,3,9,7,9,9,9,3,3,0,1,0,4,1250,10,500,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0325231917055601,2,-1,5,0.5625,94.6794316206757,486,-0.0709310901035245,0.12455419747078,486,1.38948109049218,0.568402777999813,486,0.526510663946662,0.0223178573262993,486,-0.789544762149473,0.402557602447257,486,-1.89565075088785,0.195504995857051,0
"487",487,454,860.06,0,6,1,4,2,2,2,2,200,9,70,2,NA,1,0,8,5,8,3,8,10,10,3,3,1,1,1,5,1750,9,454,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0408219945202552,2,1,3,0.0625,95.7299297925156,487,-0.0750865589959129,0.129977225802687,487,1.45644754727223,0.586705915577276,487,0.52565162478401,0.0221754848280241,487,-0.825485334804821,0.404239989659947,487,-1.87706765300654,0.202719707314583,0
"488",488,582,252.781,1,4,1,4,2,2,4,4,300,7,50,1,NA,2,4,11,9,10,10,11,11,11,3,3,0,1,1,5,1250,10,582,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0408219945202552,2,1,3,0.0625,95.7299297925156,488,-0.120767302659383,0.199870600583742,488,1.40875056111214,0.553007586520921,488,0.525618421575284,0.0211564748142007,488,-0.785471240498776,0.403667129059321,488,-1.89585101772551,0.191253404767293,0
"489",489,543,458.142,0,3,1,1,2,2,2,1,500,5,30,1,NA,2,4,9,8,9,7,9,8,8,4,4,0,0,1,5,5000,7,543,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00601807232556302,2,1,3,0.0625,102.837534414751,489,-0.875913133366253,0.743408404202604,489,1.43029070397936,0.580231882959581,489,0.525206364716503,0.0228937593972485,489,-0.795656442882689,0.404455348003744,489,-1.86367767459651,0.205183018894173,0
"490",490,545,446.909,1,5,1,4,2,3,1,1,100,3,10,1,NA,2,4,7,6,11,11,9,9,9,3,3,1,1,1,3,750,10,545,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0134230203321407,2,-1,5,0.5625,98.542150064377,490,-0.0562706749990118,0.0970355212064785,490,1.44501821808802,0.586721228537319,490,0.525260289689909,0.023269338512419,490,-0.808077146185307,0.406798015905545,490,-1.88969927386168,0.199807590201153,0
"491",491,541,474.499,0,4,1,1,1,2,1,1,800,2,5,1,NA,1,0,10,7,10,6,9,10,11,4,3,0,0,1,4,4500,10,541,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00111172885269043,1,0,2,0.0625,88.9798942274887,491,-0.269546612197699,0.400302006523422,491,1.36469744121755,0.574369612373135,491,0.526153438952372,0.022426730598869,491,-0.818800208027371,0.412057240896979,491,-1.89138559240335,0.195305811472726,0
"492",492,535,545.064,0,4,1,2,3,2,2,2,0,3,10,NA,1,2,4,11,8,10,9,10,11,11,3,3,0,0,0,2,3500,10,535,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00286123228103223,3,2,4,0.0625,119.112550624108,492,-0.0597464412015922,0.101367240286287,492,1.43585032003603,0.585964462156632,492,0.525473428409703,0.0226143770601575,492,-0.808081208561482,0.406814085957304,492,-1.89453622182265,0.194042669936413,0
"493",493,581,297.246,3,2,5,3,4,2,3,3,0,3,10,NA,2,2,4,8,8,8,8,8,8,8,3,3,0,0,1,4,2500,8,581,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.00400802139753882,4,3,5,0.0625,135.08289348271,493,-0.0581314331692691,0.100862919891267,493,1.43186216693564,0.565942471220448,493,0.526803367145321,0.0215155042526712,493,-0.806312702583526,0.41598911751071,493,-1.88507252918229,0.187536527059358,0
