"","RID","DURATION","Gender","AgeBracket","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","Choice_1","Choice_2","Choice_3","Choice_4","A1X1_1","A1X1_2","A1X1_3","A1X1_4","A1X2_1","A1X2_2","A1X2_3","A1X2_4","A1X3_1","A1X3_2","A1X3_3","A1X3_4","A2X1_1","A2X1_2","A2X1_3","A2X1_4","A2X2_1","A2X2_2","A2X2_3","A2X2_4","A2X3_1","A2X3_2","A2X3_3","A2X3_4","A3X1_1","A3X1_2","A3X1_3","A3X1_4","A3X2_1","A3X2_2","A3X2_3","A3X2_4","A3X3_1","A3X3_2","A3X3_3","A3X3_4","CV","Order","Transform1","WhatWillScienceSay","VarianceUpperBound","VarianceLowerBound","EstimatedVariance","ModelWTP","b_Price.ID","b_Price.post.mean","b_Price.post.sd","b_Performance_10.ID","b_Performance_10.post.mean","b_Performance_10.post.sd","b_Performance_50.ID","b_Performance_50.post.mean","b_Performance_50.post.sd","b_Emissions_40.ID","b_Emissions_40.post.mean","b_Emissions_40.post.sd","b_Emissions_90.ID","b_Emissions_90.post.mean","b_Emissions_90.post.sd"
"226",266,404.218,0,4,1,4,0,2,0,0,1,0,200,3,10,2,NA,7,7,9,7,9,9,9,3,3,0,0,1,3,1750,8,266,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.00573067470898498,0,1,1,0.0625,88.0976782836885,226,-1.71290614205181,0.943755433255879,226,1.28765775103616,0.169236680896493,226,0.545848413762999,0.345377923000247,226,-0.284429527880712,0.58267762455683,226,-1.62551057228692,0.390433337594779
"227",157,892.983,0,2,1,3,3,2,3,3,2,4,300,8,60,1,NA,9,7,9,7,9,9,9,3,3,0,0,0,4,4500,10,157,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0134230203321407,3,1,1,0.0625,112.189359875286,227,-0.0577979881141363,0.0979632506462737,227,1.29071673572583,0.153773640668245,227,0.426878167632547,0.373017624433317,227,-0.534599263328425,0.679983775839855,227,-1.82582637480602,0.400985771095571
"228",303,298.499,1,1,1,5,4,2,2,5,2,4,0,7,50,NA,1,11,11,11,11,11,11,11,3,3,1,0,1,4,2500,9,303,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0202027073175195,4,1,1,0.0625,119.763232040418,228,-0.0568924339985062,0.0979708332385929,228,1.30019096893059,0.163859021239406,228,0.433149879316123,0.370017011073897,228,-0.538622471015233,0.669309856492941,228,-1.81804447110347,0.416319778551226
"229",215,751.872,0,4,3,2,3,4,1,2,2,4,800,2,5,1,NA,8,1,9,1,7,6,6,3,3,0,0,0,5,3500,9,215,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00142959280959443,3,5,5,1.5625,116.541344993196,229,-33.7802292468071,66.0166691427829,229,1.37739801421752,0.149056906011256,229,0.22263411228179,0.330108847805624,229,-1.14413164945008,0.466827580412264,229,-1.69220903014379,0.299885542666691
"230",296,344.632,1,4,1,3,5,2,5,5,1,0,800,6,40,1,NA,11,10,11,10,11,11,11,3,4,1,0,1,5,4500,10,296,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00892863074430132,5,1,1,0.0625,131.057984292682,230,-0.0565269237401633,0.0999181916131168,230,1.30319107856081,0.165322200310263,230,0.404376145836498,0.383894772152157,230,-0.566081747329591,0.661033662260215,230,-1.80428436362119,0.414761589295461
"231",272,416.387,1,1,1,-2,3,2,1,2,1,0,600,10,80,2,NA,9,7,9,7,8,9,9,3,3,0,1,1,5,1750,10,272,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0467921615067589,3,1,1,0.0625,105.80669497613,231,-0.46943587053014,0.562383072743211,231,1.28854995892659,0.160389594176858,231,0.407906575583442,0.374126498080901,231,-0.433514131620851,0.639128226519282,231,-1.7679250633574,0.416626853026729
"232",320,257.841,0,3,1,0,0,4,0,5,1,0,0,1,1,NA,2,11,4,6,2,6,6,6,3,3,0,1,0,5,5000,10,320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.000200020002667045,0,5,5,1.5625,90.9673765080491,232,-130.281947297928,479.166429984329,232,1.29365464922567,0.161222165093284,232,0.510203759477715,0.370034936871037,232,-0.422644909310782,0.51938975595731,232,-1.68702408796183,0.359936283296566
"233",291,362.475,0,1,1,3,0,3,-4,0,2,4,1000,7,50,1,NA,10,6,8,9,7,7,11,3,3,1,0,0,4,2750,8,291,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0183491386681965,0,3,3,0.5625,86.4741613279877,233,-0.333141786680355,0.426898996347422,233,1.30410716748676,0.163059455115818,233,0.444746625279094,0.36419984924745,233,-0.525027691580211,0.611465559931216,233,-1.72238452905876,0.424194482302637
"234",269,430.809,0,2,1,3,3,2,-1,4,2,4,700,2,5,1,NA,10,8,10,9,7,9,10,4,3,1,0,1,5,4500,8,269,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00111172885269043,3,1,1,0.0625,114.570144050842,234,-0.0528130987245531,0.0941357787315392,234,1.30878354902381,0.168400772638441,234,0.410900006271431,0.349150956880934,234,-0.567180454994478,0.659614164293705,234,-1.80185456505054,0.425997291268316
"235",241,674.785,0,4,1,4,4,3,3,3,1,0,0,3,10,NA,1,11,11,11,11,11,11,11,3,3,0,1,1,2,750,10,241,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0134230203321407,4,3,3,0.5625,121.780634702757,235,-0.203110286770912,0.349473672857997,235,1.30966656614929,0.159701478208507,235,0.412060223199511,0.381952924027713,235,-0.635124363027713,0.651760083336581,235,-1.82401571326276,0.427517259705977
"236",248,521.696,1,5,1,4,4,2,3,3,1,0,500,9,70,1,NA,11,10,11,10,11,11,10,4,4,0,1,0,5,3500,10,248,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0202027073175195,4,1,1,0.0625,119.763232040418,236,-0.070871412566885,0.127215417591639,236,1.29411151249111,0.15669370626975,236,0.425589609339646,0.360557092145473,236,-0.627160217815128,0.656610599940739,236,-1.81370750244213,0.416899174991418
"237",253,513.077,1,3,1,5,5,1,5,5,2,4,300,3,10,1,NA,10,10,11,10,11,11,11,4,4,0,1,1,5,1750,10,253,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00573067470898498,5,0,0,0,131.610935227744,237,-0.0509076281613994,0.0923550301119118,237,1.30139395996811,0.1586857384487,237,0.424114270415342,0.355064188253772,237,-0.534852421067433,0.627050167866796,237,-1.80725850138113,0.423115454415621
"238",297,361.733,1,3,1,1,2,2,2,3,2,4,300,9,70,2,NA,9,8,9,8,8,9,9,4,3,1,0,1,5,4500,8,297,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0156778127192298,2,1,1,0.0625,103.048022254209,238,-3.81772247215186,3.37645192160622,238,1.35579439230026,0.167124081705991,238,0.49686850949579,0.402744800782828,238,-1.05933698520571,0.698103449945048,238,-2.06514395580793,0.415733946446475
"239",270,457.078,0,2,1,3,4,2,0,4,1,0,0,8,60,NA,1,10,7,10,7,10,10,10,3,3,0,1,0,4,2250,10,270,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0270286723879193,4,1,1,0.0625,118.426440271276,239,-0.0612337052489047,0.105872332639309,239,1.2901341163087,0.158836257432277,239,0.423441408326019,0.38646097251106,239,-0.548532881769091,0.664550955094108,239,-1.81042268672414,0.411972242781412
"240",273,444.963,1,3,1,1,1,2,1,1,1,0,0,8,60,NA,2,9,6,10,6,9,10,11,4,3,0,1,1,5,1750,10,273,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0348872590004405,1,1,1,0.0625,91.0703323957395,240,-0.190412893548092,0.29454568980969,240,1.3023057667487,0.169000034739662,240,0.423202335361268,0.368910607411349,240,-0.564981093649174,0.639078748937781,240,-1.8004117707492,0.399690854244584
"241",295,391.054,0,3,1,2,1,3,1,4,1,0,500,3,10,1,NA,10,5,10,7,10,9,7,3,3,1,1,0,5,5000,10,295,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00200200267067308,1,3,3,0.5625,97.7198380880462,241,-0.0594045304387033,0.10489182647789,241,1.30025871194608,0.155840135292612,241,0.41709724709396,0.366846470572373,241,-0.524499470010154,0.63254859673395,241,-1.808625858443,0.400623599230145
"242",229,782.094,1,3,1,1,1,2,1,5,1,0,400,9,70,2,NA,8,6,7,6,8,9,10,3,3,1,0,0,5,5000,10,229,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0140989243795016,1,1,1,0.0625,94.851196562327,242,-2.07672498707569,1.14850577738138,242,1.3227789043998,0.175506597869344,242,0.360035553562635,0.328750346537849,242,-0.273695091587704,0.501745151708903,242,-1.87272905780252,0.322342659444677
"243",310,359.507,2,1,1,3,4,2,2,5,1,0,200,2,5,1,NA,11,9,11,11,11,11,11,5,4,0,1,0,5,250,10,310,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0202027073175195,4,1,1,0.0625,119.763232040418,243,-0.065349719796979,0.119041719020633,243,1.32014368529246,0.161102233103913,243,0.436902151461552,0.365290691412094,243,-0.606754802878225,0.677122227758562,243,-1.82207366416433,0.419128712940668
"244",274,479.359,1,3,3,4,5,1,4,4,2,4,200,5,30,1,NA,11,10,10,10,11,11,11,5,5,1,1,1,5,1250,8,274,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0242926925690446,5,0,0,0,127.904299007843,244,-0.259977624771232,0.388740154297639,244,1.29558673145309,0.162760093060635,244,0.375415196660941,0.370395477120121,244,-0.680378405815849,0.669837940756131,244,-1.76136224016999,0.421191858660165
"245",282,482.865,1,1,1,3,4,3,3,5,1,0,500,6,40,1,NA,11,9,6,6,8,9,10,3,3,0,1,1,2,1750,10,282,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0231224174208543,4,3,3,0.5625,119.874446711871,245,-0.545564658383283,0.61872784495095,245,1.29971807960949,0.157105037058249,245,0.41282775722701,0.354716292951911,245,-0.357987321285322,0.676272958403026,245,-1.84678476764292,0.407156634374608
"246",250,604.594,1,1,4,4,3,2,3,3,2,4,400,1,1,1,NA,10,10,10,9,9,10,9,5,5,0,1,1,5,2250,10,250,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000444543239150158,3,1,1,0.0625,114.699544281204,246,-0.248988481585704,0.40866351088054,246,1.30595315344777,0.159469967525193,246,0.380889437179398,0.378628496477631,246,-0.586776443716876,0.639891703137842,246,-1.79008182753835,0.409385263642214
"247",202,917.851,1,1,1,1,2,2,0,0,1,0,300,10,80,1,NA,10,9,8,7,7,8,8,4,3,1,1,1,4,1750,8,202,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0467921615067589,2,1,1,0.0625,97.2467983860549,247,-0.182883218740208,0.313908177753786,247,1.30745664070555,0.166224163038348,247,0.409158906677576,0.371144323658875,247,-0.617748547967889,0.648970306952171,247,-1.79878624078295,0.422759061701863
"248",331,233.363,0,2,1,1,3,2,1,2,2,4,900,8,60,2,NA,9,7,7,6,9,8,9,3,3,1,0,1,5,1750,7,331,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0348872590004405,3,1,1,0.0625,108.071549365892,248,-0.28550214940671,0.433263471813696,248,1.30978449165975,0.160576836556156,248,0.378618973026072,0.384040345058577,248,-0.612846800747329,0.671100893184358,248,-1.76532114132244,0.422190500249889
"249",330,252.334,0,3,1,2,1,4,0,0,1,0,100,7,50,2,NA,1,1,1,1,1,1,1,3,3,0,0,0,1,1250,10,330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0408219945202552,1,5,5,1.5625,91.8888112625209,249,-49.3597671603924,107.103980632661,249,1.31411001267604,0.149768255506181,249,0.535383254734259,0.345163471597881,249,-0.260346893761364,0.558814159150804,249,-1.66400162916318,0.361649030361184
"250",252,615.774,1,4,1,4,4,2,3,4,1,0,600,5,30,2,NA,1,2,2,2,2,2,2,5,4,0,0,1,3,250,8,252,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.127833371509885,4,1,1,0.0625,99.172809443736,250,-0.182548434344746,0.289612306293492,250,1.31069267944196,0.159083304761939,250,0.425188628837476,0.384021004399171,250,-0.576922373056972,0.624720969194606,250,-1.82042645575961,0.405709952408555
"251",325,320.733,0,5,1,2,2,3,2,2,1,0,600,5,30,1,NA,11,11,11,11,11,11,11,3,3,0,0,1,5,3500,10,325,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00860837453660016,2,3,3,0.5625,105.039950077572,251,-0.0685305714033749,0.112500868769165,251,1.30612089596133,0.165829116118385,251,0.429199746944166,0.378618369061794,251,-0.610577952584321,0.675548491382072,251,-1.83817179959749,0.413125038732661
"252",327,290.481,1,1,1,-2,0,3,1,3,2,4,0,2,5,NA,1,11,7,11,7,9,10,11,3,3,0,1,1,3,750,9,327,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00668898815079665,0,3,3,0.5625,88.5491888804329,252,-3.56104603642492,3.87017970307014,252,1.2961669363024,0.146059342794227,252,0.427894824928715,0.345615674161582,252,-0.877371005008982,0.573772579424864,252,-1.9651098066608,0.347986265932102
"253",301,456.647,1,1,2,2,4,1,4,4,2,4,400,9,70,1,NA,10,10,10,10,11,11,11,3,4,0,1,1,5,4500,5,301,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0156778127192298,4,0,0,0,120.565779319386,253,-0.0507745095563383,0.0922457490439865,253,1.30402424276843,0.160647418835741,253,0.411370169096878,0.376185781893266,253,-0.53850959909141,0.673020425332414,253,-1.83781342622305,0.411813396533894
"254",221,877.39,1,1,1,1,2,3,1,1,1,0,200,4,20,1,NA,11,8,9,7,8,9,10,3,3,0,1,1,4,1750,10,221,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0114943794257351,2,3,3,0.5625,104.494221235733,254,-0.187281198467571,0.328434996362779,254,1.30461489316894,0.166999621050422,254,0.42809615639676,0.358876796664442,254,-0.629600628385866,0.650056450370597,254,-1.79017513521394,0.417756574004132
"255",223,870.514,1,2,1,3,2,2,2,5,2,4,300,4,20,1,NA,11,8,10,8,10,9,9,5,3,1,1,0,5,2250,10,223,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00892863074430132,2,1,1,0.0625,104.320244088733,255,-0.0557973799482502,0.0952170581447476,255,1.309604233519,0.164823190570587,255,0.424600901781467,0.373266181078101,255,-0.582073268814141,0.661111527931988,255,-1.79470640207124,0.426666594179616
"256",258,617.868,1,2,1,-2,3,2,2,2,2,4,400,5,30,1,NA,11,10,9,7,8,9,11,4,3,1,1,1,5,5000,9,258,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00601807232556302,3,1,1,0.0625,113.619746449745,256,-0.0537286266913644,0.0944170187797081,256,1.30345295158436,0.162900746368557,256,0.418192435068639,0.366260697431331,256,-0.562112322724971,0.640606037392426,256,-1.80889861109677,0.414285189323515
"257",280,528.067,1,4,4,5,5,2,4,4,1,0,1000,3,10,2,NA,11,10,10,8,11,11,10,5,5,1,0,1,5,2500,10,280,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.00400802139753882,5,1,1,0.0625,132.043375789584,257,-0.193902168573568,0.283733543759654,257,1.29925882690906,0.164184207982752,257,0.420860542894077,0.376109747979114,257,-0.472893323032304,0.665607597122462,257,-1.86461096307054,0.425708224528008
"258",180,1023.353,1,2,1,5,3,2,0,5,2,4,0,6,40,NA,1,11,9,11,10,11,11,11,4,3,1,1,1,5,2250,10,180,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0179377006866673,3,1,1,0.0625,111.319690213338,258,-0.06833779930112,0.119921555236339,258,1.30455109348784,0.161173406970418,258,0.411417876411506,0.383108142771422,258,-0.56898197229617,0.658002017608261,258,-1.81982671210337,0.418862919648729
"259",323,380.069,0,1,1,3,1,3,0,0,1,0,300,4,20,1,NA,11,10,9,7,8,9,11,3,3,1,0,0,5,3500,10,323,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00573067470898498,1,3,3,0.5625,97.0308671159845,259,-0.596513835975442,0.647041676088682,259,1.30534944538588,0.155493657930919,259,0.409098636381242,0.377392684670519,259,-0.348030455100316,0.629064678169,259,-1.85185842213117,0.418539437791298
"260",289,516.196,1,1,1,3,3,4,2,0,2,4,500,3,10,1,NA,8,7,7,6,7,8,8,4,3,1,0,1,3,2750,10,289,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00364299127850109,3,5,5,1.5625,116.110425145353,260,-0.231844969304479,0.374916418805839,260,1.3079615156563,0.171957836065776,260,0.417546449458497,0.373995005686073,260,-0.610003152303038,0.647195591572958,260,-1.8127796409118,0.424777383455822
"261",268,578.748,1,5,1,3,3,3,1,3,2,4,400,8,60,1,NA,6,6,9,7,8,10,10,3,3,0,0,0,3,2750,10,268,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0220597180647322,3,3,3,0.5625,111.197467477057,261,-0.230292889288345,0.451286525565069,261,1.31143398057866,0.168902022659922,261,0.404808442522004,0.378935783608411,261,-0.619215120763665,0.633034877742283,261,-1.81173094632247,0.392449395779376
"262",317,423.45,0,1,1,2,2,2,2,5,1,0,0,1,1,NA,1,11,9,9,9,10,10,10,3,3,1,0,1,4,2500,10,317,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.000400080021339691,2,1,1,0.0625,105.934599760767,262,-0.0698176787599284,0.126647626115616,262,1.31133341062093,0.176698223119342,262,0.418901983076819,0.374124999378984,262,-0.582840690484572,0.640247473887519,262,-1.81730859592712,0.42443396353128
"263",305,492.598,0,2,1,4,4,2,3,5,2,4,400,6,40,1,NA,11,9,11,10,11,11,11,3,3,0,0,1,5,1750,9,305,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0231224174208543,4,1,1,0.0625,119.19098693229,263,-0.0528133793827048,0.0895732131133565,263,1.30483871347926,0.161050307159266,263,0.397054535306139,0.374773213123815,263,-0.609357240668593,0.653025337852773,263,-1.81802987889968,0.413466923903497
"264",343,205.44,0,4,1,1,2,3,2,2,1,0,600,1,1,2,NA,8,6,7,6,8,8,9,3,3,0,0,0,4,1750,7,343,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.000571591898957653,2,3,3,0.5625,106.56412226806,264,-0.992722593034453,1.20700944177387,264,1.30455886242788,0.165400873266774,264,0.413760879854446,0.383672336740698,264,-0.804490825427752,0.644583769604313,264,-1.83586737222556,0.404370731448582
"265",340,220.554,0,2,1,3,3,2,4,5,2,4,0,5,30,NA,1,10,8,10,7,9,10,10,3,3,0,1,0,5,750,9,340,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0408219945202552,3,1,1,0.0625,106.94074160514,265,-0.218825256592535,0.347898169256535,265,1.30464130060083,0.169601858537189,265,0.384036158044436,0.365763071025575,265,-0.628456920508422,0.640436878538366,265,-1.78670733536464,0.40336681242886
"266",307,500.148,0,5,1,1,2,4,0,1,2,4,200,6,40,1,NA,10,8,9,7,10,10,11,3,3,0,1,1,5,2250,8,307,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0179377006866673,2,5,5,1.5625,104.59441282483,266,-0.119171602884767,0.203730461847252,266,1.30874723577016,0.168718060832272,266,0.432461926685429,0.3763250104321,266,-0.526332046250319,0.626495603225648,266,-1.81705287192815,0.425417441402878
"267",319,455.97,1,2,1,2,2,2,2,2,1,0,400,10,80,2,NA,9,9,8,7,8,9,10,4,4,1,1,0,5,2750,10,319,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0295224392663217,2,1,1,0.0625,100.453480048256,267,-0.568830578490903,0.633542164639738,267,1.30698002635726,0.16846418757386,267,0.42473307020945,0.370793035180864,267,-0.373721870912736,0.631418705830706,267,-1.82200206982299,0.398159941551392
"268",260,666.628,0,4,1,5,5,2,5,5,2,4,700,2,5,1,NA,10,9,10,10,11,11,11,3,3,0,1,0,5,1750,10,260,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00286123228103223,5,1,1,0.0625,132.273243384283,268,-2.25345642847057,1.70813206589543,268,1.29798344325279,0.16118997532684,268,0.464194525056986,0.340048857868092,268,-0.838233645030291,0.612643925382834,268,-1.90185843695243,0.320795010188301
"269",337,266.216,0,1,1,2,2,3,-1,4,2,4,500,10,80,1,NA,9,8,9,6,9,10,11,3,3,1,0,1,4,2250,8,337,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0362030486639606,2,3,3,0.5625,99.8579063481809,269,-2.2235040827526,2.00445861077141,269,1.30852196728029,0.177022261808305,269,0.447385589025744,0.327779177222649,269,-0.782042859392695,0.613280595039332,269,-1.93760527590447,0.381710210426813
"270",321,468.902,1,5,1,4,3,3,3,3,1,0,300,10,80,1,NA,11,7,11,8,11,11,11,3,3,1,1,1,5,250,10,321,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.385662480811985,3,3,3,0.5625,49.998372358988,270,-0.989000855303424,0.81295114300778,270,1.31264813289981,0.153320277928018,270,0.405745450440523,0.379842935674869,270,-0.339090788615412,0.586633870409378,270,-1.72570817225526,0.401346903403732
"271",334,301.73,0,3,1,1,2,2,2,4,1,0,200,2,5,1,NA,8,6,7,7,8,8,9,3,3,1,1,1,4,2750,9,334,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00181983671698598,2,1,1,0.0625,105.665343290536,271,-0.504617017533576,0.577987405738985,271,1.31316328648105,0.154181472609859,271,0.376765196235089,0.383456663989854,271,-0.397351989232075,0.620186005592766,271,-1.77310809090584,0.388343475110947
"272",349,202.906,0,1,1,3,4,2,5,5,1,0,400,6,40,1,NA,11,6,9,8,9,10,11,4,3,1,0,1,4,4500,9,349,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00892863074430132,4,1,1,0.0625,121.979071855849,272,-0.0559436661130392,0.094707438526216,272,1.3091007397054,0.164189600021593,272,0.420486129605947,0.385521000029354,272,-0.532734025738043,0.614216566557379,272,-1.79031424027382,0.431136399763988
