"","X","RID","VERSION","IP","DURATION","Gender","AgeBracket","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","CVProtests","CVProtestTexts","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","ConsequentialityText","Education","Income","Understanding","FreeText","RID.1","Choice_1","Choice_2","Choice_3","Choice_4","A1X1_1","A1X1_2","A1X1_3","A1X1_4","A1X2_1","A1X2_2","A1X2_3","A1X2_4","A1X3_1","A1X3_2","A1X3_3","A1X3_4","A2X1_1","A2X1_2","A2X1_3","A2X1_4","A2X2_1","A2X2_2","A2X2_3","A2X2_4","A2X3_1","A2X3_2","A2X3_3","A2X3_4","A3X1_1","A3X1_2","A3X1_3","A3X1_4","A3X2_1","A3X2_2","A3X2_3","A3X2_4","A3X3_1","A3X3_2","A3X3_3","A3X3_4","CV","Order","Transform1","WhatWillScienceSay","VarianceUpperBound","VarianceLowerBound","EstimatedVariance","ModelWTP"
"111",117,169,7,"c3.521.7d.a",324.434,1,2,"NE28 9PB",1,2,3,2,0,5,2,4,300,4,20,1,NA,NA,NA,11,8,10,9,11,11,11,3,3,0,1,0,"Current government will do nothing",5,2250,10,"Nothing thank you",169,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00892863074430132,3,1,1,0.0625,113.056943805808
"112",118,142,7,"56.a9.455.0",396.526,0,1,"Ls15 9je",2,1,2,1,1,2,2,4,200,10,80,1,NA,NA,NA,11,8,8,8,10,8,8,4,4,1,1,1,NA,3,3500,7,"No comments",142,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0231224174208543,2,0,0,0,101.568652875555
"113",119,205,7,"9f.4aa.b5.e",223.838,1,1,"TA21 9BU",1,2,2,1,2,2,1,0,300,9,70,2,NA,2,NA,11,9,8,6,8,7,8,4,3,1,0,1,NA,5,3500,9,"I have no comments",205,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0202027073175195,2,0,0,0,102.11598455293
"114",120,136,7,"14.224b.9.6",432.636,0,3,"E15 1RL",4,3,4,3,4,3,2,4,600,4,20,1,NA,NA,NA,11,11,11,10,11,11,11,4,4,1,0,1,NA,5,3500,10,"It was a great survey to complete thank you",136,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00573067470898498,4,3,3,0.5625,123.297427349619
"115",121,124,7,"c32.bf3.c.7",495.39,0,4,"KA25 6Eq",1,3,4,2,4,4,1,0,0,4,20,NA,1,NA,NA,9,8,9,9,10,10,10,3,3,1,0,1,NA,4,4500,10,"None",124,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00445435034938031,4,1,1,0.0625,122.861122205384
"116",122,68,7,"4bb.2b3.1.c",962.884,1,1,"DH1 4PR",1,3,2,1,2,2,2,4,1000,3,10,1,NA,NA,NA,11,11,11,11,11,11,11,5,4,1,1,1,NA,4,750,10,"Less reading as not all of it was relevant.",68,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0134230203321407,2,0,0,0,103.390424875528
"117",123,187,7,"57c5.92.0.3",286.304,1,2,"ex328jt",1,4,5,1,1,1,1,0,800,7,50,2,NA,1,NA,6,6,6,6,6,6,6,3,3,1,0,1,NA,2,750,6,"seemedn fine",187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0689928714869514,5,0,0,0,119.075724036335
"118",124,150,7,"9.7f00.b2.2",388.748,1,5,"NR25 6QH",1,4,3,2,4,3,2,4,200,3,10,1,NA,NA,NA,10,9,10,10,10,11,11,4,3,1,1,1,NA,3,2250,8,"No comment",150,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00445435034938031,3,1,1,0.0625,113.922424270611
"119",125,107,7,"97c.20.16.2",675.085,1,5,"NN10",1,2,4,2,4,4,2,4,600,10,80,1,NA,NA,NA,11,11,9,9,11,11,11,3,3,0,1,0,"I think that money and political power are the only things that influence change. Usually means change doesn't happen",5,2500,10,"Don't know, but I really hope somebody listens",107,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0325231917055601,4,1,1,0.0625,117.353108112709
"120",126,121,7,"7.1.5005e.0",512.141,1,3,"IP311JU",4,4,5,2,5,4,2,4,600,8,60,2,NA,1,NA,11,11,11,10,11,11,8,4,4,0,1,0,"They will do what they want regardless of this survey.",3,3500,8,"It was fine",121,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.017291497110061,5,1,1,0.0625,129.386736827119
"121",127,141,7,"975.7e.e1.9",418.587,1,2,"Le67 4bl",1,2,2,1,2,2,2,4,0,8,60,NA,1,NA,NA,10,9,9,9,10,10,10,3,3,0,1,1,NA,4,1750,10,"Survey was good",141,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0348872590004405,2,0,0,0,99.3726435912016
"122",128,148,7,"5.2d9c.18.2",404.644,0,3,"ss39le",1,4,1,3,1,3,1,0,700,1,1,1,NA,NA,NA,11,7,11,7,8,9,11,3,3,0,1,0,"I think a survey can not influence anything.",5,2750,9,"no idea",148,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.000363702495371245,1,3,3,0.5625,98.0230654484491
"123",129,164,7,"c3.5.68b2.5",363.006,1,1,"PE37",1,2,3,2,3,4,2,4,200,4,20,1,NA,NA,NA,9,7,10,8,7,9,10,5,5,0,0,1,NA,3,1750,9,"Nothing to be improved",164,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0114943794257351,3,1,1,0.0625,112.561438010085
"124",130,191,7,"93.57e.45.5",301.558,1,1,"M43 6nl",1,1,2,2,1,2,1,0,700,4,20,1,NA,NA,NA,10,9,7,7,8,8,8,3,3,0,0,0,"They don’t care lol",5,5000,9,"No",191,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00400802139753882,2,1,1,0.0625,105.25075381182
"125",131,161,7,"935.04.46.5",377.334,0,1,"EX12QD",1,2,0,3,1,3,1,0,0,9,70,NA,1,NA,NA,9,5,7,7,7,7,8,3,3,0,0,1,NA,5,2750,10,"N/A",161,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0257841171557147,0,3,3,0.5625,85.1607209240283
"126",132,208,7,"8c2e.20.d.f",251.288,0,1,"N8",1,5,5,1,4,4,1,0,200,10,80,1,NA,NA,NA,10,7,9,10,11,11,11,4,3,0,0,0,"People vote with their wallets",5,4500,10,"Query specific concerns to health or via certain product groups",208,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0179377006866673,5,0,0,0,129.170825664655
"127",133,160,7,"934.e6.5d.0",391.957,1,1,"Mk40",1,3,3,2,3,5,2,4,1000,2,5,1,NA,NA,NA,11,9,10,9,10,10,10,4,3,1,1,1,NA,5,2250,10,"N/a",160,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00222469502211116,3,1,1,0.0625,114.354370403809
"128",134,194,7,"71.53.364.4",291.156,1,2,"LA45SP",1,3,3,3,3,5,2,4,300,2,5,1,NA,NA,NA,10,7,9,7,9,11,9,5,4,0,0,1,NA,3,1750,10,"I enjoyed the survey",194,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00286123228103223,3,3,3,0.5625,114.907162661032
"129",135,175,7,"1.430.6ac.8",354.26,1,4,"PA31 8JS",1,4,5,3,5,5,1,0,100,3,10,1,NA,NA,NA,11,11,11,11,11,11,11,3,3,0,1,1,NA,3,1250,10,"None, it seemed fine",175,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00803217169726427,5,3,3,0.5625,131.935685355583
"130",136,237,8,"14.87.f0f.8",167.578,1,2,"Cf48 1ls",1,5,5,2,4,4,1,0,1000,10,80,1,NA,NA,NA,11,11,11,11,11,11,11,5,5,1,0,1,NA,5,3500,10,"None",237,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0231224174208543,5,1,1,0.0625,128.224141513189
"131",137,130,7,"9d4a.1.3b.0",527.579,0,3,"Bn35rb",1,-1,0,2,-2,3,2,4,200,9,70,2,NA,1,NA,8,6,7,6,3,3,3,3,3,1,0,0,"I think the cost proposed is far too high for most people to actually agree to pay it",2,2250,10,"It was fine",130,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0316053394153311,0,1,1,0.0625,83.5272856733375
"132",138,211,7,"7d5.7.da7.d",266.914,1,1,"bt79 7nd",1,2,3,4,2,2,2,4,0,7,50,NA,1,NA,NA,11,8,7,7,7,7,7,3,3,1,1,0,"the survey is based on opinions not facts",5,4500,6,"nil",211,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0111733005981252,3,5,5,1.5625,114.647465338769
"133",139,170,7,"f259.f3.4.8",389.959,0,1,"M419WG",4,3,2,1,2,2,1,0,0,6,40,NA,1,NA,NA,11,1,8,8,8,8,8,5,3,1,0,1,NA,3,2500,10,"Less text",170,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0161293819298836,2,0,0,0,102.881100390963
"134",140,162,7,"992.4.550.e",421.663,1,2,"pa4 0ap",1,0,0,4,1,3,2,4,0,1,1,NA,1,NA,NA,9,4,8,4,8,9,10,3,3,0,0,0,"Profit is all they care about",5,1750,10,"n/a",162,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000571591898957653,0,5,5,1.5625,90.900317729414
"135",141,192,7,"9d4.96.82.5",325.986,1,3,"CM8 1GW",1,3,4,2,3,4,1,0,400,10,80,1,NA,NA,NA,10,9,10,9,10,10,10,3,3,1,1,1,NA,5,2750,10,"Perhaps making this text box optional?",192,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0295224392663217,4,1,1,0.0625,117.938989918904
"136",142,186,7,"a.cd.ef76.5",357.086,1,4,"CF82 7HX",1,5,5,3,5,5,1,0,500,7,50,2,NA,2,NA,11,11,11,11,10,8,8,3,3,0,0,1,NA,4,3500,10,"no thanks",186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0143887374520996,5,3,3,0.5625,130.663227495038
"137",143,198,7,"974.6f5.e.1",326.579,1,2,"SO40 3GB",1,2,2,3,2,2,2,4,500,8,60,2,NA,1,NA,11,11,10,10,10,10,10,3,3,1,0,1,NA,4,2250,10,"I wish I could do more to help.",198,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0270286723879193,2,3,3,0.5625,101.571714104245
"138",144,176,7,"9d.437.cb.9",396.019,0,3,"b98",1,2,1,4,0,5,1,0,0,6,40,NA,1,NA,NA,9,7,8,6,8,9,10,3,3,0,0,0,"the government is untrustworthy",5,2250,10,"nope",176,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0179377006866673,1,5,5,1.5625,96.066574335728
"139",145,151,7,"c4.1b8.cf.2",471.288,1,4,"IP11 0UD",1,2,2,2,3,2,1,0,400,7,50,1,NA,NA,NA,9,6,9,6,9,10,10,3,3,0,0,1,NA,4,2500,10,"I can’t think how the survey could be improved",151,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0202027073175195,2,1,1,0.0625,102.197767008022
"140",146,183,7,"9.02f.770.a",389.706,0,3,"ng6 0qp",1,2,0,2,1,0,2,4,500,4,20,1,NA,NA,NA,8,8,8,8,8,9,9,3,3,0,0,1,NA,3,3500,8,"Unsure",183,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00573067470898498,0,1,1,0.0625,88.0976782836885
"141",147,210,7,"9.34.0c6c.a",322.27,1,4,"Pe7 8ar",1,3,4,3,1,1,1,0,500,8,60,1,NA,NA,NA,11,9,8,8,9,9,10,4,3,0,1,1,NA,4,2750,10,"I have nothing to add",210,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0220597180647322,4,3,3,0.5625,120.082942007063
"142",148,196,7,"9bb.cd.c4.0",370.236,1,2,"sy22",1,1,1,3,2,2,2,4,100,10,80,1,NA,NA,NA,11,2,7,2,10,10,10,3,3,1,1,0,"depends how the results are disseminated",5,1750,9,"make the text bigger",196,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0467921615067589,1,3,3,0.5625,89.5548334482347
"143",149,231,8,"936e.a5.0.9",266.423,1,2,"Me16 8dd",1,3,1,2,1,4,1,0,500,4,20,1,NA,NA,NA,11,7,11,9,9,10,11,4,3,0,1,1,NA,5,2750,10,"The arrows on the sliders kept moving back to zero (iPhone user)",231,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00729930248161161,1,1,1,0.0625,96.0993433266792
"144",150,212,7,"148.7.c58.1",333.495,0,2,"SS95yb",1,1,2,3,0,0,1,0,600,6,40,1,NA,NA,NA,8,2,9,4,6,7,8,3,3,1,1,1,NA,3,5000,8,"N/a",212,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00803217169726427,2,3,3,0.5625,105.1490092203
"145",151,165,7,"ef0.a.1a6.7",471.251,1,2,"DE6 2JB",1,1,3,2,1,4,2,4,300,5,30,1,NA,NA,NA,11,6,7,4,9,10,11,4,3,0,0,0,"IT WONT BECAUSE EVERYONE NEEDS TO CHANGE",4,4500,10,"n/a",165,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00668898815079665,3,1,1,0.0625,113.489948045001
"146",152,222,8,"9350.56.6.d",298.555,1,1,"BN3 4GJ",1,5,4,2,3,4,2,4,500,7,50,1,NA,NA,NA,11,11,11,11,11,11,11,4,4,1,0,1,NA,5,3500,10,"No comments",222,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0143887374520996,4,1,1,0.0625,120.904711997225
"147",153,156,7,"97.45.245.4",489.288,1,4,"NE32 3PB",1,3,3,3,3,3,2,4,300,6,40,2,NA,2,NA,9,7,9,7,9,10,11,3,3,1,0,1,NA,3,2250,10,"No comment",156,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0179377006866673,3,3,3,0.5625,111.99118653508
"148",154,171,7,"56a.c4.1e.b",467.905,1,2,"GU11 4AX",1,2,2,2,1,3,2,4,700,3,10,1,NA,NA,NA,7,1,3,1,5,8,8,3,3,1,0,0,"I think it will need a lot more to create change",4,4500,7,"A description of the scale, i was slightly unsure",171,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00222469502211116,2,1,1,0.0625,105.588599298907
"149",155,154,7,"9f.401.5f.7",506.894,1,2,"Nr8 6xx",1,2,1,2,-2,3,2,4,400,4,20,2,NA,1,NA,7,7,8,7,7,7,7,3,3,1,0,1,NA,5,2250,9,"Nothing I can think of.",154,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.00892863074430132,1,1,1,0.0625,95.7997593917573
"150",156,220,8,"97.e00.dc.9",324.406,1,3,"Ls15 9dr",2,3,4,2,2,5,2,4,600,1,1,1,NA,NA,NA,11,9,11,10,11,10,9,3,3,0,0,1,NA,5,2500,10,"I think I may have already taken this survey, I thought it was a follow up. Sorry.",220,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000400080021339691,4,1,1,0.0625,123.661646304197
"151",157,182,7,"f2.f48.53.c",444.309,1,4,"NR31 9QY",1,3,3,4,0,5,1,0,400,9,70,1,NA,NA,NA,11,11,11,11,11,11,11,4,3,1,0,1,NA,4,2250,10,"The survey was fine as it is currently.",182,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0316053394153311,3,5,5,1.5625,110.702979547733
"152",158,144,7,"9d5.2a.42.b",556.318,0,2,"GU9 9RH",1,-1,1,2,2,1,2,4,300,1,1,1,NA,NA,NA,10,6,10,6,10,10,10,4,4,0,0,1,NA,3,4500,10,"Nothing to add",144,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000222246917238848,1,1,1,0.0625,97.4042248343941
"153",159,188,7,"c397.c.cc.7",436.229,1,3,"wr114ae",1,-1,1,2,1,2,1,0,300,5,30,2,NA,1,NA,5,2,7,2,6,7,8,3,3,1,1,0,"the results will be too varied, you dont know how much attention people have paid to the survey, may just be clicking to get the reward at the end",4,1250,10,"none",188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0242926925690446,1,1,1,0.0625,92.9905022283657
"154",160,105,7,"9.3ced.3a.5",850.212,1,4,"MK18 5DZ",1,3,3,2,3,3,2,4,400,8,60,1,NA,NA,NA,11,9,11,10,10,10,11,5,4,1,0,0,"Something bigger will.",3,2750,10,"Fine as it is.",105,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0220597180647322,3,1,1,0.0625,110.527287167008
"155",161,206,7,"97.e10.39.9",392.004,1,1,"Ne38 9dg",1,2,1,2,2,3,1,0,400,2,5,1,NA,NA,NA,10,10,8,9,7,9,10,3,3,0,1,1,NA,4,5000,10,"N/a",206,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00100050033358353,1,1,1,0.0625,97.2604426664318
"156",162,193,7,"715.091.4.d",425.507,1,3,"LS10",1,3,3,2,0,5,1,0,200,6,40,1,NA,NA,NA,11,8,11,8,10,9,8,3,3,0,0,1,NA,5,3500,8,"I have no comments.",193,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0114943794257351,3,1,1,0.0625,112.561438010085
"157",163,132,7,"c.40.ba84.7",635.255,3,2,"CF83 2EU",1,3,2,2,2,5,1,0,900,5,30,2,NA,4,NA,11,9,10,10,11,11,11,4,3,1,1,1,NA,4,4500,10,"record sex instead of or as well as gender for more robust data",132,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.00668898815079665,2,1,1,0.0625,104.743462740106
"158",164,224,8,"71.b1.621.2",350.33,1,1,"WF11 0LE",1,3,3,3,2,2,1,0,500,9,70,2,NA,1,NA,10,9,10,10,11,11,11,4,3,0,0,0,"I just don't.",5,1750,9,"No comments",224,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0408219945202552,3,3,3,0.5625,107.604692274344
"159",165,134,7,"9f4.422.7.7",653.055,0,2,"CT12",1,2,2,2,2,2,2,4,500,3,10,1,NA,NA,NA,11,9,11,10,10,11,11,4,4,1,1,1,NA,5,3500,10,"N/A",134,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00286123228103223,2,1,1,0.0625,105.467972326735
"160",166,190,7,"97.eeb.1d.5",476.206,0,5,"ST16 1NA",1,1,2,2,2,2,1,0,100,8,60,1,NA,NA,NA,9,8,8,7,8,9,9,4,4,1,1,1,NA,5,5000,9,"none",190,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0120725812342692,2,1,1,0.0625,103.727016812766
"161",167,213,7,"97.499f.8.a",401.27,0,4,"s64 8pp",1,4,3,2,3,4,2,4,0,6,40,NA,2,1,NA,9,9,10,8,8,8,9,3,3,0,0,1,NA,2,250,7,"it was ok",213,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.174353387144778,3,1,1,0.0625,82.5514184814155
"162",168,218,7,"71.5.197e.8",401.186,1,1,"AB107DE",5,5,5,2,4,4,1,0,0,5,30,NA,1,NA,NA,11,11,11,10,10,10,10,5,5,0,1,1,NA,5,250,9,"giving more pictures about microplastics",218,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.127833371509885,5,1,1,0.0625,107.783404689214
"163",169,96,7,"9.30f.435.b",996.056,1,3,"w6 7lb",3,4,3,2,3,3,2,4,400,8,60,1,NA,NA,NA,11,7,9,6,9,10,11,3,3,1,1,1,NA,5,2250,10,"Nothing to note on improvement. Interesting survey.",96,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0270286723879193,3,1,1,0.0625,109.574169198428
"164",170,214,7,"93.47b.a7.9",420.021,0,4,"Bn2 8hh",1,2,1,2,2,2,1,0,500,2,5,1,NA,NA,NA,4,3,11,11,10,11,11,3,3,1,0,0,"They only care about money.",2,2500,9,".",214,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00200200267067308,1,1,1,0.0625,97.0755188504276
"165",171,228,8,"90.28.e54.2",372.515,1,3,"En6 1bj",1,3,3,2,3,5,1,0,200,5,30,1,NA,NA,NA,11,8,9,7,11,11,11,3,3,1,1,1,NA,4,2750,10,"N/a",228,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0109690313705739,3,1,1,0.0625,112.662847188848
"166",172,140,7,"93c.ec.16.9",635.571,1,4,"LE4 4FL",1,-2,-3,2,-3,-3,1,0,600,2,5,2,NA,2,NA,2,2,1,1,1,1,1,3,3,0,0,1,NA,5,3500,10,"None required.  Good layout",140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.00142959280959443,-3,1,1,0.0625,65.7106406544641
"167",173,185,7,"9742.9b.0.e",512.654,0,2,"nw4",1,2,4,3,2,0,2,4,500,7,50,1,NA,NA,NA,11,7,10,7,11,11,11,3,3,0,0,0,"I don't feel this survey is enough for regulators.",5,4500,9,"Great survey",185,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0111733005981252,4,3,3,0.5625,122.223784532322
