"","X","Task","Choice","RID","DURATION","Gender","AgeBracket","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","block","design_offset","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","CV","av_A","av_B","av_C","ID","Respondent","Performance_A","Emission_A","Price_A","Performance_B","Emission_B","Price_B","Performance_C","Emission_C","Price_C"
"2702","X708.1",2,3,741,242.922,0,1,"SE2",3,1,0,3,0,0,600,6,40,2,NA,1,0,8,4,9,1,3,5,8,2,3,1,0,1,5,3500,7,741,0,1,1,1,2702,676,0,0,0,10,40,5,50,10,0.5
"2703","X708.2",3,2,741,242.922,0,1,"SE2",3,1,0,3,0,0,600,6,40,2,NA,1,0,8,4,9,1,3,5,8,2,3,1,0,1,5,3500,7,741,0,1,1,1,2703,676,0,0,0,50,40,1,5,10,0.5
"2704","X708.3",4,3,741,242.922,0,1,"SE2",3,1,0,3,0,0,600,6,40,2,NA,1,0,8,4,9,1,3,5,8,2,3,1,0,1,5,3500,7,741,0,1,1,1,2704,676,0,0,0,10,10,0.5,50,40,1
"2705","X709",1,1,722,322.761,1,2,"S6 6ED",2,2,3,3,1,1,400,6,40,1,NA,1,0,10,8,10,10,10,9,9,4,4,0,0,1,5,3500,10,722,1,1,1,1,2705,677,0,0,0,5,10,1,10,90,2.5
"2706","X709.1",2,3,722,322.761,1,2,"S6 6ED",2,2,3,3,1,1,400,6,40,1,NA,1,0,10,8,10,10,10,9,9,4,4,0,0,1,5,3500,10,722,1,1,1,1,2706,677,0,0,0,10,40,5,50,10,0.5
"2707","X709.2",3,3,722,322.761,1,2,"S6 6ED",2,2,3,3,1,1,400,6,40,1,NA,1,0,10,8,10,10,10,9,9,4,4,0,0,1,5,3500,10,722,1,1,1,1,2707,677,0,0,0,50,40,1,5,10,0.5
"2708","X709.3",4,1,722,322.761,1,2,"S6 6ED",2,2,3,3,1,1,400,6,40,1,NA,1,0,10,8,10,10,10,9,9,4,4,0,0,1,5,3500,10,722,1,1,1,1,2708,677,0,0,0,10,10,0.5,50,40,1
"2709","X710",1,3,742,254.272,0,1,"dn15",1,4,3,3,3,1,100,8,60,1,NA,1,0,1,2,3,2,1,2,3,3,4,1,0,1,3,2250,7,742,1,1,1,1,2709,678,0,0,0,5,10,1,10,90,2.5
"2710","X710.1",2,3,742,254.272,0,1,"dn15",1,4,3,3,3,1,100,8,60,1,NA,1,0,1,2,3,2,1,2,3,3,4,1,0,1,3,2250,7,742,1,1,1,1,2710,678,0,0,0,10,40,5,50,10,0.5
"2711","X710.2",3,2,742,254.272,0,1,"dn15",1,4,3,3,3,1,100,8,60,1,NA,1,0,1,2,3,2,1,2,3,3,4,1,0,1,3,2250,7,742,1,1,1,1,2711,678,0,0,0,50,40,1,5,10,0.5
"2712","X710.3",4,3,742,254.272,0,1,"dn15",1,4,3,3,3,1,100,8,60,1,NA,1,0,1,2,3,2,1,2,3,3,4,1,0,1,3,2250,7,742,1,1,1,1,2712,678,0,0,0,10,10,0.5,50,40,1
"2713","X711",1,1,723,346.034,1,2,"Sr3 1qt",1,3,4,3,2,5,400,9,70,2,NA,1,0,10,9,8,8,9,10,10,3,3,1,1,1,4,2250,10,723,0,1,1,1,2713,679,0,0,0,5,10,1,10,90,2.5
"2714","X711.1",2,3,723,346.034,1,2,"Sr3 1qt",1,3,4,3,2,5,400,9,70,2,NA,1,0,10,9,8,8,9,10,10,3,3,1,1,1,4,2250,10,723,0,1,1,1,2714,679,0,0,0,10,40,5,50,10,0.5
"2715","X711.2",3,3,723,346.034,1,2,"Sr3 1qt",1,3,4,3,2,5,400,9,70,2,NA,1,0,10,9,8,8,9,10,10,3,3,1,1,1,4,2250,10,723,0,1,1,1,2715,679,0,0,0,50,40,1,5,10,0.5
"2716","X711.3",4,2,723,346.034,1,2,"Sr3 1qt",1,3,4,3,2,5,400,9,70,2,NA,1,0,10,9,8,8,9,10,10,3,3,1,1,1,4,2250,10,723,0,1,1,1,2716,679,0,0,0,10,10,0.5,50,40,1
"2717","X712",1,2,729,313.231,1,2,"EH5 2GF",1,4,5,2,4,4,0,2,5,NA,1,1,0,11,9,11,10,9,10,10,5,4,1,0,1,5,1750,10,729,1,1,1,1,2717,680,0,0,0,5,10,1,10,90,2.5
"2718","X712.1",2,2,729,313.231,1,2,"EH5 2GF",1,4,5,2,4,4,0,2,5,NA,1,1,0,11,9,11,10,9,10,10,5,4,1,0,1,5,1750,10,729,1,1,1,1,2718,680,0,0,0,10,40,5,50,10,0.5
"2719","X712.2",3,3,729,313.231,1,2,"EH5 2GF",1,4,5,2,4,4,0,2,5,NA,1,1,0,11,9,11,10,9,10,10,5,4,1,0,1,5,1750,10,729,1,1,1,1,2719,680,0,0,0,50,40,1,5,10,0.5
"2720","X712.3",4,2,729,313.231,1,2,"EH5 2GF",1,4,5,2,4,4,0,2,5,NA,1,1,0,11,9,11,10,9,10,10,5,4,1,0,1,5,1750,10,729,1,1,1,1,2720,680,0,0,0,10,10,0.5,50,40,1
"2721","X713",1,3,717,445.998,1,1,"OL1",1,2,4,2,4,4,0,4,20,NA,2,2,4,11,8,8,7,11,8,9,3,4,0,1,1,4,2500,9,717,0,1,1,1,2721,681,0,0,0,50,10,1,5,40,5
"2722","X713.1",2,2,717,445.998,1,1,"OL1",1,2,4,2,4,4,0,4,20,NA,2,2,4,11,8,8,7,11,8,9,3,4,0,1,1,4,2500,9,717,0,1,1,1,2722,681,0,0,0,5,90,2.5,10,10,0.5
"2723","X713.2",3,3,717,445.998,1,1,"OL1",1,2,4,2,4,4,0,4,20,NA,2,2,4,11,8,8,7,11,8,9,3,4,0,1,1,4,2500,9,717,0,1,1,1,2723,681,0,0,0,50,90,2.5,5,40,1
"2724","X713.3",4,3,717,445.998,1,1,"OL1",1,2,4,2,4,4,0,4,20,NA,2,2,4,11,8,8,7,11,8,9,3,4,0,1,1,4,2500,9,717,0,1,1,1,2724,681,0,0,0,50,40,2.5,10,90,5
"2725","X714",1,2,740,281.609,1,1,"Ub9",1,2,3,2,3,3,300,5,30,2,NA,1,0,9,6,8,6,8,8,8,4,3,1,0,1,5,4500,7,740,0,1,1,1,2725,682,0,0,0,5,10,1,10,90,2.5
"2726","X714.1",2,3,740,281.609,1,1,"Ub9",1,2,3,2,3,3,300,5,30,2,NA,1,0,9,6,8,6,8,8,8,4,3,1,0,1,5,4500,7,740,0,1,1,1,2726,682,0,0,0,10,40,5,50,10,0.5
"2727","X714.2",3,2,740,281.609,1,1,"Ub9",1,2,3,2,3,3,300,5,30,2,NA,1,0,9,6,8,6,8,8,8,4,3,1,0,1,5,4500,7,740,0,1,1,1,2727,682,0,0,0,50,40,1,5,10,0.5
"2728","X714.3",4,2,740,281.609,1,1,"Ub9",1,2,3,2,3,3,300,5,30,2,NA,1,0,9,6,8,6,8,8,8,4,3,1,0,1,5,4500,7,740,0,1,1,1,2728,682,0,0,0,10,10,0.5,50,40,1
"2729","X715",1,2,709,593.159,1,1,"sk13 5et",1,1,-2,2,1,-2,700,4,20,2,NA,1,0,11,5,9,2,10,11,9,5,1,1,0,1,5,4500,10,709,0,1,1,1,2729,683,0,0,0,5,10,1,10,90,2.5
"2730","X715.1",2,3,709,593.159,1,1,"sk13 5et",1,1,-2,2,1,-2,700,4,20,2,NA,1,0,11,5,9,2,10,11,9,5,1,1,0,1,5,4500,10,709,0,1,1,1,2730,683,0,0,0,10,40,5,50,10,0.5
"2731","X715.2",3,2,709,593.159,1,1,"sk13 5et",1,1,-2,2,1,-2,700,4,20,2,NA,1,0,11,5,9,2,10,11,9,5,1,1,0,1,5,4500,10,709,0,1,1,1,2731,683,0,0,0,50,40,1,5,10,0.5
"2732","X715.3",4,3,709,593.159,1,1,"sk13 5et",1,1,-2,2,1,-2,700,4,20,2,NA,1,0,11,5,9,2,10,11,9,5,1,1,0,1,5,4500,10,709,0,1,1,1,2732,683,0,0,0,10,10,0.5,50,40,1
"2733","X716",1,2,725,352.274,1,2,"S66 7NR",1,1,1,2,1,1,400,1,1,1,NA,2,4,9,9,9,9,9,10,10,4,4,1,0,1,5,1750,10,725,1,1,1,1,2733,684,0,0,0,50,10,1,5,40,5
"2734","X716.1",2,3,725,352.274,1,2,"S66 7NR",1,1,1,2,1,1,400,1,1,1,NA,2,4,9,9,9,9,9,10,10,4,4,1,0,1,5,1750,10,725,1,1,1,1,2734,684,0,0,0,5,90,2.5,10,10,0.5
"2735","X716.2",3,3,725,352.274,1,2,"S66 7NR",1,1,1,2,1,1,400,1,1,1,NA,2,4,9,9,9,9,9,10,10,4,4,1,0,1,5,1750,10,725,1,1,1,1,2735,684,0,0,0,50,90,2.5,5,40,1
"2736","X716.3",4,2,725,352.274,1,2,"S66 7NR",1,1,1,2,1,1,400,1,1,1,NA,2,4,9,9,9,9,9,10,10,4,4,1,0,1,5,1750,10,725,1,1,1,1,2736,684,0,0,0,50,40,2.5,10,90,5
"2737","X717",1,2,731,332.418,0,2,"Rg249bx",1,-1,1,2,1,3,400,7,50,2,NA,2,4,10,6,8,6,6,7,9,3,3,1,0,0,3,5000,10,731,0,1,1,1,2737,685,0,0,0,50,10,1,5,40,5
"2738","X717.1",2,1,731,332.418,0,2,"Rg249bx",1,-1,1,2,1,3,400,7,50,2,NA,2,4,10,6,8,6,6,7,9,3,3,1,0,0,3,5000,10,731,0,1,1,1,2738,685,0,0,0,5,90,2.5,10,10,0.5
"2739","X717.2",3,3,731,332.418,0,2,"Rg249bx",1,-1,1,2,1,3,400,7,50,2,NA,2,4,10,6,8,6,6,7,9,3,3,1,0,0,3,5000,10,731,0,1,1,1,2739,685,0,0,0,50,90,2.5,5,40,1
"2740","X717.3",4,1,731,332.418,0,2,"Rg249bx",1,-1,1,2,1,3,400,7,50,2,NA,2,4,10,6,8,6,6,7,9,3,3,1,0,0,3,5000,10,731,0,1,1,1,2740,685,0,0,0,50,40,2.5,10,90,5
"2741","X718",1,2,735,370.912,0,2,"SN2 8QG",1,0,1,2,2,2,900,10,80,2,NA,1,0,11,10,7,7,7,7,7,3,3,0,0,0,5,3500,7,735,0,1,1,1,2741,686,0,0,0,5,10,1,10,90,2.5
"2742","X718.1",2,2,735,370.912,0,2,"SN2 8QG",1,0,1,2,2,2,900,10,80,2,NA,1,0,11,10,7,7,7,7,7,3,3,0,0,0,5,3500,7,735,0,1,1,1,2742,686,0,0,0,10,40,5,50,10,0.5
"2743","X718.2",3,3,735,370.912,0,2,"SN2 8QG",1,0,1,2,2,2,900,10,80,2,NA,1,0,11,10,7,7,7,7,7,3,3,0,0,0,5,3500,7,735,0,1,1,1,2743,686,0,0,0,50,40,1,5,10,0.5
"2744","X718.3",4,2,735,370.912,0,2,"SN2 8QG",1,0,1,2,2,2,900,10,80,2,NA,1,0,11,10,7,7,7,7,7,3,3,0,0,0,5,3500,7,735,0,1,1,1,2744,686,0,0,0,10,10,0.5,50,40,1
"2745","X719",1,3,743,342.437,1,3,"KA1",1,4,4,1,4,4,0,7,50,NA,1,2,4,11,11,10,10,10,10,10,3,3,0,0,1,3,2250,10,743,1,1,1,1,2745,687,0,0,0,50,10,1,5,40,5
"2746","X719.1",2,2,743,342.437,1,3,"KA1",1,4,4,1,4,4,0,7,50,NA,1,2,4,11,11,10,10,10,10,10,3,3,0,0,1,3,2250,10,743,1,1,1,1,2746,687,0,0,0,5,90,2.5,10,10,0.5
"2747","X719.2",3,3,743,342.437,1,3,"KA1",1,4,4,1,4,4,0,7,50,NA,1,2,4,11,11,10,10,10,10,10,3,3,0,0,1,3,2250,10,743,1,1,1,1,2747,687,0,0,0,50,90,2.5,5,40,1
"2748","X719.3",4,3,743,342.437,1,3,"KA1",1,4,4,1,4,4,0,7,50,NA,1,2,4,11,11,10,10,10,10,10,3,3,0,0,1,3,2250,10,743,1,1,1,1,2748,687,0,0,0,50,40,2.5,10,90,5
"2749","X720",1,2,750,320.719,1,1,"Ne49ln",1,2,3,4,1,1,300,10,80,1,NA,2,4,11,6,11,6,6,6,6,4,4,1,0,0,4,4500,10,750,1,1,1,1,2749,688,0,0,0,50,10,1,5,40,5
"2750","X720.1",2,3,750,320.719,1,1,"Ne49ln",1,2,3,4,1,1,300,10,80,1,NA,2,4,11,6,11,6,6,6,6,4,4,1,0,0,4,4500,10,750,1,1,1,1,2750,688,0,0,0,5,90,2.5,10,10,0.5
"2751","X720.2",3,3,750,320.719,1,1,"Ne49ln",1,2,3,4,1,1,300,10,80,1,NA,2,4,11,6,11,6,6,6,6,4,4,1,0,0,4,4500,10,750,1,1,1,1,2751,688,0,0,0,50,90,2.5,5,40,1
"2752","X720.3",4,2,750,320.719,1,1,"Ne49ln",1,2,3,4,1,1,300,10,80,1,NA,2,4,11,6,11,6,6,6,6,4,4,1,0,0,4,4500,10,750,1,1,1,1,2752,688,0,0,0,50,40,2.5,10,90,5
"2753","X721",1,3,766,267.563,0,2,"Wf10 1pe",1,2,2,2,2,2,200,4,20,1,NA,1,0,10,10,10,10,10,10,10,5,4,1,0,1,3,3500,10,766,1,1,1,1,2753,689,0,0,0,5,10,1,10,90,2.5
"2754","X721.1",2,2,766,267.563,0,2,"Wf10 1pe",1,2,2,2,2,2,200,4,20,1,NA,1,0,10,10,10,10,10,10,10,5,4,1,0,1,3,3500,10,766,1,1,1,1,2754,689,0,0,0,10,40,5,50,10,0.5
"2755","X721.2",3,2,766,267.563,0,2,"Wf10 1pe",1,2,2,2,2,2,200,4,20,1,NA,1,0,10,10,10,10,10,10,10,5,4,1,0,1,3,3500,10,766,1,1,1,1,2755,689,0,0,0,50,40,1,5,10,0.5
"2756","X721.3",4,3,766,267.563,0,2,"Wf10 1pe",1,2,2,2,2,2,200,4,20,1,NA,1,0,10,10,10,10,10,10,10,5,4,1,0,1,3,3500,10,766,1,1,1,1,2756,689,0,0,0,10,10,0.5,50,40,1
"2757","X722",1,2,745,395.167,1,2,"S40",1,5,3,3,2,2,300,4,20,1,NA,1,0,9,6,9,8,9,8,6,3,3,1,0,0,5,1750,7,745,1,1,1,1,2757,690,0,0,0,5,10,1,10,90,2.5
"2758","X722.1",2,2,745,395.167,1,2,"S40",1,5,3,3,2,2,300,4,20,1,NA,1,0,9,6,9,8,9,8,6,3,3,1,0,0,5,1750,7,745,1,1,1,1,2758,690,0,0,0,10,40,5,50,10,0.5
"2759","X722.2",3,2,745,395.167,1,2,"S40",1,5,3,3,2,2,300,4,20,1,NA,1,0,9,6,9,8,9,8,6,3,3,1,0,0,5,1750,7,745,1,1,1,1,2759,690,0,0,0,50,40,1,5,10,0.5
"2760","X722.3",4,3,745,395.167,1,2,"S40",1,5,3,3,2,2,300,4,20,1,NA,1,0,9,6,9,8,9,8,6,3,3,1,0,0,5,1750,7,745,1,1,1,1,2760,690,0,0,0,10,10,0.5,50,40,1
"2761","X723",1,3,789,193.852,1,3,"hx3 0nw",1,3,2,2,2,2,300,5,30,1,NA,2,4,11,8,10,9,10,10,10,3,3,1,0,1,5,2750,10,789,1,1,1,1,2761,691,0,0,0,50,10,1,5,40,5
"2762","X723.1",2,2,789,193.852,1,3,"hx3 0nw",1,3,2,2,2,2,300,5,30,1,NA,2,4,11,8,10,9,10,10,10,3,3,1,0,1,5,2750,10,789,1,1,1,1,2762,691,0,0,0,5,90,2.5,10,10,0.5
"2763","X723.2",3,3,789,193.852,1,3,"hx3 0nw",1,3,2,2,2,2,300,5,30,1,NA,2,4,11,8,10,9,10,10,10,3,3,1,0,1,5,2750,10,789,1,1,1,1,2763,691,0,0,0,50,90,2.5,5,40,1
"2764","X723.3",4,3,789,193.852,1,3,"hx3 0nw",1,3,2,2,2,2,300,5,30,1,NA,2,4,11,8,10,9,10,10,10,3,3,1,0,1,5,2750,10,789,1,1,1,1,2764,691,0,0,0,50,40,2.5,10,90,5
"2765","X724",1,1,752,345.056,1,2,"M26 2YL",1,-3,0,4,0,0,500,2,5,1,NA,1,0,6,6,6,4,4,5,3,4,3,1,0,1,5,3500,10,752,1,1,1,1,2765,692,0,0,0,5,10,1,10,90,2.5
"2766","X724.1",2,2,752,345.056,1,2,"M26 2YL",1,-3,0,4,0,0,500,2,5,1,NA,1,0,6,6,6,4,4,5,3,4,3,1,0,1,5,3500,10,752,1,1,1,1,2766,692,0,0,0,10,40,5,50,10,0.5
"2767","X724.2",3,3,752,345.056,1,2,"M26 2YL",1,-3,0,4,0,0,500,2,5,1,NA,1,0,6,6,6,4,4,5,3,4,3,1,0,1,5,3500,10,752,1,1,1,1,2767,692,0,0,0,50,40,1,5,10,0.5
"2768","X724.3",4,1,752,345.056,1,2,"M26 2YL",1,-3,0,4,0,0,500,2,5,1,NA,1,0,6,6,6,4,4,5,3,4,3,1,0,1,5,3500,10,752,1,1,1,1,2768,692,0,0,0,10,10,0.5,50,40,1
"2769","X725",1,3,744,414.841,1,2,"EH9 3EH",1,5,5,2,5,5,400,8,60,1,NA,1,0,11,9,11,10,10,11,11,5,4,1,1,1,5,4500,10,744,1,1,1,1,2769,693,0,0,0,5,10,1,10,90,2.5
"2770","X725.1",2,1,744,414.841,1,2,"EH9 3EH",1,5,5,2,5,5,400,8,60,1,NA,1,0,11,9,11,10,10,11,11,5,4,1,1,1,5,4500,10,744,1,1,1,1,2770,693,0,0,0,10,40,5,50,10,0.5
"2771","X725.2",3,2,744,414.841,1,2,"EH9 3EH",1,5,5,2,5,5,400,8,60,1,NA,1,0,11,9,11,10,10,11,11,5,4,1,1,1,5,4500,10,744,1,1,1,1,2771,693,0,0,0,50,40,1,5,10,0.5
"2772","X725.3",4,2,744,414.841,1,2,"EH9 3EH",1,5,5,2,5,5,400,8,60,1,NA,1,0,11,9,11,10,10,11,11,5,4,1,1,1,5,4500,10,744,1,1,1,1,2772,693,0,0,0,10,10,0.5,50,40,1
"2773","X726",1,2,718,581.474,1,4,"DN39 6TL",1,3,4,3,2,4,400,9,70,1,NA,2,4,11,10,11,10,11,11,11,4,4,0,1,0,5,1250,10,718,1,1,1,1,2773,694,0,0,0,50,10,1,5,40,5
"2774","X726.1",2,2,718,581.474,1,4,"DN39 6TL",1,3,4,3,2,4,400,9,70,1,NA,2,4,11,10,11,10,11,11,11,4,4,0,1,0,5,1250,10,718,1,1,1,1,2774,694,0,0,0,5,90,2.5,10,10,0.5
"2775","X726.2",3,2,718,581.474,1,4,"DN39 6TL",1,3,4,3,2,4,400,9,70,1,NA,2,4,11,10,11,10,11,11,11,4,4,0,1,0,5,1250,10,718,1,1,1,1,2775,694,0,0,0,50,90,2.5,5,40,1
"2776","X726.3",4,1,718,581.474,1,4,"DN39 6TL",1,3,4,3,2,4,400,9,70,1,NA,2,4,11,10,11,10,11,11,11,4,4,0,1,0,5,1250,10,718,1,1,1,1,2776,694,0,0,0,50,40,2.5,10,90,5
"2777","X727",1,2,716,622.962,1,4,"TA3 5JZ",1,1,2,2,0,0,400,5,30,2,NA,1,0,11,5,7,5,10,9,11,3,3,1,0,1,2,2500,10,716,0,1,1,1,2777,695,0,0,0,5,10,1,10,90,2.5
"2778","X727.1",2,1,716,622.962,1,4,"TA3 5JZ",1,1,2,2,0,0,400,5,30,2,NA,1,0,11,5,7,5,10,9,11,3,3,1,0,1,2,2500,10,716,0,1,1,1,2778,695,0,0,0,10,40,5,50,10,0.5
"2779","X727.2",3,3,716,622.962,1,4,"TA3 5JZ",1,1,2,2,0,0,400,5,30,2,NA,1,0,11,5,7,5,10,9,11,3,3,1,0,1,2,2500,10,716,0,1,1,1,2779,695,0,0,0,50,40,1,5,10,0.5
"2780","X727.3",4,2,716,622.962,1,4,"TA3 5JZ",1,1,2,2,0,0,400,5,30,2,NA,1,0,11,5,7,5,10,9,11,3,3,1,0,1,2,2500,10,716,0,1,1,1,2780,695,0,0,0,10,10,0.5,50,40,1
"2781","X728",1,2,772,288.856,1,1,"so14 2en",3,2,2,2,1,5,0,4,20,NA,2,1,0,11,10,6,6,7,7,7,3,3,0,0,0,5,1250,9,772,0,1,1,1,2781,696,0,0,0,5,10,1,10,90,2.5
"2782","X728.1",2,1,772,288.856,1,1,"so14 2en",3,2,2,2,1,5,0,4,20,NA,2,1,0,11,10,6,6,7,7,7,3,3,0,0,0,5,1250,9,772,0,1,1,1,2782,696,0,0,0,10,40,5,50,10,0.5
"2783","X728.2",3,3,772,288.856,1,1,"so14 2en",3,2,2,2,1,5,0,4,20,NA,2,1,0,11,10,6,6,7,7,7,3,3,0,0,0,5,1250,9,772,0,1,1,1,2783,696,0,0,0,50,40,1,5,10,0.5
"2784","X728.3",4,2,772,288.856,1,1,"so14 2en",3,2,2,2,1,5,0,4,20,NA,2,1,0,11,10,6,6,7,7,7,3,3,0,0,0,5,1250,9,772,0,1,1,1,2784,696,0,0,0,10,10,0.5,50,40,1
"2785","X729",1,3,713,668.087,1,4,"SK17 6HS",1,4,1,1,3,3,400,1,1,1,NA,2,4,9,8,9,9,11,11,11,4,4,0,0,1,5,2250,10,713,1,1,1,1,2785,697,0,0,0,50,10,1,5,40,5
"2786","X729.1",2,2,713,668.087,1,4,"SK17 6HS",1,4,1,1,3,3,400,1,1,1,NA,2,4,9,8,9,9,11,11,11,4,4,0,0,1,5,2250,10,713,1,1,1,1,2786,697,0,0,0,5,90,2.5,10,10,0.5
"2787","X729.2",3,3,713,668.087,1,4,"SK17 6HS",1,4,1,1,3,3,400,1,1,1,NA,2,4,9,8,9,9,11,11,11,4,4,0,0,1,5,2250,10,713,1,1,1,1,2787,697,0,0,0,50,90,2.5,5,40,1
"2788","X729.3",4,3,713,668.087,1,4,"SK17 6HS",1,4,1,1,3,3,400,1,1,1,NA,2,4,9,8,9,9,11,11,11,4,4,0,0,1,5,2250,10,713,1,1,1,1,2788,697,0,0,0,50,40,2.5,10,90,5
"2789","X730",1,3,724,518.284,0,2,"Yo265jd",1,4,3,2,5,-1,200,2,5,1,NA,2,4,11,9,10,9,11,11,11,3,3,0,1,1,4,5000,7,724,1,1,1,1,2789,698,0,0,0,50,10,1,5,40,5
"2790","X730.1",2,2,724,518.284,0,2,"Yo265jd",1,4,3,2,5,-1,200,2,5,1,NA,2,4,11,9,10,9,11,11,11,3,3,0,1,1,4,5000,7,724,1,1,1,1,2790,698,0,0,0,5,90,2.5,10,10,0.5
"2791","X730.2",3,2,724,518.284,0,2,"Yo265jd",1,4,3,2,5,-1,200,2,5,1,NA,2,4,11,9,10,9,11,11,11,3,3,0,1,1,4,5000,7,724,1,1,1,1,2791,698,0,0,0,50,90,2.5,5,40,1
"2792","X730.3",4,3,724,518.284,0,2,"Yo265jd",1,4,3,2,5,-1,200,2,5,1,NA,2,4,11,9,10,9,11,11,11,3,3,0,1,1,4,5000,7,724,1,1,1,1,2792,698,0,0,0,50,40,2.5,10,90,5
"2793","X731",1,2,755,375.932,1,1,"EX15 1EJ",1,3,4,2,3,5,0,10,80,NA,1,2,4,11,9,10,7,10,11,11,4,4,1,1,1,4,750,8,755,1,1,1,1,2793,699,0,0,0,50,10,1,5,40,5
"2794","X731.1",2,2,755,375.932,1,1,"EX15 1EJ",1,3,4,2,3,5,0,10,80,NA,1,2,4,11,9,10,7,10,11,11,4,4,1,1,1,4,750,8,755,1,1,1,1,2794,699,0,0,0,5,90,2.5,10,10,0.5
"2795","X731.2",3,2,755,375.932,1,1,"EX15 1EJ",1,3,4,2,3,5,0,10,80,NA,1,2,4,11,9,10,7,10,11,11,4,4,1,1,1,4,750,8,755,1,1,1,1,2795,699,0,0,0,50,90,2.5,5,40,1
"2796","X731.3",4,3,755,375.932,1,1,"EX15 1EJ",1,3,4,2,3,5,0,10,80,NA,1,2,4,11,9,10,7,10,11,11,4,4,1,1,1,4,750,8,755,1,1,1,1,2796,699,0,0,0,50,40,2.5,10,90,5
"2797","X732",1,3,736,490.274,1,1,"Pr2 9lz",1,3,4,2,-5,5,400,9,70,2,NA,1,0,11,10,11,10,9,10,11,3,3,0,0,1,2,3500,10,736,0,1,1,1,2797,700,0,0,0,5,10,1,10,90,2.5
"2798","X732.1",2,2,736,490.274,1,1,"Pr2 9lz",1,3,4,2,-5,5,400,9,70,2,NA,1,0,11,10,11,10,9,10,11,3,3,0,0,1,2,3500,10,736,0,1,1,1,2798,700,0,0,0,10,40,5,50,10,0.5
"2799","X732.2",3,2,736,490.274,1,1,"Pr2 9lz",1,3,4,2,-5,5,400,9,70,2,NA,1,0,11,10,11,10,9,10,11,3,3,0,0,1,2,3500,10,736,0,1,1,1,2799,700,0,0,0,50,40,1,5,10,0.5
"2800","X732.3",4,2,736,490.274,1,1,"Pr2 9lz",1,3,4,2,-5,5,400,9,70,2,NA,1,0,11,10,11,10,9,10,11,3,3,0,0,1,2,3500,10,736,0,1,1,1,2800,700,0,0,0,10,10,0.5,50,40,1
"2801","X733",1,3,762,375.694,0,1,"fk2",1,2,2,2,2,2,100,5,30,1,NA,1,0,11,9,10,9,9,10,10,4,3,1,0,1,5,2250,7,762,1,1,1,1,2801,701,0,0,0,5,10,1,10,90,2.5
"2802","X733.1",2,3,762,375.694,0,1,"fk2",1,2,2,2,2,2,100,5,30,1,NA,1,0,11,9,10,9,9,10,10,4,3,1,0,1,5,2250,7,762,1,1,1,1,2802,701,0,0,0,10,40,5,50,10,0.5
"2803","X733.2",3,2,762,375.694,0,1,"fk2",1,2,2,2,2,2,100,5,30,1,NA,1,0,11,9,10,9,9,10,10,4,3,1,0,1,5,2250,7,762,1,1,1,1,2803,701,0,0,0,50,40,1,5,10,0.5
"2804","X733.3",4,3,762,375.694,0,1,"fk2",1,2,2,2,2,2,100,5,30,1,NA,1,0,11,9,10,9,9,10,10,4,3,1,0,1,5,2250,7,762,1,1,1,1,2804,701,0,0,0,10,10,0.5,50,40,1
"2805","X734",1,1,778,301.793,1,1,"ng13 8jl",1,3,2,2,2,5,300,6,40,1,NA,2,4,9,8,10,7,6,8,9,4,4,1,0,1,5,1750,8,778,1,1,1,1,2805,702,0,0,0,50,10,1,5,40,5
"2806","X734.1",2,2,778,301.793,1,1,"ng13 8jl",1,3,2,2,2,5,300,6,40,1,NA,2,4,9,8,10,7,6,8,9,4,4,1,0,1,5,1750,8,778,1,1,1,1,2806,702,0,0,0,5,90,2.5,10,10,0.5
"2807","X734.2",3,3,778,301.793,1,1,"ng13 8jl",1,3,2,2,2,5,300,6,40,1,NA,2,4,9,8,10,7,6,8,9,4,4,1,0,1,5,1750,8,778,1,1,1,1,2807,702,0,0,0,50,90,2.5,5,40,1
"2808","X734.3",4,3,778,301.793,1,1,"ng13 8jl",1,3,2,2,2,5,300,6,40,1,NA,2,4,9,8,10,7,6,8,9,4,4,1,0,1,5,1750,8,778,1,1,1,1,2808,702,0,0,0,50,40,2.5,10,90,5
"2809","X735",1,3,754,417.792,1,1,"Ha1 2ra",2,2,2,3,-2,4,300,3,10,1,NA,1,0,3,1,10,11,2,8,8,3,3,1,0,0,4,3500,10,754,1,1,1,1,2809,703,0,0,0,5,10,1,10,90,2.5
"2810","X735.1",2,1,754,417.792,1,1,"Ha1 2ra",2,2,2,3,-2,4,300,3,10,1,NA,1,0,3,1,10,11,2,8,8,3,3,1,0,0,4,3500,10,754,1,1,1,1,2810,703,0,0,0,10,40,5,50,10,0.5
"2811","X735.2",3,1,754,417.792,1,1,"Ha1 2ra",2,2,2,3,-2,4,300,3,10,1,NA,1,0,3,1,10,11,2,8,8,3,3,1,0,0,4,3500,10,754,1,1,1,1,2811,703,0,0,0,50,40,1,5,10,0.5
